Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
06-12,16.033,18.4,9.7,14.259,8.067,3.536,4.762,29.833,2.84,12.241,1.567,3.8,2.24,2.219,4.6,3.48,3.533,6.146,7.673,7.45
06-13,15.267,17.2,11.28,21.0,8.926,7.172,6.867,8.167,6.577,10.138,1.724,8.6,2.07,5.103,11.711,1.68,3.4,3.133,0.864,2.0
06-14,16.933,21.367,13.652,27.8,10.933,0.6,2.75,20.36,4.3,6.2,3.966,4.44,3.19,13.286,8.25,1.022,3.95,1.0,4.098,1.4
06-15,18.444,17.6,7.0,19.476,12.893,0.867,6.652,29.0,4.833,3.034,11.0,4.385,4.277,3.206,11.65,1.244,2.295,1.06,2.367,6.2
06-16,27.8,13.6,8.583,7.952,8.071,1.37,13.625,6.8,4.929,3.652,2.071,3.731,3.7,10.657,11.771,1.587,1.0,3.019,1.24,1.956
06-17,28.033,8.15,16.909,14.92,12.857,6.038,6.88,3.0,4.143,2.0,2.542,2.7,1.54,9.08,2.189,3.061,1.467,10.0,0.978,7.8
06-18,34.167,8.579,4.75,10.0,5.448,16.767,4.8,2.826,4.286,4.808,2.833,7.2,1.32,11.733,3.237,6.22,4.667,8.519,1.25,1.595
06-19,18.333,13.958,9.25,7.818,27.846,15.32,5.4,2.833,9.08,5.586,3.133,8.367,2.979,2.353,3.222,1.918,2.778,1.157,0.783,1.714
06-20,16.4,15.15,6.793,23.609,8.28,0.611,8.84,3.042,3.2,2.567,18.3,1.643,4.829,1.727,2.65,1.32,1.622,1.157,1.267,6.36
06-21,22.133,17.833,3.609,9.367,6.8,1.385,6.8,3.65,2.724,1.857,6.033,1.826,2.74,1.5,4.533,2.347,11.778,1.218,1.32,1.66
06-22,25.31,19.867,4.926,8.08,6.962,3.5,4.042,8.05,11.8,2.0,3.414,1.52,1.979,3.429,4.026,4.24,1.814,2.0,1.14,5.08
06-23,22.1,19.467,7.0,9.44,15.6,4.125,3.174,7.842,8.269,2.087,9.733,2.037,2.74,1.886,4.75,2.311,4.362,9.018,1.84,4.089
06-24,19.821,12.4,8.708,10.375,12.32,6.25,2.32,10.867,3.867,4.2,3.857,2.68,2.822,1.774,4.15,8.913,3.735,1.8,1.286,1.596
06-25,35.6,25.346,8.714,9.077,11.222,14.24,1.24,3.737,3.833,2.724,3.292,3.48,2.911,2.657,1.778,6.773,7.444,2.164,2.913,1.488
06-26,15.56,24.5,8.692,7.333,10.12,3.9,1.48,3.421,7.0,9.034,5.333,2.033,2.15,12.065,1.611,7.6,6.68,1.16,1.604,2.909
06-27,27.52,52.571,9.762,6.733,9.333,4.933,1.84,7.556,5.1,4.267,8.586,2.233,1.958,5.0,1.538,8.0,2.44,6.473,1.489,1.591
06-28,26.68,24.692,7.704,7.2,6.433,3.867,1.762,14.45,8.696,5.655,15.036,1.767,3.04,5.0,1.667,4.32,1.469,1.75,2.277,1.583
06-29,18.741,21.967,5.929,6.533,6.2,4.435,2.16,5.0,3.333,2.308,11.897,5.233,5.068,9.56,2.822,3.367,0.913,2.519,5.96,1.378
06-30,20.6,32.6,4.48,10.2,18.545,5.083,11.043,4.95,8.4,4.333,3.815,2.933,2.133,2.629,1.422,1.5,4.0,2.26,9.14,4.837
07-01,42.0,21.4,13.346,15.32,3.391,19.8,4.88,6.85,2.567,2.148,2.714,1.765,7.022,2.2,1.533,2.064,1.093,3.509,1.98,2.083
07-02,27.833,20.75,11.897,10.36,5.679,46.84,4.36,14.632,2.963,2.233,2.733,1.943,1.689,2.471,2.045,3.367,6.42,1.727,9.36,1.711
07-03,34.367,15.167,5.286,11.48,15.5,17.88,11.84,4.9,2.7,2.28,2.69,1.886,2.047,2.861,5.195,3.705,1.92,3.8,3.583,1.277
07-04,20.69,16.4,10.167,14.467,7.0,6.44,6.32,4.75,6.12,3.5,3.467,4.0,3.435,10.486,1.9,1.86,2.9,3.0,5.417,6.6
07-05,52.345,15.633,7.84,15.621,14.333,3.565,9.48,4.667,3.63,2.233,4.034,4.944,2.854,1.7,1.675,2.26,6.298,5.957,1.36,8.465
07-06,22.433,17.433,9.042,11.179,8.259,4.905,20.4,10.471,4.367,7.367,3.037,1.55,6.756,0.975,10.8,5.86,2.5,8.979,3.34,3.04
07-07,19.0,25.1,8.64,9.926,6.5,4.316,2.0,7.8,3.0,4.952,6.423,2.188,6.812,0.975,3.075,3.745,1.833,1.6,1.245,3.51
07-08,19.067,13.7,6.8,12.64,16.75,6.381,1.56,2.7,2.793,4.5,4.034,2.2,3.04,2.0,6.378,3.56,4.234,5.3,7.18,5.042
07-09,16.7,18.2,6.96,8.654,8.448,14.88,8.65,6.95,2.625,8.5,2.7,2.789,6.24,6.167,14.97,3.244,2.796,7.78,2.08,1.804
07-10,9.8,16.0,6.5,9.867,16.103,3.278,2.2,17.7,3.2,2.448,2.433,1.95,1.844,6.2,1.974,2.6,2.28,1.96,2.575,5.5
07-11,10.8,14.1,9.783,7.2,2.25,4.133,12.773,8.765,3.409,2.731,2.367,1.5,6.98,2.947,1.825,2.12,4.28,1.936,4.707,2.04
07-12,12.448,15.533,7.842,8.767,1.56,5.15,3.476,4.235,3.267,2.393,4.1,1.8,1.643,2.452,3.455,2.28,4.468,2.217,1.209,1.9
07-13,16.733,19.5,13.04,7.167,3.522,2.95,16.714,12.706,9.667,4.036,7.185,7.667,2.312,4.8,2.111,3.02,1.64,5.36,7.636,2.025
07-14,18.1,17.633,17.2,6.967,5.6,9.522,4.6,12.3,3.267,5.391,5.167,5.15,3.783,5.2,5.056,3.22,5.17,2.196,3.444,2.5
07-15,20.92,14.167,11.72,10.76,8.6,4.667,3.64,11.85,3.367,3.429,3.036,1.825,2.76,2.379,5.067,2.429,2.388,7.4,2.1,2.135
07-16,27.28,33.808,6.12,7.074,7.542,5.3,8.56,2.941,7.84,25.267,3.714,2.051,1.46,6.844,11.133,5.711,4.42,7.527,8.111,1.538
07-17,12.6,19.08,6.958,5.077,22.32,5.172,1.44,3.05,11.522,4.778,4.8,1.725,1.574,2.744,1.889,2.733,7.58,2.543,4.525,2.825
07-18,24.64,26.583,11.714,5.179,6.32,3.76,3.333,2.4,4.654,4.767,1.933,1.943,2.364,3.514,2.098,6.625,2.72,4.922,1.88,7.886
07-19,19.04,9.68,10.04,9.933,5.96,9.643,3.783,4.75,4.741,3.214,2.241,3.025,3.447,2.55,2.756,1.725,2.475,2.6,6.542,2.114
07-20,11.36,11.64,30.708,9.467,8.826,7.367,1.762,11.12,7.033,7.077,2.333,1.725,2.18,1.375,3.581,3.675,0.857,3.091,2.74,1.457
07-21,18.32,16.267,11.84,8.6,9.321,7.958,2.24,2.56,2.071,4.222,1.92,5.486,1.644,1.625,2.767,3.867,0.717,1.655,1.26,1.2
07-22,13.36,10.3,6.304,16.722,8.033,4.857,2.72,4.96,3.367,12.571,5.778,3.758,1.939,8.0,3.523,2.143,1.0,7.345,6.26,1.714
07-23,12.96,16.292,17.368,12.36,12.467,3.556,7.478,2.8,15.852,11.48,9.833,2.6,7.48,1.921,1.705,12.0,1.56,12.036,3.54,2.229
07-24,9.36,17.111,10.0,16.292,10.933,14.24,3.143,8.0,4.269,11.16,2.367,2.853,2.82,5.237,1.93,3.775,1.1,2.582,1.875,1.525
07-25,11.92,16.76,10.15,11.36,4.067,5.593,3.15,14.217,4.32,2.667,2.367,1.686,2.702,2.895,3.068,3.225,2.62,1.945,2.326,2.029
07-26,28.6,17.571,7.583,8.28,1.1,11.533,9.273,2.36,3.63,3.32,3.231,2.353,6.568,9.467,3.289,3.2,6.468,1.86,2.116,1.3
07-27,14.68,15.033,10.0,8.92,4.091,6.25,11.0,2.8,5.033,3.231,2.556,2.258,6.653,3.35,6.222,4.286,1.28,7.9,4.78,1.025
07-28,17.44,13.067,7.84,9.174,5.882,7.519,17.167,2.68,2.893,2.069,2.111,3.514,3.88,4.775,14.881,3.143,7.74,5.068,3.509,1.375
07-29,22.32,13.1,6.96,16.621,11.36,31.833,4.16,3.64,7.115,2.643,2.208,1.36,2.92,8.829,2.156,5.143,1.72,3.08,2.873,1.314
07-30,21.8,11.955,6.6,10.367,18.72,12.867,9.13,5.542,3.133,17.692,3.276,1.5,3.86,5.314,2.051,4.314,2.44,9.98,4.192,1.325
07-31,15.13,19.917,7.25,10.571,12.727,11.7,10.652,2.476,4.357,11.464,3.467,0.767,6.82,3.903,2.075,6.425,2.5,3.146,3.167,7.778
08-01,15.435,9.5,5.28,8.037,10.76,28.414,22.6,3.84,3.6,4.667,14.4,1.029,10.36,3.059,6.595,4.051,10.34,4.415,1.148,4.919
08-02,18.818,16.643,11.28,10.933,5.0,17.467,10.04,13.467,11.7,3.517,2.167,0.968,4.35,2.065,4.156,5.475,5.667,1.55,1.407,7.054
08-03,15.714,9.852,12.24,25.367,6.938,14.296,4.333,16.5,4.393,5.63,2.0,1.273,2.711,2.2,3.956,4.703,7.76,2.256,1.08,1.943
08-04,10.476,21.24,15.0,28.0,7.36,4.241,11.36,2.633,3.267,5.667,1.889,1.333,3.388,2.029,1.422,13.188,2.128,1.489,6.981,3.241
08-05,20.958,7.727,7.4,7.778,13.765,4.067,18.44,4.4,4.483,9.828,4.733,3.471,2.896,5.824,3.386,3.057,2.54,3.277,1.182,2.688
08-06,15.56,6.889,7.833,8.857,8.913,4.333,3.8,4.704,4.192,6.8,1.96,11.714,1.66,9.219,3.023,6.0,1.182,2.84,2.14,2.4
08-07,20.92,20.87,14.2,7.621,19.467,7.767,6.16,3.304,5.321,12.08,2.8,1.118,2.0,2.579,2.103,8.486,1.673,13.227,3.222,1.175
08-08,21.36,15.435,11.55,10.967,18.6,4.19,3.6,3.367,5.167,8.0,2.5,2.167,4.083,7.5,1.767,2.575,0.982,5.9,2.038,1.7
08-09,14.3,9.111,4.526,12.2,5.033,4.296,2.667,10.714,3.552,5.4,3.727,2.036,5.28,6.911,6.75,4.525,1.073,7.28,4.426,4.821
08-10,18.033,28.7,12.15,7.633,25.767,20.467,11.261,12.633,7.808,4.567,2.367,2.094,3.565,5.822,2.867,12.75,1.609,1.04,2.382,1.65
08-11,12.967,15.28,7.0,5.517,6.8,5.107,4.3,8.0,11.5,10.636,3.5,1.8,1.844,1.889,2.089,3.026,1.345,1.729,1.818,1.686
08-12,14.733,4.217,4.444,15.667,6.28,8.967,5.92,11.267,3.333,7.034,4.16,6.45,2.0,1.556,2.775,1.2,4.66,2.855,3.164,1.351
08-13,12.867,6.25,6.84,10.214,24.913,6.8,9.36,2.565,2.7,8.321,3.25,3.0,1.711,1.044,2.714,1.771,5.545,1.962,1.5,1.795
08-14,10.6,5.706,8.35,15.32,4.76,3.1,20.85,2.625,6.381,7.7,2.8,2.0,1.875,1.395,5.275,3.1,5.236,1.291,4.782,1.846
08-15,23.034,11.267,6.9,15.0,3.76,5.926,5.4,2.833,7.167,15.0,3.133,5.513,1.86,1.614,4.865,2.41,13.423,7.191,3.4,3.975
08-16,23.433,11.857,19.091,6.5,6.292,3.357,18.04,2.792,3.0,6.885,2.929,6.825,4.167,3.45,1.6,4.325,2.434,1.909,1.7,2.175
08-17,18.067,12.033,11.1,6.2,3.154,4.276,18.25,3.167,4.067,5.28,2.926,3.3,9.918,1.75,3.425,4.15,1.273,2.764,2.711,2.2
08-18,14.704,12.733,19.2,9.2,4.2,3.2,9.6,2.467,3.333,4.724,3.2,7.848,2.359,2.475,3.359,1.55,1.49,6.875,1.939,20.6
08-19,21.0,14.767,11.857,9.478,9.727,5.4,4.96,3.6,3.931,2.385,3.1,6.676,4.265,1.526,1.765,1.571,1.354,7.073,2.02,1.6
08-20,11.133,21.885,11.4,11.087,9.9,2.304,3.92,4.179,4.321,3.208,3.0,6.0,1.42,1.375,2.0,3.333,1.66,3.636,4.896,1.439
08-21,9.1,14.625,7.769,16.478,17.367,2.64,3.72,9.103,3.036,5.276,4.867,1.487,1.391,1.711,12.526,7.968,2.167,7.836,1.5,3.86
08-22,17.967,6.885,5.1,9.957,8.24,6.483,7.24,3.96,4.481,3.033,2.4,2.289,4.958,1.857,7.844,3.457,3.533,2.204,1.6,3.556
08-23,20.133,3.375,4.65,8.52,9.28,14.0,2.84,2.966,2.5,2.567,2.733,1.8,4.233,1.333,2.225,1.588,5.711,4.5,4.775,3.067
08-24,14.8,4.75,4.95,5.84,13.75,4.964,4.478,3.815,3.071,6.792,3.731,2.382,2.26,2.625,2.075,4.645,3.907,1.525,1.7,2.568
08-25,14.267,6.533,10.529,5.833,16.043,4.276,9.056,5.7,6.3,3.367,6.6,3.364,5.723,1.25,11.568,1.829,2.244,2.733,8.18,1.978
08-26,11.9,4.92,13.773,11.929,5.667,3.931,4.68,2.667,3.933,2.92,2.615,2.0,1.918,2.0,4.175,1.486,3.075,2.311,3.655,2.333
08-27,14.067,10.28,12.792,13.207,14.88,18.133,2.7,2.667,4.0,2.107,4.148,1.567,3.061,1.756,4.59,2.062,3.308,6.956,4.36,2.4
08-28,12.133,12.607,6.75,17.967,16.567,3.6,9.8,2.8,4.5,2.778,6.69,1.533,2.375,4.31,2.086,2.844,5.795,3.068,1.648,1.636
08-29,25.167,13.704,5.042,13.179,6.833,1.96,4.0,3.786,11.56,2.767,5.833,1.941,3.761,1.595,2.235,1.676,3.864,1.341,1.18,2.906
08-30,11.533,6.28,5.76,6.333,4.133,6.042,7.318,2.654,18.385,2.233,3.679,1.857,7.653,1.578,2.267,1.971,2.314,3.75,1.12,1.8
08-31,10.8,9.345,5.45,6.44,5.643,5.167,4.36,2.897,3.207,2.0,2.828,1.657,6.217,3.933,2.1,2.308,2.057,2.8,3.575,3.625
09-01,11.0,8.897,3.5,6.9,5.5,4.759,3.826,2.8,4.621,2.276,3.259,2.261,2.84,7.911,1.96,1.633,4.314,3.152,2.044,3.179
09-02,10.7,3.647,6.357,7.407,4.36,5.038,6.0,2.167,4.759,3.467,4.0,3.16,2.327,2.133,5.44,11.067,1.438,1.629,4.067,1.538
09-03,14.167,6.158,6.167,7.857,10.542,3.2,2.36,3.741,12.464,9.8,2.4,2.04,2.18,2.273,1.52,3.556,1.514,1.914,6.158,1.467
09-04,8.067,13.7,7.059,7.833,16.536,1.267,2.36,5.407,10.444,3.552,2.4,2.24,6.098,1.659,1.657,2.033,1.1,1.833,6.92,2.345
09-05,13.042,4.421,6.25,9.483,8.567,2.652,3.591,3.407,7.148,2.433,2.967,1.591,7.233,1.925,1.882,1.743,1.025,1.2,5.405,1.024
09-06,8.739,8.276,8.35,8.533,4.321,1.926,3.136,10.333,4.321,2.138,3.44,1.167,3.265,4.651,17.114,1.857,1.545,1.714,1.064,3.178
09-07,11.65,11.033,6.65,7.759,14.571,3.103,4.36,3.44,3.72,11.12,2.577,1.455,2.571,4.333,1.057,2.429,1.581,1.971,3.109,4.778
09-08,10.84,16.933,7.7,10.125,5.267,4.483,4.895,3.267,3.8,3.893,2.6,1.943,5.36,2.0,1.235,9.739,3.525,5.0,7.283,7.25
09-09,13.667,4.345,13.261,7.069,3.25,2.88,13.24,2.379,4.214,2.958,3.0,2.4,11.02,1.73,1.676,2.939,1.978,1.725,5.37,2.156
09-10,16.967,4.318,17.0,8.31,3.923,4.367,5.435,2.04,3.783,2.5,3.931,4.457,1.78,2.095,2.345,2.743,5.65,1.275,3.691,4.386
09-11,12.3,8.296,13.96,13.167,4.929,12.967,3.208,2.682,3.64,3.467,4.333,13.714,2.2,1.556,1.71,1.844,5.755,2.897,1.455,2.837
09-12,18.433,6.609,8.44,10.536,5.6,16.704,2.96,2.267,4.308,2.0,2.367,1.344,1.881,1.2,1.581,8.486,1.667,8.6,1.727,3.81
09-13,11.967,5.0,7.5,7.767,7.6,3.043,3.52,4.32,4.593,2.138,2.367,2.559,2.467,1.634,3.8,3.6,4.979,6.812,1.073,1.167
09-14,13.172,4.75,10.767,5.68,11.111,6.7,3.125,2.417,4.483,3.107,2.464,5.333,6.791,1.444,2.571,4.941,10.62,2.083,1.089,0.867
09-15,11.04,5.3,4.769,7.56,14.31,4.333,3.24,2.8,6.933,4.133,2.467,4.286,3.4,1.178,3.206,4.086,2.659,9.333,1.18,1.2
09-16,14.16,5.364,4.9,4.76,17.0,6.44,10.8,3.64,3.1,2.12,2.9,1.914,2.067,1.209,1.114,5.588,1.311,9.244,1.44,7.689
09-17,9.8,3.609,15.565,7.32,9.7,2.25,8.64,8.833,3.2,2.368,12.533,3.629,3.889,1.947,1.0,2.6,1.667,2.511,2.6,3.295
09-18,6.8,6.933,13.267,19.423,3.867,8.05,5.6,14.793,3.083,8.0,2.8,7.886,6.068,5.756,1.061,2.324,2.42,1.244,2.434,0.878
09-19,11.24,6.407,8.414,12.8,7.867,2.385,4.556,4.0,4.0,1.36,2.3,4.233,3.422,1.477,3.133,1.914,1.28,2.633,4.673,2.022
09-20,12.905,9.56,14.333,7.8,12.033,3.87,3.28,2.407,4.633,3.76,2.885,3.833,2.2,2.289,21.5,1.829,1.708,8.333,7.525,6.978
09-21,15.0,7.889,9.273,6.76,27.357,4.6,7.455,10.846,2.72,11.36,3.0,2.382,1.643,2.068,2.267,3.4,2.66,2.543,2.163,2.091
09-22,14.5,4.533,6.6,11.1,11.375,5.091,4.792,18.172,2.8,2.529,3.5,1.484,6.068,1.289,1.467,1.6,1.022,1.778,2.52,5.867
09-23,16.92,4.367,7.562,6.542,7.4,21.667,6.76,13.567,3.25,1.808,3.667,1.444,7.533,3.8,1.207,2.4,1.836,1.54,2.444,3.556
09-24,17.76,7.333,6.4,5.96,14.5,8.533,6.25,8.619,2.875,1.567,2.35,1.714,3.1,8.341,2.5,5.094,3.708,1.24,1.467,7.475
09-25,11.84,7.136,7.033,12.429,26.222,5.36,3.35,5.233,3.0,1.767,1.88,8.914,1.757,2.689,4.15,2.743,9.6,2.83,2.105,2.244
09-26,9.875,8.481,14.033,6.583,4.6,11.4,2.067,6.633,2.76,1.5,2.28,3.029,1.595,1.378,1.359,2.143,13.764,4.523,1.556,2.2
09-27,8.72,7.793,12.357,6.92,4.833,0.864,3.312,2.333,2.4,1.5,2.87,1.258,4.233,1.442,1.45,2.529,8.041,5.0,1.756,1.429
09-28,13.321,8.3,7.733,4.6,11.962,2.107,6.944,4.4,18.567,1.963,2.04,6.118,3.673,2.844,1.275,1.657,1.385,1.26,1.075,2.511
09-29,21.733,6.533,18.433,5.0,10.481,8.0,3.87,3.179,18.433,2.038,6.44,11.633,2.667,6.75,1.257,1.657,1.189,1.022,9.867,1.044
09-30,12.6,11.0,12.292,5.409,4.655,3.72,11.45,2.2,12.233,2.467,2.821,1.75,14.878,2.686,2.361,1.393,1.32,1.469,2.488,1.178
10-01,17.0,9.96,17.31,9.727,8.038,4.767,7.65,2.667,14.704,5.0,5.033,1.314,12.826,2.921,2.733,1.893,1.491,1.06,1.079,1.4
10-02,16.267,16.444,21.655,8.4,8.567,3.733,2.826,3.167,12.655,16.84,4.133,1.457,14.617,4.302,1.775,1.286,1.582,0.979,0.675,1.535
10-03,25.467,13.652,13.3,6.667,2.08,2.852,8.64,7.643,3.375,3.36,1.433,1.818,1.844,6.591,2.289,3.514,3.291,1.08,0.778,1.024
10-04,17.793,7.567,19.633,7.16,0.5,4.679,1.36,9.37,15.6,4.36,3.5,2.167,4.622,4.725,2.822,3.2,4.145,0.977,0.773,2.556
10-05,26.571,7.929,6.433,3.96,2.412,5.393,3.1,4.964,20.667,3.208,1.88,9.886,13.727,2.4,1.822,6.171,2.531,1.151,1.091,6.841
10-06,26.433,10.08,4.12,5.714,3.429,5.0,1.3,3.9,6.767,9.28,2.2,5.088,14.205,7.7,1.727,9.143,2.32,1.636,6.925,1.644
10-07,21.483,4.65,4.321,9.633,6.893,5.68,1.4,6.2,5.333,10.407,3.0,7.912,4.422,1.568,1.829,5.914,2.333,2.236,1.675,0.93
10-08,15.233,10.5,12.357,12.217,19.367,5.273,3.0,4.929,5.862,2.267,4.714,4.514,4.978,2.0,2.311,6.281,3.489,1.444,1.769,0.975
10-09,11.76,12.25,7.967,13.069,23.071,5.85,9.167,5.067,3.367,1.357,9.233,3.353,1.75,6.39,1.822,2.943,1.146,1.673,1.0,1.0
10-10,14.267,19.833,9.038,11.067,10.1,7.294,7.25,3.0,3.4,1.567,9.767,1.655,4.769,2.049,13.317,1.086,0.98,1.549,1.667,3.548
10-11,18.9,9.435,5.103,7.577,19.4,6.913,16.857,3.172,13.7,2.333,3.63,1.586,5.333,4.211,3.711,3.486,0.951,1.231,3.366,4.356
10-12,20.167,11.692,9.267,6.56,14.12,4.8,11.957,5.963,11.545,1.862,2.931,2.31,2.222,3.022,7.756,11.4,1.333,1.048,1.08,1.044
10-13,20.6,10.367,3.037,9.84,23.759,8.0,7.091,7.4,6.45,1.333,2.741,7.042,1.667,1.927,4.867,2.294,8.689,1.022,1.24,2.955
10-14,16.185,8.0,3.7,30.8,12.6,4.154,1.84,4.367,2.0,11.423,1.897,1.194,2.55,3.756,1.289,2.171,0.822,1.06,1.13,4.595
10-15,23.767,6.565,12.107,9.04,13.143,3.333,1.35,6.6,2.15,8.633,4.6,1.559,5.96,6.447,9.067,1.6,1.8,4.92,1.829,11.444
10-16,16.467,5.32,18.0,12.783,5.636,2.233,2.0,5.867,4.444,4.926,5.833,2.114,6.967,4.364,12.978,1.882,15.86,0.86,1.311,3.364
10-17,33.033,7.536,10.4,6.16,9.36,8.75,2.96,6.296,3.333,1.1,5.433,9.206,6.136,12.088,14.111,1.353,8.12,0.848,2.333,1.351
10-18,31.138,8.655,11.793,5.4,4.44,2.905,5.44,5.267,2.429,1.033,4.034,5.143,5.893,7.525,5.733,1.171,6.98,1.92,1.537,1.093
10-19,8.857,20.367,10.067,3.6,10.429,13.9,12.96,5.267,2.28,2.0,3.714,1.429,8.077,9.121,2.244,1.667,11.72,7.76,1.822,1.289
10-20,8.28,21.467,20.5,9.476,8.364,12.5,4.048,3.828,2.04,5.0,2.957,14.32,2.219,2.125,1.854,3.0,26.382,5.111,1.733,0.778
10-21,27.067,16.067,38.9,17.318,5.44,9.833,4.04,4.233,4.24,1.885,3.633,15.5,3.314,1.703,1.725,5.286,1.72,2.444,0.936,0.933
10-22,20.467,20.538,12.0,4.188,21.421,5.759,6.32,10.56,12.524,7.519,5.714,2.28,1.429,3.806,1.375,4.481,1.151,1.867,0.939,2.15
10-23,12.724,18.767,18.233,15.4,14.85,5.6,2.04,8.652,12.208,4.105,6.967,9.2,9.743,1.415,1.4,1.812,1.273,1.308,1.652,5.763
10-24,12.042,16.567,9.967,15.789,18.4,10.433,3.6,6.36,3.72,3.28,3.933,1.28,11.912,7.465,1.516,1.629,1.8,1.444,1.618,2.489
10-25,8.259,11.893,9.179,19.933,4.64,16.241,3.136,7.6,10.0,2.87,4.423,4.906,3.029,9.744,1.3,18.4,12.904,1.083,5.426,8.951
10-26,18.192,6.571,7.6,32.267,60.958,20.448,3.227,8.897,6.52,2.727,5.731,14.189,8.371,1.725,6.282,28.594,1.444,3.818,5.087,1.333
10-27,21.92,5.6,9.083,8.345,22.08,25.522,4.44,6.083,17.542,4.652,5.833,5.625,2.724,1.825,6.275,2.714,4.304,4.927,2.109,7.022
10-28,22.37,4.833,10.105,10.207,10.3,9.138,1.64,3.04,4.19,2.385,5.0,2.414,2.743,4.302,6.325,5.4,0.913,2.733,3.418,2.578
10-29,28.48,6.333,9.8,10.917,7.148,3.467,9.708,2.778,2.25,2.44,2.533,2.514,6.914,5.889,9.762,2.706,1.34,4.311,1.111,1.7
10-30,22.607,6.8,9.0,4.857,18.107,4.538,6.4,5.5,4.318,3.0,8.567,6.6,3.382,3.0,28.273,1.743,1.3,2.4,1.88,1.9
10-31,39.0,10.0,6.8,10.4,14.533,10.037,5.52,15.32,11.421,5.0,15.833,2.0,5.515,2.067,1.682,1.543,1.34,2.7,1.4,0.975
11-01,23.467,18.107,3.733,8.28,9.267,1.25,3.667,18.8,5.905,4.826,8.655,12.971,2.282,3.311,1.933,1.857,2.612,4.52,1.667,2.7
11-02,21.28,12.64,2.88,13.08,7.833,3.7,34.96,11.84,5.88,18.696,10.233,18.0,2.675,2.045,1.956,5.743,3.689,5.82,1.3,13.55
11-03,22.792,15.9,3.882,7.692,7.433,28.962,3.045,7.16,4.28,21.28,15.0,11.464,9.026,2.267,10.159,4.686,7.52,1.6,0.94,3.822
11-04,22.276,7.9,4.0,17.133,8.0,26.7,2.88,2.48,7.72,2.259,2.967,2.514,2.257,6.667,7.444,5.457,3.62,26.345,1.898,4.674
11-05,28.233,7.48,7.68,11.567,24.889,10.267,9.36,5.409,5.75,2.0,4.091,3.242,1.714,2.026,1.463,8.4,1.6,10.2,0.898,7.978
11-06,30.067,9.567,11.483,18.893,3.714,8.1,6.8,13.083,6.043,1.444,7.586,7.914,2.171,14.39,7.059,21.829,1.22,11.933,2.875,2.422
11-07,14.241,15.069,9.655,12.067,20.133,27.64,44.708,4.636,5.958,2.038,8.2,5.031,2.971,1.6,12.553,11.543,5.96,9.644,7.676,5.356
11-08,19.31,29.654,14.867,3.519,21.8,4.85,6.091,7.538,6.04,8.12,13.148,5.516,3.714,2.585,2.65,2.057,3.911,10.938,4.743,1.314
11-09,22.793,11.069,13.133,1.423,24.308,29.0,7.44,17.31,4.72,5.733,7.586,24.886,7.0,4.311,3.075,3.129,15.52,25.316,1.946,1.0
11-10,22.433,5.7,11.133,2.957,25.2,7.2,7.227,12.433,4.333,3.448,7.48,2.771,7.848,5.0,2.6,6.057,1.951,7.889,1.925,4.378
11-11,21.033,9.9,13.759,7.6,17.786,13.16,7.84,9.867,4.84,1.909,5.0,6.375,13.075,1.725,1.684,7.286,8.727,4.889,6.359,2.244
11-12,31.44,11.923,14.964,20.92,18.143,26.15,3.44,14.2,7.625,3.704,15.08,6.486,5.718,1.511,1.263,11.257,7.564,9.311,1.7,1.044
11-13,28.36,8.233,6.278,13.0,11.143,6.95,4.682,29.333,8.857,8.227,40.52,4.257,5.487,1.156,6.375,2.0,1.64,1.022,2.029,1.3
11-14,26.913,10.034,20.08,3.767,7.92,23.5,4.0,17.308,3.409,3.76,7.2,7.676,3.35,2.4,4.773,1.771,2.28,1.2,5.6,1.057
11-15,23.448,17.321,11.19,21.067,10.85,20.36,4.08,7.138,5.5,4.76,3.16,1.625,8.05,9.867,4.067,3.286,2.3,8.218,1.659,2.389
11-16,25.033,13.467,13.333,13.4,12.85,7.208,8.609,4.593,3.167,8.6,5.048,5.0,1.629,2.111,2.689,5.0,16.836,5.84,2.156,7.111
11-17,40.233,10.4,6.2,12.077,11.333,3.8,23.08,14.0,4.44,2.55,3.5,3.633,8.857,2.8,2.444,3.852,2.652,9.615,1.756,6.256
11-18,37.8,13.933,18.767,13.185,12.357,16.433,6.0,30.933,11.0,6.55,3.72,2.533,1.176,10.933,2.439,13.114,2.38,7.382,3.244,2.778
11-19,29.6,25.862,20.586,3.833,9.25,18.4,11.4,4.467,16.348,2.667,4.038,3.412,1.571,6.098,8.075,24.9,9.745,1.236,1.356,3.578
11-20,16.167,44.767,39.12,26.367,9.962,12.9,2.12,9.133,8.35,4.96,7.733,4.371,1.914,3.05,5.561,6.057,1.073,3.345,2.6,2.694
11-21,64.6,11.333,10.84,21.409,10.6,30.133,1.812,15.346,16.45,8.96,6.9,3.343,9.306,3.341,2.455,19.343,1.491,2.479,3.535,5.024
11-22,12.3,11.704,8.276,19.2,5.76,37.292,4.429,10.154,4.955,2.5,6.133,6.229,6.525,3.0,1.311,1.514,4.564,1.68,3.244,4.268
11-23,38.333,13.652,10.8,16.467,7.429,22.1,18.438,6.72,5.68,3.368,7.708,1.658,11.611,1.7,1.773,20.333,5.782,2.894,3.725,11.022
