Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
03-06,69.6,60.759,47.414,47.885,50.24,32.179,52.125,63.211,48.0,70.333,75.84,59.059,63.625,94.8,61.886,102.674,36.657,46.143,58.967,61.206
03-07,92.8,65.074,40.643,57.5,76.931,40.346,64.25,65.261,74.52,91.708,70.44,62.067,63.483,67.05,63.441,79.378,35.686,51.425,68.733,61.828
03-08,74.0,51.259,60.786,60.833,93.207,60.862,65.828,76.636,50.04,60.92,35.16,66.778,57.067,70.9,45.941,61.195,52.281,59.625,60.657,49.972
03-09,76.4,50.333,65.6,41.68,63.259,42.593,79.84,77.64,96.75,62.2,30.16,64.5,69.222,82.086,28.062,62.465,55.0,63.658,53.514,57.475
03-10,86.933,34.233,35.067,64.0,42.095,88.867,137.84,87.182,59.75,63.864,69.72,75.6,79.667,46.25,38.455,50.488,13.533,54.027,51.286,57.775
03-11,104.8,42.133,65.138,81.1,61.333,35.667,67.696,45.7,27.154,78.8,47.9,71.2,75.517,62.829,46.0,28.875,32.5,44.641,37.719,65.194
03-12,71.333,44.6,56.179,52.733,64.966,47.2,59.885,33.167,71.071,88.727,47.72,70.25,53.733,51.763,60.143,17.75,30.28,42.343,54.486,77.781
03-13,68.133,55.1,46.067,48.5,70.111,42.24,65.714,27.391,63.105,68.522,61.24,63.2,52.409,82.256,75.917,18.953,44.48,39.059,53.147,69.286
03-14,63.267,57.52,44.433,87.464,71.476,45.607,89.724,36.08,42.3,65.12,52.6,75.263,50.786,89.189,59.769,25.111,52.667,39.0,80.069,69.838
03-15,55.2,47.6,57.793,72.933,34.083,31.958,85.083,27.111,43.8,32.826,31.409,81.647,60.385,64.05,63.85,24.8,70.08,41.321,44.346,78.05
03-16,60.267,58.75,67.733,29.64,52.05,35.318,59.087,52.091,57.1,44.68,24.476,61.8,77.52,38.189,62.316,24.929,60.613,37.447,48.444,71.15
03-17,47.333,88.133,66.133,35.571,67.846,14.84,46.136,28.75,55.35,38.476,94.45,77.667,80.095,21.447,66.811,52.075,64.829,41.115,47.88,61.65
03-18,78.533,33.345,57.3,100.655,83.565,26.318,68.5,33.053,149.444,43.52,62.235,72.0,61.9,32.368,51.943,32.205,62.514,46.147,32.56,46.27
03-19,67.933,64.4,45.033,69.429,57.467,40.652,203.348,41.88,85.474,44.0,33.739,64.88,57.56,59.7,44.486,52.978,44.238,34.027,25.542,55.95
03-20,45.867,56.8,70.556,33.591,60.214,32.708,55.833,44.5,65.8,48.0,22.6,81.76,34.56,56.077,99.0,68.556,30.029,39.629,45.28,45.065
03-21,80.4,45.3,84.567,63.6,53.962,37.304,53.667,83.353,78.3,50.44,39.08,46.92,39.286,65.211,56.706,49.682,60.853,60.667,73.462,63.325
03-22,65.133,50.103,46.867,53.931,49.708,64.125,82.207,51.545,56.5,33.64,54.526,98.174,42.276,66.192,59.371,39.0,63.857,52.943,59.212,42.432
03-23,96.667,39.731,58.4,45.071,32.692,47.435,52.448,56.3,42.0,34.7,39.105,68.368,34.08,65.314,45.088,45.867,64.571,50.893,50.531,41.517
03-24,88.0,55.345,50.733,38.769,65.154,39.379,77.37,55.208,42.8,45.733,37.95,71.5,56.267,45.718,51.0,37.422,45.286,72.975,40.424,39.378
03-25,88.2,75.4,47.367,32.913,53.034,24.241,57.667,58.16,42.188,52.55,27.955,71.227,69.28,92.457,66.688,37.622,30.471,44.784,34.161,48.15
03-26,69.933,63.267,63.2,53.759,57.571,30.893,34.923,68.7,49.294,34.05,44.88,94.4,43.138,100.475,52.303,29.163,36.818,36.068,55.182,34.333
03-27,49.467,42.7,58.933,49.077,47.967,52.64,34.095,69.591,53.667,44.15,34.292,79.56,55.9,63.179,50.242,50.974,26.6,38.091,54.833,45.714
03-28,53.533,64.133,32.433,52.05,58.48,62.522,56.318,69.04,61.0,40.45,38.88,99.542,52.0,55.432,44.853,35.872,23.194,36.233,62.69,49.16
03-29,76.8,36.0,23.4,57.69,39.417,74.593,45.368,60.88,61.9,42.8,86.045,84.217,61.172,44.436,61.282,20.975,52.314,42.457,45.071,53.633
03-30,62.8,40.1,52.567,52.833,63.071,43.0,51.88,55.792,71.632,31.65,25.81,73.381,62.393,42.026,58.611,23.297,34.531,48.567,47.833,74.564
03-31,73.933,63.733,50.533,60.357,42.16,58.138,38.0,56.32,51.947,69.053,32.947,71.56,56.704,44.718,51.649,46.907,45.045,64.897,28.655,63.175
04-01,91.8,73.767,58.033,70.867,41.333,60.207,38.519,52.565,42.895,58.467,40.167,83.05,46.655,51.35,54.615,62.5,65.25,46.038,23.868,56.594
04-02,60.067,50.633,58.0,47.533,45.964,103.7,32.053,26.364,58.4,34.0,33.8,61.24,34.0,59.579,58.55,52.275,65.32,39.531,41.405,62.514
04-03,69.067,74.233,58.038,50.815,27.067,58.367,50.143,50.684,43.875,43.316,43.611,69.04,57.0,52.75,58.175,31.243,61.667,47.853,49.2,54.775
04-04,53.933,78.192,68.2,40.458,42.4,72.367,30.45,45.952,41.789,22.13,42.15,64.125,25.333,68.889,46.194,22.564,78.067,42.552,52.175,48.838
04-05,59.0,66.333,53.654,29.32,27.542,54.7,48.087,19.6,55.8,53.333,56.909,48.042,50.967,94.949,57.85,34.868,57.852,75.407,47.436,50.333
04-06,57.333,60.7,46.643,31.308,34.0,50.926,62.96,17.692,89.85,54.739,60.625,65.85,61.393,55.29,76.725,48.925,78.5,98.656,54.757,45.353
04-07,29.4,63.233,41.185,31.852,34.556,108.857,67.88,30.588,44.84,121.947,54.36,70.5,20.074,55.312,53.35,56.412,82.7,65.031,45.025,38.943
04-08,54.533,56.467,32.414,54.783,25.414,67.071,50.08,24.474,52.44,50.87,88.783,73.95,45.6,50.909,75.925,68.184,80.194,56.057,35.225,62.219
04-09,194.4,43.724,47.345,56.767,37.536,66.667,66.88,28.6,65.208,51.542,34.842,77.28,74.433,66.0,52.789,60.275,87.625,45.429,39.925,44.087
04-10,19.867,56.633,54.6,74.16,14.724,46.333,56.778,34.208,63.0,42.913,51.478,68.708,60.88,66.6,74.806,53.378,77.229,57.5,42.857,47.914
04-11,60.933,68.9,45.4,20.188,28.067,34.273,66.464,36.0,64.72,39.68,38.5,95.087,67.333,63.744,67.316,80.486,62.2,61.65,50.118,53.029
04-12,43.2,92.7,33.643,42.107,40.714,74.0,53.88,37.143,64.944,38.167,43.292,96.15,52.963,79.789,56.343,52.314,63.235,37.897,33.727,69.719
04-13,64.733,60.071,32.867,34.462,46.926,80.286,34.379,51.3,81.6,46.273,17.056,77.792,49.567,85.0,58.867,72.857,67.833,45.667,37.515,42.829
04-14,64.5,54.929,44.433,30.926,55.241,69.967,24.1,51.36,23.52,61.188,35.174,72.52,53.37,38.167,60.667,44.35,64.733,40.511,32.903,74.343
04-15,48.786,34.55,52.185,35.8,62.37,95.8,19.188,92.28,43.64,48.111,42.08,75.304,58.433,59.317,45.5,65.811,52.457,35.946,61.765,83.812
04-16,59.333,42.238,57.333,31.593,50.034,98.276,139.957,55.68,75.391,43.636,55.857,62.44,42.464,82.089,61.333,66.889,50.714,33.816,55.69,69.343
04-17,66.933,53.69,37.6,41.577,53.967,68.55,45.467,59.3,52.727,54.304,42.957,59.6,53.3,80.756,43.933,76.842,65.545,37.977,54.429,61.706
04-18,44.533,48.25,53.467,22.19,61.222,48.75,62.269,51.0,73.417,69.8,39.32,65.174,65.679,63.205,44.467,62.275,59.029,49.45,51.9,26.767
04-19,49.867,47.655,57.036,35.6,42.091,53.207,54.786,59.292,48.545,65.6,53.792,63.583,73.3,84.692,34.633,36.421,71.2,37.622,63.333,45.067
04-20,53.867,53.04,66.44,25.792,70.0,45.5,61.6,57.4,52.833,51.467,59.857,62.72,60.36,98.568,30.276,56.917,70.903,33.907,54.037,45.567
04-21,39.333,61.633,58.88,37.556,65.042,68.4,49.207,57.6,35.44,41.64,38.059,42.333,63.733,67.757,35.893,64.325,55.276,45.639,57.08,47.533
04-22,27.267,46.8,96.76,57.96,73.9,52.227,48.643,35.792,53.72,50.28,75.778,39.125,49.433,74.95,34.833,72.188,39.229,43.718,35.364,56.633
04-23,51.214,60.967,70.407,52.857,63.586,104.724,31.875,37.04,51.435,43.35,65.417,46.44,32.643,88.523,54.68,55.086,36.6,33.463,48.0,72.943
04-24,57.533,73.7,44.87,37.706,77.31,36.333,38.375,42.696,41.565,43.19,47.0,46.92,41.69,79.683,56.56,41.615,55.543,59.886,54.577,77.257
04-25,54.4,38.621,57.88,48.538,77.0,35.0,57.957,33.36,39.625,47.6,24.304,48.696,45.95,57.295,52.6,46.909,24.5,66.951,49.0,65.486
04-26,95.667,42.2,69.333,55.8,53.967,29.95,45.724,56.833,53.048,41.913,37.947,69.292,50.364,66.333,49.857,50.4,40.481,49.512,70.25,72.323
04-27,66.133,41.833,61.433,48.345,48.407,64.846,52.8,80.125,59.208,51.158,65.36,70.36,47.167,65.622,27.912,45.517,43.067,87.022,57.233,87.75
04-28,69.133,50.1,37.0,68.857,24.885,50.92,49.429,75.32,43.917,59.16,59.609,120.944,54.8,47.436,36.808,69.914,39.129,49.356,70.133,67.162
04-29,81.2,50.367,52.517,67.034,70.767,53.069,47.103,60.68,50.957,41.44,57.227,85.909,82.633,88.3,51.08,47.486,61.233,79.444,53.0,82.062
04-30,73.4,68.833,79.167,55.536,49.828,59.571,39.167,50.32,49.348,40.667,58.5,82.6,78.31,45.395,87.486,39.081,44.533,37.05,60.633,58.275
05-01,48.867,61.16,62.519,60.9,44.357,51.586,22.947,40.2,43.632,33.875,50.263,56.85,90.217,49.25,42.406,37.375,40.862,71.971,35.2,44.286
05-02,66.786,90.217,68.931,45.679,49.167,66.958,35.083,35.789,39.609,34.609,36.5,78.579,55.72,82.7,45.559,60.257,38.286,84.727,38.9,42.29
05-03,113.133,62.233,56.923,60.724,31.862,41.826,42.367,36.955,54.417,36.24,61.55,34.864,81.0,85.711,61.714,38.067,63.172,82.485,41.059,52.242
05-04,73.533,82.154,38.067,49.536,85.655,52.0,43.739,41.238,63.52,46.4,71.7,75.833,72.533,118.256,38.909,56.0,104.688,94.486,43.875,61.281
05-05,84.667,83.833,54.867,39.48,59.577,60.739,50.375,48.583,47.0,36.714,67.789,74.571,79.44,57.163,44.519,49.6,80.8,54.59,32.257,53.419
05-06,90.267,51.167,69.5,69.24,79.6,65.933,57.4,42.76,60.16,45.652,54.353,58.44,82.12,90.548,54.875,56.629,66.457,43.632,22.719,48.138
05-07,53.933,39.8,68.667,63.038,43.5,71.586,31.318,55.043,66.571,50.826,57.158,66.84,49.304,87.955,96.762,41.051,64.552,51.475,34.379,57.0
05-08,34.2,30.926,70.708,69.875,51.633,64.929,55.0,52.87,68.75,42.609,66.474,43.2,63.8,78.267,38.647,33.568,63.567,56.632,46.185,56.852
05-09,45.467,31.233,48.722,68.524,39.696,63.0,54.88,66.043,73.0,43.24,81.789,71.625,82.0,81.9,43.824,46.659,45.645,70.875,30.455,58.233
05-10,61.067,48.467,54.2,59.556,49.48,53.107,51.84,37.92,59.44,50.762,37.333,65.762,96.375,97.978,58.343,41.023,56.758,66.432,36.414,32.591
05-11,57.067,57.433,53.4,54.476,47.444,71.458,44.143,65.292,41.6,55.136,50.143,78.0,73.75,90.727,34.364,43.86,53.8,54.875,33.852,58.045
05-12,70.4,40.333,55.6,38.833,55.16,76.667,43.192,64.76,52.0,61.3,53.353,88.0,67.48,88.675,55.833,47.578,56.037,52.925,36.367,77.267
05-13,67.727,40.889,52.56,39.882,51.6,77.68,35.176,41.478,52.64,68.12,53.95,90.524,89.0,43.949,48.886,61.356,51.893,44.051,34.586,105.167
05-14,65.267,52.867,36.857,68.55,49.808,88.483,23.95,41.818,54.542,45.833,67.421,113.64,32.4,43.583,22.633,40.439,46.059,57.65,52.5,96.8
05-15,26.2,48.633,57.76,55.773,55.519,78.88,28.9,40.273,32.95,41.217,39.062,72.267,36.6,72.756,36.0,43.952,56.636,57.3,35.4,82.0
05-16,27.231,34.333,58.783,46.789,32.897,53.821,26.69,52.44,38.2,37.143,53.643,57.882,52.44,66.791,65.774,51.886,49.387,62.579,39.44,97.231
05-17,35.929,38.185,56.367,74.857,28.565,63.96,42.0,76.818,65.125,21.0,58.867,64.44,62.409,44.795,52.758,32.85,29.032,65.475,36.92,61.389
05-18,54.667,52.185,51.067,36.786,66.04,66.741,33.111,86.474,73.409,28.4,54.389,64.0,77.32,43.581,39.588,38.744,49.765,71.775,38.55,53.478
05-19,87.273,56.3,27.633,39.0,39.435,54.133,50.304,82.84,40.12,36.182,45.611,51.0,54.08,42.625,49.643,68.95,58.0,68.625,43.76,44.7
05-20,64.929,48.833,49.966,74.842,42.571,63.043,23.071,58.773,44.84,63.48,59.056,73.905,54.96,49.237,68.286,56.0,53.172,68.15,30.708,52.043
05-21,68.333,65.733,63.667,63.667,50.536,53.0,20.9,52.273,60.0,31.227,55.706,66.583,53.64,51.611,73.968,60.054,59.7,71.05,48.12,57.455
05-22,35.067,51.833,39.433,76.706,67.667,30.923,35.038,57.3,36.136,20.36,65.5,53.792,40.87,67.872,72.257,46.658,59.767,74.5,44.333,52.714
05-23,31.214,39.6,50.633,66.222,54.269,57.667,52.24,62.16,37.0,27.864,46.0,73.75,41.529,46.971,65.7,55.556,43.433,69.172,50.391,60.682
05-24,66.643,54.833,63.967,53.261,40.292,58.385,30.115,42.667,34.72,22.952,52.0,76.45,52.0,60.429,60.914,37.778,48.357,76.88,46.286,56.2
05-25,56.8,43.529,42.767,71.583,70.962,60.346,43.375,57.04,63.08,43.583,54.1,72.7,62.222,62.667,33.9,38.333,51.633,50.4,34.56,58.379
05-26,35.267,31.8,45.333,35.294,50.64,56.462,47.538,32.652,40.565,38.409,82.25,80.095,67.636,47.425,60.433,36.769,37.933,43.606,31.767,40.786
05-27,29.5,23.583,40.0,44.583,45.259,76.889,42.1,25.579,73.087,41.0,53.889,72.391,76.478,49.846,63.788,62.556,68.3,48.343,27.4,52.136
05-28,23.4,39.138,43.6,35.522,48.792,55.345,33.958,39.391,42.375,33.25,79.462,73.522,61.64,59.806,43.514,45.595,53.966,46.433,39.233,56.556
05-29,40.1,49.207,41.667,33.579,50.833,58.478,37.792,35.7,54.04,36.625,31.263,53.435,62.6,51.974,37.875,60.4,44.069,55.2,31.435,56.042
05-30,41.5,47.593,56.433,91.571,27.389,37.1,62.607,63.762,36.391,41.96,37.85,86.957,65.174,57.925,63.769,52.844,39.833,40.56,51.105,56.217
05-31,63.6,66.267,38.267,44.059,30.75,49.36,32.583,35.81,50.087,22.56,70.15,68.625,58.8,35.462,34.944,24.2,60.96,45.16,38.667,28.632
06-01,52.467,41.633,48.45,46.609,33.917,55.4,45.48,47.958,42.13,37.789,67.95,59.125,59.174,44.919,20.686,43.022,52.559,42.28,41.211,23.692
06-02,41.0,51.9,40.294,34.909,29.1,52.107,38.043,48.04,25.348,35.652,69.2,54.652,62.583,23.952,30.176,55.156,60.6,38.4,35.933,12.889
06-03,41.867,37.767,43.105,40.083,36.481,57.923,37.696,37.48,32.92,39.826,65.25,59.842,59.6,29.0,34.5,53.93,35.385,44.8,25.75,24.867
06-04,20.357,50.963,34.722,50.6,43.72,77.4,20.864,45.955,50.64,40.4,61.947,72.667,39.2,39.921,29.541,51.568,49.657,38.92,25.905,28.692
06-05,30.167,52.846,52.636,23.667,32.24,52.4,40.826,67.32,29.125,39.87,57.5,43.32,60.762,47.571,30.903,51.628,35.138,49.12,49.4,22.714
06-06,50.233,42.433,33.28,50.6,32.261,52.033,33.48,55.478,48.045,40.76,35.45,51.25,62.0,47.0,27.567,55.667,37.375,48.727,49.083,29.957
06-07,30.767,38.133,32.28,76.4,20.76,52.962,23.955,49.25,61.652,28.84,34.611,58.667,56.56,53.553,22.432,30.911,53.448,52.367,49.174,36.077
06-08,39.481,53.233,32.933,52.444,23.565,61.704,36.565,45.68,36.217,41.9,36.467,68.625,49.2,58.071,37.263,32.933,64.76,31.724,41.407,33.8
06-09,46.069,51.345,15.767,29.737,18.95,85.357,53.0,45.364,23.304,60.2,48.95,75.875,57.433,30.077,38.056,46.267,48.429,45.9,53.265,22.0
06-10,51.3,30.667,28.208,38.941,53.263,54.852,53.227,29.421,41.0,63.0,65.48,91.136,47.852,57.561,43.205,61.159,58.571,60.267,35.735,29.52
06-11,63.0,37.0,49.565,49.565,42.296,61.517,31.579,42.909,20.056,38.5,66.217,63.92,33.448,42.452,49.027,69.622,65.607,23.061,52.84,22.138
06-12,27.533,27.154,25.733,54.417,42.364,48.107,36.667,52.636,24.333,54.833,32.44,61.125,48.6,41.349,54.925,53.956,46.706,32.96,55.969,43.833
06-13,35.167,49.84,43.957,49.636,57.448,51.0,41.76,46.045,33.571,50.895,26.409,70.682,35.679,50.159,53.05,45.356,43.0,45.0,22.885,28.032
06-14,33.667,50.862,48.48,68.833,29.37,56.923,41.75,49.208,30.45,47.167,39.458,61.2,34.409,69.658,54.686,15.0,35.286,23.31,30.13,28.939
