Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
06-15,40.6,49.63,26.8,57.346,38.125,40.7,50.421,88.08,42.632,39.875,53.72,62.84,51.6,61.829,48.314,29.35,45.125,25.214,42.357,37.686
06-16,52.5,20.2,17.467,40.92,31.259,35.214,74.08,63.08,30.3,44.292,29.045,65.0,44.464,55.59,58.0,39.78,12.088,35.69,39.68,36.114
06-17,37.6,19.76,33.552,35.24,36.207,34.55,41.762,36.25,35.062,39.625,30.96,58.36,18.333,61.0,34.143,61.548,25.743,33.938,18.846,37.257
06-18,43.633,33.739,32.36,37.24,30.636,46.864,33.208,39.15,34.9,43.565,16.167,56.56,21.8,51.324,43.333,46.089,48.433,25.9,26.64,34.742
06-19,25.667,53.84,37.552,35.409,56.897,44.042,35.4,51.947,40.5,27.455,32.714,35.958,48.4,45.189,48.775,36.75,38.375,21.194,23.12,44.483
06-20,33.103,41.769,40.767,62.13,46.643,48.958,36.947,50.526,35.312,31.4,30.96,43.955,59.52,18.182,42.788,24.933,26.133,42.167,27.767,47.857
06-21,46.9,56.667,30.233,36.08,33.448,48.75,46.095,52.2,33.0,13.15,40.32,25.667,32.36,24.436,35.432,34.727,25.464,34.829,37.69,39.531
06-22,36.69,62.933,30.13,14.6,31.2,22.0,47.348,52.0,38.52,38.667,37.5,20.263,24.95,29.667,36.971,66.2,20.5,43.973,21.853,48.029
06-23,24.1,41.067,25.083,30.952,48.222,26.821,27.0,51.542,38.04,21.333,54.812,33.4,48.12,27.424,48.486,71.65,35.097,52.925,33.12,46.533
06-24,34.483,29.2,31.4,31.727,48.25,32.48,16.619,38.2,45.583,47.84,45.25,58.727,57.52,42.355,50.545,68.791,42.622,55.649,25.0,27.971
06-25,55.967,58.667,35.76,30.52,54.478,39.0,13.435,53.4,41.08,36.24,30.211,61.35,40.458,42.103,27.838,60.703,70.189,29.15,40.2,33.946
06-26,32.6,36.6,32.6,19.52,32.5,22.828,20.292,43.773,66.5,40.652,43.52,35.96,34.522,43.816,28.655,50.733,55.487,27.483,31.074,40.184
06-27,51.84,53.385,45.552,16.2,28.778,27.567,24.0,54.696,44.88,33.36,33.7,35.84,34.8,51.784,37.694,73.822,30.103,30.41,37.185,23.867
06-28,31.667,56.966,38.0,33.133,34.833,39.767,31.25,55.16,39.348,35.458,50.56,27.6,59.44,44.694,18.676,36.289,30.895,33.6,27.115,27.973
06-29,35.207,78.76,33.111,23.815,46.759,43.5,18.08,49.261,29.125,27.565,37.333,16.875,31.857,55.133,36.868,58.07,25.486,33.0,53.971,27.321
06-30,48.533,64.148,17.429,36.172,67.069,28.6,43.72,38.16,35.32,32.52,33.522,20.958,45.167,34.219,14.515,31.561,40.846,17.833,45.871,31.308
07-01,43.733,57.967,46.962,37.478,24.56,49.167,34.542,27.0,34.042,20.125,31.474,17.083,40.28,40.611,22.769,36.195,43.179,36.867,47.941,28.143
07-02,31.483,57.92,46.52,31.6,34.125,52.448,23.667,47.583,30.636,29.35,32.842,28.76,23.92,45.769,44.409,49.023,42.65,34.357,65.167,30.545
07-03,31.414,40.143,31.593,68.269,56.733,39.37,35.4,47.227,32.042,28.778,30.636,22.19,53.333,43.25,50.875,64.442,34.125,36.956,55.879,30.515
07-04,43.792,42.036,45.12,40.458,41.828,42.593,37.917,49.19,54.789,25.667,28.12,62.92,60.56,69.585,28.477,32.977,28.3,38.816,53.647,56.897
07-05,59.241,47.233,23.2,59.12,39.536,24.37,46.609,29.5,41.64,14.5,38.32,72.6,56.68,35.889,34.159,30.578,51.895,50.769,42.0,59.545
07-06,55.9,56.571,18.25,35.722,34.64,35.0,56.864,46.684,36.6,29.292,41.2,36.667,53.364,15.953,39.195,59.1,24.575,36.956,40.933,41.684
07-07,32.931,55.933,18.92,46.04,19.056,16.64,22.87,65.88,25.304,34.647,55.5,57.36,48.318,15.658,40.75,59.484,34.727,24.125,32.276,36.571
07-08,51.433,40.3,19.32,54.217,54.034,27.217,27.72,22.32,23.864,44.182,49.952,67.56,42.76,42.644,41.946,56.575,36.257,27.3,33.647,41.05
07-09,23.964,47.185,39.48,41.84,36.043,40.897,24.24,43.28,20.15,44.4,29.6,58.652,30.72,53.488,53.125,51.125,45.75,26.7,52.943,48.057
07-10,28.071,41.846,23.125,38.5,47.208,24.964,29.783,52.652,21.5,28.261,22.76,42.28,27.571,49.467,49.081,41.175,36.5,30.409,36.2,39.371
07-11,26.96,29.607,25.0,40.0,30.8,32.042,48.762,44.64,37.167,26.429,30.6,31.583,45.042,33.884,53.8,40.8,58.821,34.022,48.5,44.647
07-12,24.607,42.56,33.4,35.731,24.4,50.633,37.857,31.762,34.32,37.545,63.273,46.9,45.68,37.024,43.089,31.325,30.947,42.125,36.31,30.414
07-13,21.5,49.48,24.0,29.667,35.792,28.321,46.435,57.87,51.6,25.913,45.35,36.222,28.952,50.644,30.318,64.45,34.4,46.7,55.5,27.304
07-14,36.724,39.833,34.04,34.667,44.533,42.7,34.8,45.36,25.32,33.52,60.19,36.84,38.292,36.718,49.432,66.789,49.486,46.471,39.733,45.714
07-15,40.75,21.633,17.13,46.542,38.733,26.667,39.24,38.28,31.261,33.043,35.522,36.72,48.76,39.275,52.95,52.054,49.222,34.267,76.04,41.864
07-16,39.44,53.071,29.96,32.13,37.593,32.207,23.958,29.04,40.368,54.8,48.375,33.095,21.85,46.514,29.233,52.8,73.275,31.893,89.6,34.739
07-17,25.9,36.083,22.958,29.95,64.074,23.429,11.842,42.045,59.111,41.64,53.28,17.84,32.3,45.371,34.943,46.55,68.075,44.323,37.625,35.897
07-18,58.636,35.0,40.6,81.286,36.577,22.571,27.85,23.727,43.682,47.04,20.28,33.368,51.84,41.05,35.714,56.2,37.475,48.743,37.28,49.821
07-19,53.217,35.083,48.913,68.867,46.759,55.724,18.864,39.625,39.6,20.28,25.0,55.222,46.273,45.786,24.31,22.025,34.897,43.345,50.88,27.56
07-20,28.304,34.897,69.96,44.259,27.25,41.875,22.609,49.458,54.957,47.957,38.24,30.5,59.16,34.533,24.767,43.128,19.333,51.75,41.833,38.786
07-21,40.318,56.033,19.76,50.087,50.64,38.957,23.045,40.583,22.435,37.375,23.625,51.867,41.905,27.614,31.407,40.368,22.471,44.029,28.318,21.1
07-22,37.0,13.6,25.64,49.526,39.136,35.44,23.261,40.375,57.55,53.04,27.52,53.062,53.04,50.773,40.258,36.158,31.886,51.1,43.267,33.621
07-23,28.6,35.0,38.36,55.185,36.65,23.793,35.88,32.13,75.76,51.524,33.667,45.25,40.88,33.308,36.176,56.178,30.571,47.15,48.926,37.231
07-24,24.435,42.379,63.16,54.926,47.704,36.633,21.864,44.556,50.792,61.571,20.2,31.95,45.08,48.465,39.5,49.378,13.886,51.075,43.583,35.667
07-25,37.08,47.067,54.6,34.56,37.28,31.0,35.857,52.211,47.043,30.952,30.6,36.3,41.6,40.111,48.938,35.556,28.7,54.725,44.654,30.28
07-26,62.84,46.857,30.36,30.542,20.885,57.414,38.12,43.091,47.75,24.167,50.5,51.133,81.684,54.385,43.257,34.308,45.282,31.857,43.92,25.7
07-27,38.0,30.615,37.85,31.75,30.933,49.619,31.619,52.16,43.958,37.6,33.25,64.857,68.36,39.78,44.343,44.658,32.45,48.886,40.08,25.138
07-28,41.958,39.967,38.182,38.652,42.034,44.9,52.2,33.95,29.826,29.857,35.44,75.7,60.12,39.349,46.467,40.4,65.25,47.0,32.08,22.75
07-29,57.136,25.4,35.04,60.222,45.542,69.875,33.333,24.824,41.391,33.381,40.476,43.5,45.48,46.205,37.657,57.41,35.125,42.167,31.36,31.4
07-30,56.652,33.107,41.52,33.704,50.208,45.5,33.696,38.783,29.96,42.6,36.667,28.867,34.96,54.846,37.379,48.121,38.615,43.241,36.724,44.367
07-31,28.043,56.033,46.6,56.6,57.185,46.967,36.44,33.6,41.625,40.125,63.16,14.308,61.96,52.583,58.207,52.175,32.3,29.9,45.516,63.043
08-01,34.609,21.867,33.28,30.85,47.464,65.533,59.12,40.667,34.2,51.957,55.458,21.882,58.542,49.25,51.938,51.721,43.275,39.552,16.714,36.926
08-02,33.565,45.172,39.76,51.556,29.762,76.767,43.44,42.88,48.8,28.826,40.6,24.267,59.92,36.4,41.515,43.568,59.4,37.68,20.607,37.0
08-03,33.15,76.63,40.44,47.852,38.84,62.267,20.857,57.44,36.913,32.542,42.435,52.5,58.0,39.614,32.8,55.3,49.688,32.433,26.292,29.733
08-04,32.429,81.103,41.4,53.88,45.105,41.731,39.727,41.478,23.2,36.833,32.053,28.625,47.04,38.644,39.2,61.231,43.371,33.97,37.533,28.931
08-05,20.4,32.0,40.24,40.692,44.0,29.667,28.909,29.6,35.348,38.043,49.8,68.95,62.28,45.279,44.0,44.553,28.263,48.8,21.483,32.36
08-06,22.16,39.5,36.045,46.654,26.95,23.8,24.429,41.045,53.583,32.56,37.625,62.75,34.04,67.488,30.848,42.792,27.875,18.514,28.9,39.28
08-07,66.292,47.857,51.739,34.762,62.333,43.133,37.0,32.059,37.118,42.045,63.5,29.05,38.0,57.535,28.286,43.651,17.65,40.242,41.118,23.44
08-08,47.773,44.733,27.3,44.593,54.321,40.586,25.682,37.542,35.0,39.542,22.571,53.733,53.48,64.25,36.484,36.375,10.775,38.758,44.429,25.231
08-09,33.364,42.379,22.44,30.429,40.0,47.536,21.958,56.957,43.211,26.458,54.263,48.267,36.76,60.511,43.667,22.512,18.8,35.133,51.343,49.567
08-10,24.407,62.179,52.88,35.385,64.276,62.467,43.92,46.48,35.381,25.609,51.75,36.955,32.708,46.978,26.516,38.725,33.722,8.684,40.286,21.75
08-11,21.75,47.267,34.36,26.429,40.933,43.92,43.55,47.36,26.04,45.211,44.875,31.16,20.789,26.279,38.455,34.429,29.975,24.462,36.886,28.182
08-12,46.067,24.815,34.76,49.867,45.857,54.48,46.409,40.68,26.909,32.458,59.2,46.25,37.2,39.977,21.633,31.977,50.056,33.086,26.273,18.958
08-13,33.367,46.095,22.5,48.107,47.4,39.115,41.48,29.75,22.45,50.44,14.474,47.36,24.7,17.75,27.586,32.31,51.95,24.171,34.647,38.069
08-14,28.893,41.72,28.333,41.0,27.207,12.0,40.708,32.048,37.81,46.8,18.278,31.8,26.158,28.205,37.8,48.932,40.769,29.306,50.114,35.083
08-15,43.867,44.833,33.4,37.32,33.267,37.737,38.52,38.56,51.818,50.75,33.1,36.208,22.588,33.302,47.559,34.0,42.675,56.825,44.667,34.862
08-16,38.167,52.034,53.75,32.4,32.733,28.375,44.042,34.111,42.81,27.45,32.056,36.75,54.818,32.821,28.788,34.778,41.744,21.091,43.857,31.464
08-17,36.682,51.192,46.8,24.115,36.679,27.63,34.952,28.55,42.64,40.955,29.55,48.368,72.0,28.1,31.714,28.711,28.675,39.143,40.036,41.939
08-18,44.364,62.64,44.0,44.5,26.179,22.571,45.714,30.208,34.125,36.739,33.7,62.167,27.864,25.6,40.774,32.047,39.697,47.167,36.778,39.343
08-19,60.767,38.167,39.143,38.429,46.533,37.192,60.208,32.25,33.96,30.682,40.933,66.182,38.783,33.476,29.088,35.514,23.351,36.225,24.567,19.345
08-20,46.033,49.667,28.24,41.731,36.593,32.448,31.381,42.65,57.44,25.471,40.526,49.72,15.318,38.0,38.611,55.511,29.171,28.3,43.4,25.897
08-21,30.333,53.767,33.6,55.875,63.643,19.458,31.08,49.625,25.455,39.304,42.65,34.6,33.952,42.068,63.833,52.73,36.486,33.359,27.9,32.0
08-22,35.125,41.654,15.368,21.071,30.812,28.909,47.8,17.812,24.526,32.48,12.05,20.818,53.043,48.368,65.689,48.65,25.846,32.694,27.625,38.829
08-23,49.9,35.04,24.955,36.045,38.524,15.333,22.381,19.105,24.056,23.88,43.421,34.12,64.667,28.806,46.333,19.7,31.075,35.429,37.6,31.176
08-24,37.267,25.9,24.56,15.833,49.957,28.727,32.32,34.909,36.0,40.696,56.15,51.833,49.667,31.925,32.333,37.237,43.41,29.538,36.2,36.688
08-25,55.571,35.833,21.76,26.75,64.321,46.9,40.667,39.84,36.8,27.2,58.75,35.292,44.154,16.667,51.386,24.1,40.564,41.371,42.261,36.257
08-26,25.448,30.033,42.304,51.739,32.179,25.476,24.6,24.64,41.238,34.04,33.353,47.75,49.632,26.85,41.886,20.526,35.647,49.171,23.955,38.8
08-27,35.267,32.292,43.12,40.125,49.923,55.867,21.684,11.722,44.529,25.611,49.0,39.75,38.95,17.471,43.425,33.371,53.379,34.743,33.36,36.933
08-28,36.655,34.96,26.182,36.92,44.036,19.667,37.24,28.739,49.583,24.28,51.737,23.105,36.353,34.558,38.026,27.237,44.606,28.1,33.438,45.833
08-29,59.148,49.083,17.68,44.276,39.5,38.407,23.24,36.4,41.957,37.72,42.7,29.217,52.182,30.132,44.103,34.658,40.867,18.773,43.714,43.194
08-30,30.233,42.84,27.636,37.533,27.808,52.852,45.36,27.095,53.125,24.56,49.15,36.36,49.48,39.156,40.59,24.543,37.321,30.64,29.935,33.733
08-31,29.667,34.36,34.72,21.423,30.913,37.321,33.833,27.792,26.0,16.938,24.579,28.773,45.0,41.822,26.079,40.576,40.857,36.36,36.567,33.882
09-01,29.536,39.6,14.25,22.179,34.074,29.037,26.364,26.792,19.96,39.375,49.1,47.111,50.88,28.578,36.487,35.29,40.324,33.273,26.786,25.485
09-02,31.72,37.087,26.565,27.278,43.667,26.304,38.429,14.565,34.833,40.955,43.667,47.44,29.5,39.727,46.308,39.276,37.655,24.567,38.069,29.25
09-03,45.8,44.917,47.55,40.833,51.931,26.724,13.333,39.158,50.87,55.091,31.2,40.304,20.708,37.39,29.359,55.92,34.143,18.759,52.0,22.067
09-04,22.2,62.72,29.857,33.759,68.667,12.611,23.72,43.227,44.826,42.542,29.6,34.875,50.76,31.487,36.3,47.882,26.667,28.733,50.967,46.192
09-05,41.96,31.481,35.433,32.955,38.536,21.917,27.304,41.227,28.087,38.0,10.591,26.286,56.08,35.229,48.784,47.229,10.025,28.429,40.2,42.433
09-06,19.783,46.704,35.533,41.083,26.565,19.88,30.864,53.56,35.333,19.682,32.826,39.48,43.667,35.775,41.132,30.886,26.182,30.867,27.5,44.324
09-07,20.45,48.7,26.72,35.13,53.345,31.833,30.045,27.85,27.737,37.75,39.667,53.12,34.526,42.674,18.645,37.04,31.0,22.559,32.579,40.667
09-08,32.95,44.8,20.24,52.045,17.35,35.433,58.25,34.64,22.84,21.857,38.292,58.208,49.458,37.841,24.258,56.0,42.258,39.25,49.929,27.045
09-09,51.25,21.12,27.6,31.565,21.32,55.167,45.4,19.0,33.478,49.3,57.56,53.25,58.44,36.854,31.829,42.188,41.206,19.906,38.69,37.2
09-10,60.567,16.583,38.9,28.348,24.071,50.429,36.286,24.25,49.692,36.708,50.792,51.88,25.167,54.349,46.421,56.857,48.4,13.963,51.733,46.8
09-11,31.9,25.0,39.1,50.733,35.9,47.958,30.292,28.95,38.905,41.6,57.524,34.458,32.28,23.235,41.135,43.212,53.289,33.031,50.467,34.625
09-12,47.862,15.862,31.767,44.808,23.75,59.917,21.833,33.261,38.667,20.64,17.652,37.0,33.583,20.767,44.027,48.697,37.641,43.824,50.2,32.219
09-13,31.267,33.25,23.3,48.783,19.708,41.571,24.591,41.833,39.0,25.571,26.333,33.52,39.36,18.692,59.7,32.486,48.872,65.97,38.875,21.1
09-14,52.931,26.667,17.167,11.467,48.828,43.68,26.263,37.667,47.375,30.273,31.304,40.2,67.042,20.231,29.421,49.606,52.5,52.226,50.579,17.471
09-15,44.862,34.1,11.625,16.429,52.952,49.269,24.7,21.059,29.24,27.0,27.96,61.96,52.2,9.265,28.265,49.706,45.611,43.743,34.792,15.781
09-16,32.0,26.586,24.667,16.913,52.458,35.4,34.208,26.1,21.32,9.913,17.2,33.72,23.96,18.083,14.686,31.882,32.029,47.25,30.0,34.4
09-17,16.357,22.367,45.5,33.429,26.8,20.69,31.28,60.619,15.167,35.261,38.0,34.583,38.083,44.333,18.226,43.107,27.294,19.12,41.8,42.156
09-18,31.267,54.033,50.233,48.643,40.25,22.429,31.917,73.64,29.783,33.56,29.0,27.56,59.957,34.875,26.083,48.314,37.8,27.967,54.467,21.64
09-19,30.893,19.767,33.333,39.524,47.038,19.348,22.688,40.76,32.273,15.417,8.0,53.0,32.333,31.209,44.846,31.914,22.714,30.375,45.692,35.167
09-20,59.207,29.276,37.0,29.467,35.125,21.966,22.2,21.389,40.826,20.6,25.524,39.708,33.792,51.568,52.975,32.375,27.571,52.333,45.4,44.686
09-21,30.586,32.32,24.6,13.333,50.767,30.231,44.529,59.0,30.4,43.12,43.647,39.16,34.3,35.5,38.2,40.15,31.941,36.52,43.429,33.333
09-22,40.0,30.667,9.567,54.333,40.636,29.0,40.8,52.609,14.64,24.0,52.944,34.125,58.35,18.756,31.541,32.895,23.667,31.583,36.8,33.343
09-23,26.967,41.633,26.276,29.455,37.783,39.679,40.28,47.917,28.625,26.087,55.7,30.2,53.08,52.553,23.704,37.725,38.6,40.304,20.083,42.353
09-24,50.8,26.857,22.833,32.522,47.444,45.931,26.188,52.316,18.88,12.667,36.0,36.24,27.36,47.158,24.086,41.289,47.9,21.667,39.897,42.167
09-25,31.931,23.143,45.704,49.074,64.367,61.7,20.88,62.4,25.28,18.24,22.737,40.12,27.92,34.756,31.771,34.675,46.7,37.345,45.48,48.086
09-26,20.828,36.069,26.6,26.842,36.6,37.84,17.208,56.4,20.12,17.333,19.895,45.28,27.625,20.286,23.676,30.2,49.314,58.84,37.486,43.853
09-27,21.067,28.793,44.8,50.263,41.593,22.222,44.72,28.1,25.609,19.125,28.125,35.955,48.545,20.15,27.15,31.821,28.4,41.115,38.857,25.727
09-28,30.0,32.433,35.8,16.769,52.143,28.5,50.857,21.0,76.12,12.789,28.9,62.5,60.125,39.886,19.875,27.15,20.192,21.08,31.059,34.457
09-29,46.733,39.4,41.7,27.5,53.148,32.846,37.19,39.261,56.96,39.647,44.773,53.88,34.083,32.578,20.094,21.775,25.469,19.429,45.176,10.172
09-30,57.167,30.8,48.148,25.35,26.318,29.273,42.4,30.083,66.36,43.864,48.65,45.0,59.458,48.135,27.079,29.545,24.697,16.84,26.893,20.697
10-01,62.667,44.423,56.8,45.65,47.821,40.875,34.2,26.25,58.72,48.08,41.238,33.04,46.591,43.282,32.162,36.514,31.588,14.783,22.958,28.697
10-02,51.1,80.556,45.69,33.474,56.393,29.16,23.636,30.92,49.48,28.84,42.0,22.72,68.464,41.297,27.419,30.757,38.333,18.393,22.267,21.467
10-03,54.567,45.273,62.731,24.308,18.36,30.962,36.364,55.0,44.545,38.32,34.0,48.45,29.517,71.389,38.0,45.925,37.207,25.857,23.345,21.6
10-04,51.759,32.357,50.815,25.345,20.654,15.444,19.174,48.391,60.619,33.72,44.85,43.75,40.241,64.419,28.875,54.846,47.633,26.05,23.586,31.229
10-05,67.862,63.767,27.7,13.036,13.409,17.9,29.0,51.95,66.292,20.76,38.5,73.0,55.714,56.5,27.7,65.45,42.586,26.88,29.75,36.471
10-06,72.3,43.44,11.167,39.633,30.5,33.345,19.045,40.75,41.8,54.048,34.85,76.955,47.857,49.457,35.643,49.289,35.3,27.8,48.8,23.182
10-07,53.929,15.12,24.889,46.69,25.759,33.4,24.36,36.227,39.25,71.917,46.55,82.75,43.0,24.148,24.929,54.55,35.429,34.931,40.36,20.241
10-08,37.567,45.0,49.1,57.179,74.367,18.667,40.2,46.609,29.32,24.526,64.067,68.833,30.31,42.925,43.55,59.514,46.0,29.552,42.625,19.593
10-09,26.9,45.036,42.5,47.0,41.69,27.893,57.4,39.36,27.08,22.048,83.32,43.5,32.926,57.75,37.909,60.4,30.364,44.462,30.308,25.2
10-10,28.64,82.48,43.963,26.043,22.0,34.276,63.727,13.36,26.44,37.091,60.84,40.625,39.69,45.69,61.037,29.132,11.267,30.034,43.433,43.2
10-11,47.893,52.118,26.6,20.81,47.517,42.429,37.316,21.875,54.56,26.24,59.565,23.609,43.414,39.579,72.543,44.225,24.467,16.5,40.552,35.833
10-12,38.8,51.667,45.467,31.913,63.276,30.2,54.0,42.15,50.05,36.458,50.292,50.944,35.292,51.556,52.515,41.361,37.424,25.933,29.647,21.6
10-13,40.3,37.375,16.867,43.217,85.933,47.64,60.318,42.32,38.9,23.235,55.25,47.235,33.259,22.237,62.057,37.056,53.886,28.867,38.781,27.517
10-14,24.536,35.28,16.655,50.167,26.154,32.048,33.882,26.333,14.438,44.684,36.88,27.857,47.3,41.636,30.909,43.025,27.0,27.067,16.967,34.111
10-15,62.6,34.348,33.0,32.455,48.852,24.0,11.267,42.12,24.45,48.8,74.04,33.76,39.9,52.541,51.5,30.7,42.571,42.233,28.63,49.2
10-16,49.172,42.44,65.7,55.0,66.067,23.933,15.632,54.76,43.789,43.333,64.64,30.083,62.478,61.909,78.0,40.667,53.4,22.0,38.545,29.793
10-17,67.241,29.087,36.111,11.9,64.75,29.296,37.609,62.955,36.75,25.72,68.92,58.292,66.9,73.606,63.605,26.171,44.025,26.286,24.657,12.333
10-18,45.172,45.238,53.233,21.65,37.217,33.24,53.12,54.32,15.81,9.68,71.87,49.889,67.167,76.05,39.625,11.4,55.025,62.939,24.48,20.083
10-19,21.571,49.64,32.967,11.571,42.833,69.033,62.455,55.889,17.56,43.08,68.458,40.7,64.091,49.914,18.739,27.917,49.0,64.743,27.103,26.267
10-20,29.0,45.0,35.533,43.759,55.037,44.5,37.571,25.208,15.56,46.167,62.5,59.55,57.478,37.657,15.75,47.5,52.175,46.771,24.8,12.312
10-21,63.4,44.267,64.433,53.435,47.138,41.367,34.0,33.045,29.56,31.609,57.917,51.867,47.875,40.793,24.125,55.65,40.424,47.371,12.333,20.571
10-22,41.9,69.741,44.167,32.227,59.655,26.172,28.0,39.176,47.565,47.2,76.609,48.133,29.222,38.282,20.258,46.59,29.974,49.312,20.071,23.828
10-23,39.034,58.654,66.433,48.759,51.444,29.379,21.375,37.105,59.92,63.647,77.042,43.933,73.72,24.625,31.081,22.395,31.95,33.652,41.962,27.815
10-24,36.7,75.1,46.867,48.708,64.185,42.133,46.667,28.4,41.524,56.2,51.48,42.333,76.25,41.156,35.129,26.0,26.125,34.947,36.231,44.379
10-25,25.143,39.483,27.233,46.111,40.333,71.833,47.476,45.55,54.318,31.5,50.842,59.95,42.478,55.955,26.297,32.825,38.875,28.161,49.737,41.846
10-26,43.828,32.214,32.9,68.4,78.367,77.786,50.391,52.042,45.458,37.895,83.0,68.739,59.261,25.256,51.154,80.694,34.257,73.5,55.364,36.467
10-27,44.759,15.296,36.63,20.45,71.179,54.067,37.56,34.25,42.16,34.105,75.52,76.24,51.048,21.382,65.231,57.462,48.556,48.824,46.15,29.533
10-28,59.593,23.172,48.692,28.95,48.897,47.125,12.3,13.333,41.263,12.136,147.6,62.619,47.0,41.513,63.639,60.125,27.722,55.286,21.875,49.133
10-29,88.56,28.1,38.815,53.08,31.5,33.733,30.0,33.833,53.92,17.947,31.0,46.4,58.435,54.286,67.314,45.553,32.875,43.343,25.846,42.6
10-30,47.96,34.733,43.517,27.278,51.7,22.241,32.652,57.304,58.4,41.84,56.12,50.2,54.083,34.119,88.514,18.0,31.925,55.065,39.744,28.828
10-31,56.76,74.815,34.9,55.615,53.143,39.931,45.636,52.56,85.952,25.76,49.72,45.13,55.087,37.689,36.184,17.359,32.6,63.6,45.588,18.526
11-01,63.04,57.522,17.7,40.379,56.759,33.857,43.81,44.68,58.0,27.48,51.2,88.52,62.773,52.674,35.767,26.718,48.105,57.943,46.853,42.833
11-02,71.36,42.48,20.767,40.76,38.852,20.655,51.8,34.36,32.417,19.64,41.92,63.28,54.579,30.535,33.941,30.455,40.281,43.029,31.348,52.4
11-03,41.0,35.6,10.8,51.828,32.917,49.1,26.227,26.2,20.88,42.36,83.227,58.75,66.053,38.614,60.483,24.412,44.275,33.912,21.348,12.033
11-04,57.9,25.185,13.821,49.333,21.125,69.267,25.64,13.19,47.609,25.125,53.48,62.438,62.467,55.533,100.0,55.385,37.5,41.765,25.767,40.9
11-05,76.733,23.9,23.966,51.417,42.84,50.379,34.75,47.381,43.043,20.364,65.632,64.176,44.133,43.738,45.531,49.355,29.441,49.0,17.882,40.833
11-06,74.733,58.042,20.967,67.077,31.367,43.833,40.333,55.6,47.652,25.368,54.818,57.8,64.0,47.659,49.889,71.656,26.55,64.235,49.564,25.259
11-07,46.95,49.4,51.379,60.133,68.207,75.5,55.583,37.4,54.52,20.217,35.9,67.05,39.95,38.614,85.114,57.486,33.9,50.484,46.03,37.034
11-08,40.52,73.462,55.067,46.667,53.68,29.36,45.875,63.143,61.958,45.227,55.882,70.826,41.684,32.889,42.406,15.171,38.714,51.8,40.4,22.348
11-09,46.462,35.862,36.667,44.846,69.542,43.1,66.217,94.261,51.44,41.12,72.8,80.875,57.889,65.956,32.3,36.483,63.615,86.8,38.152,17.862
11-10,44.25,23.9,27.9,18.739,86.621,24.333,62.348,52.0,56.75,37.64,93.04,68.636,59.706,36.533,55.344,49.697,28.077,74.029,43.3,29.367
11-11,67.3,31.467,32.067,30.292,66.464,33.0,49.04,40.84,58.591,26.3,90.6,88.44,81.12,30.548,42.133,46.714,36.3,46.735,45.514,37.233
11-12,86.724,44.5,39.893,45.87,68.84,68.036,28.792,69.16,39.696,66.0,101.24,70.04,77.143,27.073,34.826,50.424,64.125,44.829,31.306,24.067
11-13,59.2,51.345,29.467,45.333,63.893,28.0,50.565,76.125,84.682,46.565,88.48,79.84,70.833,18.314,54.633,34.594,32.359,32.179,52.444,25.263
11-14,67.261,52.724,59.296,20.75,63.567,79.63,49.955,112.12,35.263,46.72,86.52,65.32,29.2,70.047,75.969,38.171,42.075,29.114,25.6,22.5
11-15,92.759,71.633,30.091,57.233,42.15,55.5,40.684,78.955,63.19,42.92,49.8,43.316,48.391,65.395,53.25,27.429,62.486,52.735,51.514,37.533
11-16,78.633,52.333,23.333,48.933,60.929,38.172,66.24,37.417,82.792,43.88,82.696,73.889,41.556,32.356,50.0,50.825,59.825,47.703,48.378,54.1
11-17,99.633,33.7,21.767,44.964,60.458,29.667,53.48,75.48,57.16,51.083,64.095,58.65,64.895,44.244,43.275,51.75,31.743,68.667,47.618,31.829
11-18,84.133,43.233,36.133,51.966,48.593,70.767,46.609,75.0,53.04,48.667,61.36,34.0,37.455,43.489,47.938,67.432,66.529,51.324,53.649,29.829
11-19,90.233,67.414,28.267,48.633,48.391,66.0,40.68,34.72,62.083,52.0,53.545,57.6,35.182,63.575,78.857,108.056,52.475,26.65,43.342,44.882
11-20,83.393,67.767,53.5,76.567,60.786,56.286,7.095,75.048,71.318,51.28,52.708,48.92,34.636,40.75,57.538,59.641,26.5,56.974,69.103,48.074
11-21,106.893,57.433,32.621,73.04,52.655,92.107,14.542,86.857,96.273,74.64,59.417,45.75,53.96,46.026,61.714,72.325,20.029,57.743,64.231,52.969
11-22,79.733,41.607,24.931,61.4,58.737,47.615,47.417,79.524,54.909,18.182,77.76,59.2,55.64,54.75,34.943,18.725,34.079,49.483,54.05,48.862
11-23,106.633,34.0,48.167,65.2,63.095,66.16,62.955,80.875,42.227,35.471,87.733,36.72,75.04,31.541,28.857,105.528,41.778,58.278,76.829,47.267
11-24,74.133,43.64,51.2,59.333,79.435,84.44,77.0,36.24,67.76,50.389,77.4,45.143,73.92,88.359,58.806,71.35,47.649,74.65,70.692,55.036
11-25,81.367,72.56,58.556,64.0,63.885,41.286,61.52,7.85,80.5,32.682,98.0,62.12,40.125,52.5,47.432,66.325,57.303,65.85,30.059,47.133
11-26,55.867,74.0,48.1,73.586,79.308,31.12,71.7,44.208,33.8,40.4,74.833,58.737,51.16,37.293,46.486,85.091,91.325,31.583,74.324,55.167
