Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
06-09,69.971,62.128,39.875,58.667,23.816,78.838,77.758,66.545,34.789,98.625,89.472,87.742,86.233,47.02,54.261,76.267,87.264,75.327,55.54,78.52
06-10,54.657,71.912,75.273,77.76,29.833,85.73,87.057,73.133,21.182,91.361,91.75,75.946,75.442,64.468,68.021,84.698,80.145,70.218,69.02,59.783
06-11,66.6,75.794,84.593,88.031,67.35,102.1,92.314,80.629,36.129,75.333,78.079,74.385,74.822,52.319,58.245,86.38,75.824,78.964,64.778,55.417
06-12,82.2,48.714,92.629,120.222,79.125,99.6,74.033,66.912,39.325,90.154,69.675,89.571,83.756,65.69,89.822,77.58,53.582,71.902,44.833,60.35
06-13,40.7,64.675,118.886,77.235,97.306,91.632,71.6,85.088,44.162,72.128,68.706,86.871,60.237,66.367,79.5,70.46,72.909,79.267,31.867,50.152
06-14,95.925,80.128,89.486,54.086,77.8,67.944,68.433,73.286,66.3,84.343,64.256,88.2,63.27,56.933,77.35,31.74,56.96,40.125,29.829,58.163
06-15,76.875,51.143,83.525,85.444,60.394,25.575,94.857,57.969,75.325,69.083,65.789,97.556,71.619,75.349,76.422,33.628,64.14,60.78,50.755,67.22
06-16,50.125,51.829,84.211,74.269,82.763,30.838,80.794,72.886,56.895,71.818,33.026,100.636,52.778,75.778,69.95,51.317,32.12,68.755,47.88,78.776
06-17,64.25,51.229,65.5,31.033,75.526,68.972,90.514,84.429,58.152,74.0,23.529,77.925,18.511,67.0,55.643,71.545,53.32,64.02,45.8,74.18
06-18,88.65,60.118,84.367,42.833,45.205,79.184,83.086,59.455,76.212,65.455,30.75,60.625,21.556,66.875,57.625,33.622,71.0,76.519,21.267,76.0
06-19,89.5,79.147,80.567,57.769,84.05,70.475,64.943,69.912,73.552,50.158,72.243,68.45,55.643,53.049,63.0,50.455,69.4,53.784,40.439,64.581
06-20,73.771,90.167,45.829,44.909,81.05,48.548,64.057,44.862,62.714,57.421,70.575,35.054,30.025,19.279,40.707,39.64,50.63,50.176,37.644,86.32
06-21,68.125,72.296,28.0,43.825,74.025,33.371,81.657,90.133,65.179,56.447,68.675,23.424,16.578,17.575,61.533,53.265,32.564,57.927,36.067,68.58
06-22,25.105,107.55,22.514,35.743,78.583,25.114,74.912,78.233,63.303,32.757,73.923,20.85,19.163,30.622,67.462,49.28,31.82,74.611,39.933,72.94
06-23,33.625,80.95,65.308,68.882,77.825,34.357,57.121,110.345,62.194,42.545,85.079,32.0,52.333,58.045,31.5,62.489,59.404,71.527,61.7,62.444
06-24,99.425,70.714,89.441,58.529,69.371,33.367,42.552,73.433,44.625,76.029,58.543,58.222,59.575,59.769,56.0,45.217,68.778,61.127,67.959,32.362
06-25,84.25,72.242,87.758,55.484,71.811,25.429,45.9,71.533,53.5,70.821,70.0,65.743,59.2,46.4,26.444,54.349,57.463,43.127,57.74,38.128
06-26,98.25,70.231,99.188,36.2,72.657,40.857,64.242,79.818,64.935,54.103,71.55,53.675,58.971,62.031,27.537,63.96,62.364,38.12,51.104,58.25
06-27,98.105,63.457,93.385,34.946,45.895,39.371,66.629,69.294,66.867,63.025,76.256,62.575,68.14,70.462,30.341,69.6,54.0,39.618,59.872,47.545
06-28,76.59,85.333,103.205,56.325,75.725,31.656,58.258,58.571,62.091,64.0,51.763,41.425,67.356,64.1,40.32,57.28,55.648,51.577,60.378,53.438
06-29,95.45,98.15,75.359,38.4,65.231,38.438,30.314,50.618,62.775,60.6,45.632,17.737,47.205,61.543,59.46,60.429,60.451,41.442,60.26,53.06
06-30,95.825,64.05,61.9,60.575,91.361,66.818,15.414,77.486,50.825,67.861,56.892,4.457,70.044,72.125,15.622,48.06,71.364,42.98,64.82,60.816
07-01,74.85,72.825,77.216,77.857,52.605,69.4,75.143,83.771,37.314,72.412,31.553,19.718,43.844,69.3,17.578,45.894,73.462,46.309,67.54,48.389
07-02,83.4,51.684,89.97,90.857,69.132,71.091,74.706,66.706,26.594,37.829,49.425,30.225,37.956,64.227,48.977,30.327,63.236,61.436,60.48,39.93
07-03,89.4,62.075,91.435,91.765,74.8,84.943,59.057,87.176,35.3,44.167,28.947,48.225,64.342,60.37,31.952,47.295,56.0,50.436,51.958,47.894
07-04,83.853,42.725,81.517,57.914,68.8,54.429,78.1,91.5,50.229,49.818,50.25,36.778,65.767,63.66,26.133,43.14,71.127,45.271,71.04,64.42
07-05,88.897,72.2,67.576,68.865,71.925,39.032,91.176,68.357,54.842,56.343,54.41,63.5,64.674,28.52,33.444,63.44,73.923,52.261,46.556,70.182
07-06,91.257,73.15,65.324,85.273,70.838,65.061,72.857,77.786,53.6,65.314,64.371,58.575,61.925,24.4,40.867,63.18,67.836,44.17,27.96,53.1
07-07,107.367,62.4,79.343,73.8,51.342,33.467,50.258,80.6,41.079,83.885,49.459,59.974,54.524,30.0,34.675,71.872,65.453,33.622,53.02,68.857
07-08,89.343,70.1,51.853,49.606,69.395,77.129,55.5,66.382,14.559,73.71,44.205,64.175,61.4,32.66,53.775,69.18,66.472,28.02,53.78,64.306
07-09,56.4,86.75,76.657,93.767,67.077,88.714,34.886,79.176,14.793,68.914,20.2,44.237,55.089,63.933,57.833,66.489,81.44,23.18,52.94,76.913
07-10,56.629,97.278,67.588,63.029,80.795,81.286,27.857,74.679,17.775,26.529,28.925,48.8,41.375,57.085,40.194,52.8,61.06,28.34,51.15,53.087
07-11,63.433,89.35,96.062,58.719,41.026,72.5,69.344,71.444,37.906,44.548,54.525,40.45,38.864,67.178,77.154,41.22,70.467,37.867,53.783,45.48
07-12,70.656,93.05,80.0,54.857,23.45,93.686,64.774,55.469,42.275,35.455,69.325,59.829,59.108,59.152,62.636,44.88,22.66,48.913,56.438,51.976
07-13,86.771,82.324,100.167,55.571,34.139,33.714,63.71,67.062,63.425,61.438,47.703,46.278,30.767,61.265,67.022,63.52,28.827,70.76,62.895,64.733
07-14,88.429,90.05,32.433,55.0,56.3,78.657,79.486,72.743,69.025,57.893,43.55,26.8,31.22,68.156,61.028,77.44,60.25,63.961,57.571,65.667
07-15,108.567,71.425,24.6,73.914,54.6,58.55,72.114,68.571,64.583,62.606,54.763,55.725,19.644,63.523,60.1,85.277,54.259,58.255,60.8,63.838
07-16,94.771,72.722,57.034,72.189,57.795,52.026,48.943,53.594,59.057,62.0,54.622,30.923,40.156,53.786,38.429,74.14,61.909,62.745,56.972,65.0
07-17,97.714,97.212,85.759,64.189,62.375,60.8,42.657,23.286,67.138,66.5,45.725,28.075,49.767,60.306,49.62,64.111,63.4,67.261,60.75,43.625
07-18,107.2,60.103,65.538,51.649,71.625,59.629,66.364,27.457,61.057,71.879,49.0,39.343,46.977,62.255,33.261,54.08,70.236,51.941,66.62,59.575
07-19,95.633,76.263,76.5,80.605,86.35,75.974,61.375,66.343,62.2,79.636,40.667,60.7,30.902,43.76,56.293,57.58,64.0,54.909,66.521,58.732
07-20,79.767,63.35,64.057,69.103,33.658,93.829,27.161,67.525,68.842,68.032,36.658,34.95,57.044,61.9,66.023,60.234,42.0,62.545,62.2,68.791
07-21,106.229,119.2,59.571,71.083,66.237,87.515,16.743,73.525,29.368,71.312,32.95,53.171,43.4,59.08,58.292,62.7,49.585,64.3,52.18,56.949
07-22,112.406,43.825,29.25,70.091,68.7,52.97,31.839,66.725,54.75,73.485,16.675,64.353,71.068,62.184,63.061,67.021,51.764,63.891,68.92,63.733
07-23,85.2,63.543,38.636,95.65,58.175,51.108,36.167,65.975,56.865,77.2,15.6,76.657,58.2,60.756,51.163,61.86,52.418,60.564,65.52,57.179
07-24,81.1,84.605,73.471,81.41,71.2,44.8,16.71,74.875,74.389,78.548,9.615,64.0,52.6,55.042,56.417,66.422,32.018,57.98,68.396,49.6
07-25,65.6,47.583,97.0,74.457,62.974,52.447,35.414,53.818,69.688,56.645,21.8,57.343,59.762,58.396,64.694,67.289,69.582,44.782,65.935,42.475
07-26,88.6,91.211,92.912,49.325,39.825,60.382,75.312,45.487,58.278,62.114,32.472,75.588,56.872,61.575,73.111,75.55,67.377,47.82,75.14,38.156
07-27,66.771,60.325,97.633,61.933,52.472,60.273,56.839,83.375,52.633,43.871,55.591,68.548,56.0,67.16,67.98,64.244,67.2,62.3,71.24,63.475
07-28,53.571,89.65,97.314,86.656,61.757,64.892,72.294,75.175,69.75,41.706,27.812,81.0,68.289,78.68,51.851,72.511,64.036,67.023,67.927,60.444
07-29,77.143,83.875,89.657,69.711,91.9,71.0,76.1,72.525,67.694,74.143,52.621,65.567,58.622,72.543,65.78,70.956,52.291,65.44,62.418,53.725
07-30,119.0,80.657,97.943,75.75,92.514,72.675,67.393,72.821,70.7,74.935,51.0,39.743,56.778,63.041,62.955,56.089,75.259,71.429,68.056,58.2
07-31,104.743,71.138,89.647,85.946,102.243,72.85,73.0,74.056,72.079,66.455,66.429,35.5,69.422,63.37,62.356,59.38,54.927,57.0,70.87,59.722
08-01,85.114,48.975,68.343,63.641,68.789,68.41,70.767,73.467,63.868,72.406,72.886,30.6,66.667,62.184,59.905,66.755,57.236,63.533,53.727,64.056
08-02,91.515,51.205,35.629,86.75,65.05,53.375,49.833,70.029,68.525,61.147,61.914,45.567,79.875,58.585,62.978,70.796,63.1,59.725,43.056,70.0
08-03,53.161,87.757,81.767,99.25,59.108,84.462,27.781,79.686,59.514,53.0,49.686,55.303,68.15,57.78,56.244,62.106,65.945,54.472,49.778,63.225
08-04,42.387,84.057,79.233,74.054,55.125,56.615,43.629,74.829,48.25,65.094,43.562,39.515,59.867,67.66,55.8,67.167,72.463,64.5,33.291,65.192
08-05,50.229,62.829,72.767,86.189,70.906,55.641,19.229,70.767,50.41,68.176,51.029,76.353,80.636,59.87,65.286,64.8,55.34,67.897,52.982,58.2
08-06,72.286,66.241,82.212,77.833,71.027,47.641,56.771,38.375,59.0,60.571,35.8,61.571,65.911,74.738,52.5,65.432,30.4,56.1,46.22,54.718
08-07,104.571,82.333,66.571,84.538,67.7,85.225,43.2,42.286,47.9,71.929,74.867,56.657,56.956,76.729,33.047,69.511,26.4,64.75,57.926,40.45
08-08,75.171,69.188,57.059,82.6,63.95,72.667,48.943,67.576,61.583,64.818,61.8,70.433,64.023,66.688,28.372,72.02,34.382,65.378,64.755,53.975
08-09,54.5,76.324,63.0,71.8,72.75,78.889,41.935,68.658,69.051,62.686,64.24,83.429,55.711,70.191,76.467,73.54,33.455,38.158,57.981,62.395
08-10,26.875,63.475,100.914,84.75,65.225,87.425,68.562,66.2,60.452,44.371,68.114,51.938,21.829,48.68,53.92,53.043,55.0,17.378,60.018,33.175
08-11,36.359,61.914,79.371,76.59,59.775,77.788,74.645,51.41,65.441,60.345,49.774,59.575,16.353,53.42,48.694,50.571,54.92,50.744,62.945,59.744
08-12,54.825,43.914,84.758,74.516,75.405,90.59,78.0,66.95,52.486,55.118,67.889,65.487,26.286,52.6,41.46,38.24,75.66,55.4,46.818,49.243
08-13,43.6,92.04,60.6,61.579,61.658,62.462,80.8,44.091,43.079,72.882,22.727,66.171,32.4,38.9,46.756,43.26,78.6,56.041,48.74,61.25
08-14,67.75,69.517,97.143,43.05,33.175,36.575,64.133,55.676,58.774,61.714,31.4,66.0,33.037,54.146,56.08,58.52,77.24,47.22,64.164,62.026
08-15,46.256,66.857,98.686,46.5,53.95,56.316,60.571,72.5,78.576,62.968,63.667,58.194,33.711,59.477,62.0,64.0,70.38,68.714,50.289,68.6
08-16,79.55,70.469,75.0,47.1,58.725,50.053,64.343,48.0,79.25,78.371,39.455,54.763,66.919,59.467,53.6,68.82,56.735,37.52,68.42,66.45
08-17,72.256,81.941,98.114,56.25,63.903,48.167,59.433,46.1,70.543,63.794,22.794,59.825,67.136,48.2,58.68,55.44,41.06,49.041,70.854,75.689
08-18,62.243,94.886,80.657,63.588,58.625,55.05,68.0,58.85,61.4,50.677,49.553,68.97,27.088,67.244,36.551,51.7,45.478,62.814,66.837,71.067
08-19,74.65,84.0,77.0,70.114,73.094,42.184,71.353,72.15,78.947,44.355,50.2,78.216,20.045,69.956,45.791,60.511,40.898,55.88,65.56,36.222
08-20,75.35,75.032,59.114,52.706,75.1,27.795,77.743,74.342,76.632,60.294,55.897,69.125,25.689,49.0,59.814,79.533,55.28,52.5,60.255,53.171
08-21,87.225,65.636,85.964,28.606,69.086,35.225,61.371,62.462,65.658,57.118,43.553,60.359,27.051,37.49,51.068,47.811,69.545,43.156,39.951,54.273
08-22,55.744,38.811,52.367,39.939,56.514,34.353,79.371,14.743,46.588,71.0,32.425,37.053,39.581,60.571,46.591,64.325,57.422,46.923,51.0,49.644
08-23,64.3,30.75,27.192,72.432,84.143,17.3,59.03,41.308,37.553,67.265,30.875,47.35,47.237,50.628,68.38,65.545,59.422,45.308,53.225,52.125
08-24,69.925,26.8,80.8,63.0,77.533,32.114,37.061,51.086,71.553,62.867,57.361,69.471,44.422,45.36,69.5,65.659,63.674,48.0,64.95,65.705
08-25,83.925,55.943,54.267,60.294,73.545,64.892,70.321,58.725,76.4,57.343,21.775,63.941,40.238,30.82,55.404,38.826,43.067,44.1,63.88,69.244
08-26,69.5,42.457,76.241,81.897,54.842,61.7,84.933,51.114,75.325,67.733,35.543,66.588,63.886,23.2,64.163,39.28,72.275,66.9,56.6,62.067
08-27,76.5,46.684,96.062,66.692,72.95,74.026,66.36,24.649,66.074,55.848,42.162,51.533,61.205,23.28,60.422,59.277,73.775,53.2,58.52,66.442
08-28,85.3,46.605,65.8,72.75,49.9,68.0,59.588,46.189,72.778,51.967,61.949,48.2,50.791,50.362,64.739,44.723,70.068,45.075,42.87,58.556
08-29,85.975,74.632,29.382,69.026,68.641,91.133,60.065,49.553,49.781,33.968,55.525,45.121,52.512,37.833,70.184,60.341,76.432,26.5,44.418,68.684
08-30,51.75,85.889,60.543,73.571,57.225,58.757,57.562,24.371,42.4,48.939,40.684,55.429,53.659,51.94,61.425,59.739,66.771,27.775,61.76,65.0
08-31,75.025,57.3,71.743,64.229,42.579,85.675,33.314,28.359,55.59,36.897,16.538,26.857,57.488,50.74,58.644,49.805,76.829,38.886,59.356,63.844
09-01,60.079,93.525,48.133,61.371,49.55,65.179,40.818,24.795,65.425,71.882,53.27,28.879,64.644,51.46,60.282,56.558,73.714,40.121,62.52,66.386
09-02,85.829,79.143,60.586,66.405,60.525,60.083,61.618,21.275,63.872,66.057,52.226,67.2,30.864,47.5,61.911,63.977,49.343,29.657,79.92,50.14
09-03,100.714,79.438,76.303,73.474,59.793,49.743,47.114,30.971,54.641,62.833,36.6,38.771,60.867,28.237,25.462,60.892,53.205,36.371,71.0,56.156
09-04,72.933,81.943,55.25,90.675,64.889,39.657,42.912,76.838,70.865,54.441,29.531,52.886,62.39,38.364,42.073,67.575,41.378,32.1,64.86,50.971
09-05,86.042,75.432,85.029,47.75,64.103,40.455,36.688,75.432,59.973,46.6,20.143,46.531,64.0,45.467,57.636,66.75,21.0,36.075,54.209,63.902
09-06,53.727,94.897,76.771,60.075,65.35,44.636,58.312,60.0,55.025,62.412,24.44,43.783,72.068,41.354,57.289,62.333,20.447,31.162,41.192,63.6
09-07,66.222,88.725,47.514,74.025,68.026,46.892,65.486,18.971,48.763,39.767,51.692,69.789,60.282,20.191,39.533,62.733,54.472,28.35,58.314,56.467
09-08,83.175,102.1,76.314,51.581,43.615,56.079,99.828,55.184,18.475,34.333,46.0,55.919,67.178,35.8,30.705,61.4,71.089,41.023,67.17,63.951
09-09,113.974,53.8,66.97,88.375,47.971,62.853,63.618,52.846,31.121,66.0,69.774,60.075,74.222,42.075,42.0,69.325,61.067,23.311,73.932,57.533
09-10,126.875,25.216,89.649,71.263,41.649,84.375,82.97,39.686,34.139,56.2,71.824,65.829,50.067,59.915,56.977,60.825,61.267,26.4,68.364,54.35
09-11,84.625,43.447,57.829,77.15,47.056,83.1,70.324,34.75,56.636,64.6,70.0,40.733,43.067,28.098,55.8,55.417,67.755,50.111,57.036,51.026
09-12,112.0,25.237,57.0,104.132,38.853,70.459,54.567,48.75,85.333,58.219,40.943,53.406,44.071,30.225,51.973,56.325,60.562,56.244,65.2,43.55
09-13,65.325,54.657,44.282,89.1,36.771,76.294,33.5,62.029,80.622,66.794,35.353,51.758,28.911,20.087,48.925,39.341,52.292,64.744,55.291,28.69
09-14,97.175,37.933,59.175,37.525,55.811,90.821,24.138,59.794,73.735,42.939,30.545,56.733,64.349,22.48,32.2,42.156,57.622,73.972,51.404,31.022
09-15,78.975,64.475,43.027,23.975,68.921,86.059,38.633,44.743,23.8,48.914,40.576,78.875,64.622,12.796,31.359,70.044,62.128,63.238,51.891,60.2
09-16,46.971,59.1,66.25,40.35,74.629,75.725,81.8,56.086,34.6,35.2,47.2,60.657,50.511,21.14,29.7,40.385,58.225,74.644,48.109,60.289
09-17,34.675,52.711,91.606,72.028,63.6,52.743,84.914,60.206,33.829,56.643,28.829,55.114,75.133,56.302,27.857,45.868,53.356,45.356,54.564,59.273
09-18,42.114,87.125,107.65,62.861,37.226,71.15,75.629,74.206,34.345,55.7,27.257,51.229,64.295,31.822,42.395,72.718,58.022,39.78,64.774,40.537
09-19,43.943,37.378,70.9,54.275,73.286,50.839,39.571,57.579,29.862,59.143,24.229,65.914,51.6,46.791,59.7,58.022,60.978,52.433,67.122,44.022
09-20,93.933,75.676,54.375,40.225,70.886,38.946,27.4,42.649,48.8,57.743,35.0,58.211,49.111,54.256,55.65,59.311,46.156,52.771,59.429,67.178
09-21,36.125,50.0,44.375,48.075,51.781,36.231,59.762,50.111,39.0,59.486,63.0,56.324,63.595,56.578,56.825,41.356,46.933,48.85,61.614,57.636
09-22,74.4,30.057,48.175,80.219,58.552,70.026,77.118,66.946,22.6,44.148,64.933,53.069,61.568,43.286,34.275,48.875,36.044,45.923,57.911,62.4
09-23,69.256,46.829,68.886,52.605,67.857,63.35,90.727,67.55,32.621,24.667,56.636,26.065,66.333,68.844,34.128,57.2,52.7,38.02,46.489,57.8
09-24,108.05,27.625,32.41,61.861,77.529,82.05,53.1,62.355,28.276,28.114,48.571,65.425,42.825,51.976,31.026,40.375,58.381,34.32,50.467,67.475
09-25,113.725,26.815,61.075,69.026,70.171,105.15,29.92,74.5,22.417,22.429,36.4,69.975,32.0,41.9,43.978,37.222,64.26,36.553,55.077,66.578
09-26,40.0,42.514,30.3,84.053,63.05,47.484,30.08,52.825,17.367,23.382,48.0,67.075,43.568,18.408,41.075,22.075,59.127,58.714,53.422,66.25
09-27,35.3,32.692,38.829,64.1,50.075,33.879,66.905,28.297,35.133,38.314,18.818,69.0,42.053,26.78,42.244,60.262,43.431,50.833,52.844,62.703
09-28,34.575,69.838,84.85,26.775,46.583,74.875,64.72,20.3,32.943,49.594,39.143,74.897,57.75,68.34,34.8,23.956,24.558,24.3,51.3,57.467
09-29,56.25,59.4,83.811,22.625,46.472,47.3,65.714,57.526,69.8,71.929,59.471,65.161,52.791,59.837,35.55,44.767,30.453,19.457,47.178,17.6
09-30,95.7,60.775,88.382,33.27,34.59,59.6,65.172,60.875,60.457,69.0,52.763,46.933,68.818,64.825,44.278,38.658,41.4,20.041,54.628,30.978
10-01,79.743,59.971,82.897,54.677,62.278,61.35,64.52,30.432,60.057,74.786,54.3,31.767,38.317,62.86,45.244,36.605,44.491,34.96,41.132,45.511
10-02,86.143,71.297,88.154,50.032,86.85,54.029,40.16,50.3,60.256,72.312,52.95,36.433,44.19,56.208,38.7,57.178,43.709,32.306,39.775,49.628
10-03,112.029,63.722,82.15,36.5,45.897,25.514,52.8,53.342,66.972,77.943,55.6,55.429,47.244,62.714,46.175,64.067,51.018,33.56,36.978,52.976
10-04,102.667,34.923,79.75,33.25,32.05,18.105,43.676,57.757,66.45,79.829,62.684,60.759,59.289,67.0,37.667,94.511,60.982,17.822,47.909,51.022
10-05,115.821,76.7,55.114,37.375,32.757,14.947,25.667,71.763,69.342,54.552,62.0,66.286,59.864,77.756,41.756,75.533,61.469,31.208,60.636,55.136
10-06,92.275,76.275,50.875,40.868,24.711,26.105,27.688,79.026,57.825,87.6,46.294,69.382,51.477,75.667,41.911,57.4,50.706,35.727,62.35,60.289
10-07,93.718,44.725,62.757,51.125,24.816,26.675,41.353,75.475,67.919,87.938,50.382,65.676,56.533,21.857,50.978,59.711,50.333,57.891,63.575,44.116
10-08,62.85,70.606,86.436,64.429,57.65,52.0,54.6,53.816,32.641,36.857,65.387,64.767,53.733,51.111,61.64,63.429,53.614,57.963,56.775,25.075
10-09,31.075,68.121,93.65,86.395,30.737,53.475,69.5,30.2,25.4,53.294,71.7,81.759,37.795,56.696,58.68,52.378,36.438,65.462,53.378,52.371
10-10,39.65,66.957,54.222,39.375,26.718,87.216,77.265,25.405,41.75,66.324,84.875,46.548,45.455,68.696,54.174,44.422,30.24,41.431,56.111,52.5
10-11,63.65,82.036,44.333,48.45,58.225,60.788,56.171,37.051,61.467,58.886,81.243,30.677,47.5,57.535,65.16,60.556,49.829,30.365,56.087,51.044
10-12,61.0,72.806,77.45,71.975,62.237,56.857,61.152,51.135,41.156,41.559,60.974,41.533,56.415,58.6,56.571,44.511,51.605,27.178,51.54,48.311
10-13,67.4,85.925,43.371,52.343,24.795,71.706,62.692,65.872,60.433,58.188,46.216,24.208,32.75,49.366,67.1,45.308,58.898,34.422,44.88,55.795
10-14,75.081,84.4,43.543,55.057,21.025,47.65,30.724,66.175,34.96,64.355,40.641,49.067,53.044,50.28,34.9,36.375,48.533,50.24,41.261,51.69
10-15,105.225,66.576,73.868,65.083,56.421,44.135,20.833,59.15,56.217,70.857,65.275,54.667,57.033,66.023,46.76,46.525,56.32,58.16,43.927,59.978
10-16,97.933,25.543,92.147,70.886,73.027,64.0,18.214,78.025,68.609,44.125,76.875,54.533,59.65,75.868,52.651,43.471,58.545,26.98,51.022,20.568
10-17,93.3,39.395,93.0,34.625,80.45,48.158,31.933,81.081,26.481,30.486,81.75,47.765,71.125,71.054,51.84,24.068,66.255,36.089,20.844,13.486
10-18,56.294,75.919,75.564,23.075,86.974,62.556,75.533,76.45,16.613,37.086,70.316,41.143,64.368,58.022,16.7,32.622,57.528,47.12,18.634,34.548
10-19,43.226,75.475,73.343,43.629,85.222,79.4,58.548,55.625,19.364,58.833,81.789,53.19,58.028,58.242,22.74,39.85,57.9,58.38,29.682,45.933
10-20,51.0,72.45,84.8,51.226,94.946,78.125,54.467,30.333,27.857,78.656,70.606,58.348,60.622,45.675,21.02,53.467,48.94,59.778,29.111,24.511
10-21,107.425,84.725,61.343,59.033,77.925,53.225,71.706,57.225,40.0,64.206,60.371,52.96,48.375,28.19,21.32,37.4,51.778,63.933,21.83,42.911
10-22,102.675,102.812,104.533,43.185,85.923,51.359,56.514,52.543,60.129,75.75,74.0,48.9,58.8,19.902,33.979,33.432,29.04,48.133,39.918,33.3
10-23,114.079,100.633,102.486,61.921,78.222,66.025,20.286,13.121,62.412,73.542,78.343,52.32,70.55,21.065,36.0,24.925,34.2,31.132,39.413,39.711
10-24,61.389,99.95,86.143,68.767,78.179,56.575,63.6,44.4,60.25,61.036,65.257,48.214,64.513,30.062,39.914,30.911,53.782,34.714,56.236,46.6
10-25,52.694,52.579,60.265,67.45,77.925,27.051,61.844,48.457,53.943,50.3,57.871,56.519,54.425,45.224,45.933,32.356,49.385,45.771,67.833,32.024
10-26,68.867,23.711,98.0,86.375,73.125,30.474,72.441,53.0,59.314,41.667,86.0,52.5,52.3,30.422,55.068,16.119,45.259,62.205,66.63,40.489
10-27,92.25,26.85,94.933,41.744,73.353,62.0,48.824,46.219,66.8,23.714,87.914,58.4,47.471,44.044,71.467,58.227,49.674,60.694,41.364,68.622
10-28,86.743,35.9,82.483,59.975,68.5,48.514,37.971,29.947,20.481,21.548,50.457,50.862,55.125,54.644,69.364,27.156,31.696,62.175,35.564,60.022
10-29,104.086,45.75,81.071,89.276,52.757,42.595,61.882,42.741,34.367,27.233,23.057,53.171,58.375,55.42,57.775,52.136,31.22,68.35,37.827,54.425
10-30,73.421,61.75,82.303,65.429,68.429,55.075,60.571,48.765,50.219,55.438,51.771,47.486,38.917,31.06,43.5,25.341,50.2,62.286,49.725,55.875
10-31,75.7,68.6,53.2,78.778,78.625,60.351,65.8,50.914,51.103,28.114,62.686,44.375,40.758,51.1,36.578,17.7,51.42,68.475,55.982,28.825
11-01,99.233,97.395,38.314,51.65,98.314,43.364,66.677,45.485,48.71,52.057,60.941,61.629,49.846,55.76,38.88,52.975,34.592,69.94,48.54,39.075
11-02,121.133,80.914,58.143,60.7,70.486,54.675,52.0,56.025,29.171,43.429,49.714,67.229,41.4,23.367,50.64,29.275,55.822,65.417,36.927,23.65
11-03,73.686,61.85,14.767,67.692,69.4,64.917,31.656,49.8,47.771,44.5,39.75,55.607,38.359,57.533,49.612,42.05,58.68,46.44,33.964,38.178
11-04,87.906,31.375,15.433,56.775,65.179,85.275,43.455,42.95,52.886,28.031,52.256,46.086,45.314,38.48,48.08,68.825,38.54,42.8,24.333,48.326
11-05,81.275,30.914,39.125,63.375,55.919,84.205,70.286,50.459,62.7,32.593,54.5,62.879,36.6,45.0,42.082,44.743,24.64,59.8,36.407,53.289
11-06,85.917,48.421,17.343,76.056,39.061,86.5,37.314,39.895,64.939,33.556,45.974,73.4,25.0,42.913,61.282,44.356,30.74,61.0,59.711,38.622
11-07,53.718,67.657,80.853,82.875,56.316,50.675,33.765,43.214,65.294,51.242,46.25,53.0,22.114,31.46,58.674,48.222,53.48,48.444,63.105,44.2
11-08,42.795,64.306,79.825,44.6,67.1,25.333,56.156,52.389,74.6,69.152,46.189,74.387,51.114,43.524,37.911,20.541,50.111,46.129,55.575,41.886
11-09,58.457,47.795,81.55,34.275,67.417,38.323,66.0,56.057,57.879,65.486,59.282,57.686,47.829,45.28,36.556,38.35,43.34,53.742,51.714,37.844
11-10,65.429,52.5,72.25,38.921,68.436,36.343,52.281,50.474,80.618,36.5,64.686,43.0,55.25,33.82,45.378,39.857,19.293,51.625,50.822,46.644
11-11,97.733,62.625,76.0,41.375,77.579,36.425,49.147,68.7,74.2,47.593,63.943,49.333,76.675,40.556,43.231,53.029,17.388,49.816,63.955,48.0
11-12,116.057,61.472,40.778,61.543,62.526,45.514,36.371,66.725,85.441,62.656,64.686,66.941,96.385,27.02,31.047,46.55,13.673,52.775,47.378,44.711
11-13,101.229,76.65,52.135,28.556,65.167,46.35,56.875,51.129,64.129,70.036,53.943,97.943,65.128,23.28,38.4,29.075,33.491,40.05,33.175,32.146
11-14,83.567,62.053,80.143,48.45,91.676,69.419,53.0,63.139,42.581,87.333,95.543,72.735,27.65,36.489,45.0,22.95,35.8,40.85,3.933,39.511
11-15,78.184,78.632,43.516,76.5,55.417,59.444,59.714,32.974,60.233,86.933,59.829,62.103,30.375,49.74,48.94,34.4,43.418,46.622,35.068,41.75
11-16,98.538,85.45,66.7,88.575,59.0,29.514,49.613,48.027,36.382,86.44,66.828,71.448,43.143,46.2,61.24,53.844,31.836,41.911,48.64,44.04
11-17,108.15,35.975,59.575,62.611,73.357,49.3,53.086,67.95,46.229,62.25,59.968,46.7,40.171,69.0,51.82,51.243,11.159,42.468,55.644,56.083
11-18,105.675,54.525,76.1,78.865,68.515,58.769,38.0,67.025,46.057,67.7,36.55,49.467,38.923,59.58,34.543,61.2,36.96,45.6,64.66,49.52
11-19,93.8,55.41,54.974,47.229,64.6,70.9,22.829,44.375,38.667,79.28,53.294,64.128,47.85,40.609,55.298,31.45,46.564,39.34,64.3,50.38
11-20,92.45,49.775,62.457,80.657,82.417,70.875,37.686,45.147,43.419,76.269,62.975,65.55,37.825,49.475,36.109,47.467,28.473,51.52,62.04,49.829
