Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
02-02,47.32,45.0,48.133,41.2,71.154,46.379,57.438,22.444,43.76,25.955,43.333,28.04,51.833,30.0,28.25,24.225,17.857,21.543,17.333,27.218
02-03,65.8,43.88,33.08,46.037,61.714,34.462,69.7,45.0,26.4,36.789,18.833,11.952,31.742,26.8,31.575,16.513,42.657,30.571,32.178,20.765
02-04,68.75,19.12,36.63,43.893,18.103,52.44,54.92,17.04,27.65,26.348,25.0,13.0,28.853,21.8,31.541,22.15,46.879,20.686,19.558,19.309
02-05,58.25,17.8,28.233,39.167,20.267,60.5,43.28,21.36,27.591,28.952,39.6,12.16,19.097,27.488,35.875,17.231,45.8,17.171,17.044,22.913
02-06,49.947,44.55,36.897,54.826,32.963,46.133,42.8,44.92,50.267,64.76,67.04,7.857,20.941,29.531,39.55,32.838,32.857,18.171,29.69,27.94
02-07,62.421,40.148,35.433,51.233,54.2,64.667,42.143,36.053,42.36,61.0,34.48,20.375,44.467,37.256,36.067,34.65,26.714,29.962,29.22,22.067
02-08,20.05,60.0,39.72,46.867,32.733,61.375,46.52,38.917,32.16,49.84,22.04,36.864,17.24,33.0,29.474,29.3,24.886,25.241,14.548,12.575
02-09,62.056,52.8,30.067,34.833,48.233,53.96,55.636,49.48,31.24,58.889,51.333,29.091,25.0,23.98,15.0,13.139,25.571,11.514,33.455,17.72
02-10,78.16,32.3,27.567,40.828,49.133,30.167,40.136,36.84,20.95,46.958,20.421,28.32,26.143,11.163,34.643,31.4,28.514,44.2,25.644,13.9
02-11,91.8,33.9,42.433,50.87,55.154,51.69,39.13,42.64,42.458,34.353,14.158,30.36,27.771,33.72,34.889,34.323,41.545,33.467,11.644,17.644
02-12,72.7,50.667,39.069,56.52,62.276,50.6,37.4,24.273,26.0,53.261,39.8,38.88,13.429,35.091,31.795,22.0,29.571,23.767,28.385,14.36
02-13,62.933,46.533,27.2,45.32,32.846,29.32,44.1,60.583,27.095,52.4,24.9,31.44,10.944,31.65,39.733,31.629,22.543,43.267,35.378,28.426
02-14,63.167,54.0,46.967,44.733,22.2,37.13,57.48,65.667,22.083,43.76,15.8,30.042,18.2,25.021,38.05,35.0,33.743,23.76,24.022,21.566
02-15,73.292,40.038,50.88,22.84,12.067,37.792,50.762,48.042,48.4,35.6,32.211,40.042,14.436,34.234,20.178,32.0,34.759,23.258,27.9,23.565
02-16,68.9,42.467,30.433,32.0,31.034,44.852,53.56,52.136,40.5,32.44,40.368,51.28,14.346,15.041,24.067,22.207,50.529,7.857,35.267,19.164
02-17,47.4,39.767,29.667,46.292,30.846,64.367,53.062,39.44,28.92,47.737,32.522,44.143,18.97,27.292,38.0,20.423,20.4,6.968,26.25,10.673
02-18,48.188,35.433,40.7,60.174,37.964,38.429,49.12,25.64,35.667,45.5,33.28,41.208,12.459,25.39,39.053,37.829,45.257,23.25,22.089,21.6
02-19,24.55,34.867,36.267,54.042,79.143,45.2,24.84,50.84,39.909,44.087,17.435,43.92,17.184,30.267,35.049,27.03,47.657,13.025,20.65,11.735
02-20,11.2,32.875,30.467,21.75,25.8,36.533,50.2,51.56,35.48,21.68,17.84,28.2,27.625,19.286,32.976,34.371,41.2,7.725,18.625,10.418
02-21,59.15,39.862,35.0,24.565,29.633,52.963,60.708,48.696,38.727,38.96,33.84,36.64,27.225,17.302,23.222,23.886,31.714,18.778,29.806,5.021
02-22,52.55,45.846,19.167,44.28,18.3,49.304,61.2,53.04,40.52,11.28,46.957,30.471,27.725,17.159,28.444,16.543,33.743,25.067,24.767,13.135
02-23,46.15,34.833,42.733,26.0,11.708,56.107,42.567,59.333,37.72,25.864,23.08,37.318,28.872,27.24,22.889,18.455,21.125,24.044,35.743,17.836
02-24,55.05,25.933,38.567,51.25,14.414,45.6,43.0,34.8,17.44,50.04,35.773,25.474,25.512,11.062,25.067,34.0,38.567,27.067,29.543,10.8
02-25,63.85,20.52,46.929,60.167,41.893,59.407,28.4,30.8,45.52,46.105,53.5,38.095,39.222,12.795,28.488,17.229,44.0,30.578,15.914,22.315
02-26,55.32,43.56,33.321,59.69,58.167,18.75,10.667,42.92,39.75,44.24,48.917,28.2,29.178,11.923,24.024,17.914,36.7,12.378,17.5,19.927
02-27,12.48,37.48,33.8,58.192,47.259,19.333,55.36,46.8,35.478,48.4,46.2,20.88,27.19,18.6,21.791,24.05,24.6,27.585,30.125,19.4
02-28,47.2,41.28,17.4,51.04,38.567,29.148,44.733,47.375,51.875,34.3,21.84,20.316,38.4,33.578,28.444,17.8,14.15,22.455,26.324,19.74
03-01,52.3,32.72,18.6,44.333,26.1,31.962,32.846,49.44,33.48,13.95,17.48,25.8,35.073,34.405,30.178,19.2,24.65,23.611,18.944,17.653
03-02,60.4,18.467,17.333,32.433,65.828,39.267,33.5,47.24,33.72,34.526,48.263,43.16,32.78,12.489,18.343,26.886,32.7,16.511,25.639,15.837
03-03,61.92,18.273,19.69,38.769,42.833,16.889,48.233,47.96,20.75,41.333,60.364,41.545,39.5,16.0,24.353,33.933,25.757,16.415,24.975,13.26
03-04,60.862,21.05,33.724,40.81,30.483,54.1,45.517,17.52,17.2,51.45,40.391,35.2,29.733,41.286,17.158,30.8,28.725,23.156,14.686,23.26
03-05,42.8,21.478,34.633,41.0,27.0,43.133,32.733,54.545,24.182,44.667,53.609,28.458,13.356,35.7,14.0,15.4,13.026,16.711,24.567,18.692
03-06,30.433,39.893,29.63,43.952,47.63,19.133,45.567,41.611,23.4,48.52,69.0,17.273,27.0,36.825,25.378,29.6,16.9,21.614,19.4,26.025
03-07,80.6,33.633,30.083,44.571,32.2,13.692,37.148,45.25,14.762,41.28,34.16,26.0,33.667,29.644,20.911,28.629,16.526,21.068,18.514,22.692
03-08,42.267,29.296,36.0,35.92,31.567,12.16,52.2,49.88,25.6,26.0,29.524,23.833,27.405,28.909,15.333,21.114,13.923,20.956,32.114,16.609
03-09,55.414,39.0,28.967,22.45,14.333,18.542,38.167,41.2,40.32,35.52,20.4,22.625,29.146,21.475,13.711,27.364,8.725,32.4,20.75,15.84
03-10,40.28,42.12,11.333,44.632,22.931,48.7,49.6,58.25,8.16,30.95,19.6,12.368,28.417,11.311,11.477,19.235,10.741,26.366,24.825,12.54
03-11,47.44,22.84,35.444,45.24,40.519,31.333,52.833,34.08,19.938,35.92,20.957,35.72,26.46,12.467,8.133,16.257,8.433,21.4,15.05,17.488
03-12,33.32,47.92,25.76,36.48,40.25,34.067,36.6,39.636,40.478,34.045,46.0,29.2,18.327,12.769,30.425,8.071,10.412,14.222,18.511,19.846
03-13,29.12,38.68,33.9,35.28,43.042,14.967,41.296,38.68,40.65,44.125,44.04,23.2,24.422,30.158,29.488,11.848,30.8,23.167,25.6,16.267
03-14,31.2,25.217,27.8,54.833,36.107,26.75,28.88,39.12,23.28,32.0,14.2,26.292,26.87,24.132,24.372,13.771,26.429,25.176,30.595,17.292
03-15,26.04,26.474,42.241,18.64,30.033,19.44,44.433,35.64,30.0,20.375,14.318,22.5,23.837,40.561,23.867,15.571,34.912,27.073,18.775,17.978
03-16,22.045,32.08,31.5,18.2,37.607,14.9,37.167,47.52,31.84,19.16,15.826,27.4,30.756,20.25,8.442,12.441,30.429,27.795,27.178,18.4
03-17,23.25,12.8,20.4,37.958,59.115,15.267,34.276,21.92,18.56,16.65,40.583,35.167,33.622,8.956,15.227,26.059,34.769,23.614,21.2,19.204
03-18,35.9,20.4,27.567,24.893,50.72,27.741,32.733,28.0,9.522,30.238,45.381,36.0,26.933,15.622,10.444,19.742,26.686,23.093,14.222,10.22
03-19,40.44,36.586,32.767,31.448,39.833,44.0,12.133,30.88,21.111,30.32,11.174,31.84,20.237,25.533,25.933,24.9,17.0,15.467,13.844,15.06
03-20,21.455,40.9,23.04,44.724,32.704,28.167,25.767,34.304,41.16,20.64,11.52,21.6,13.925,25.933,31.6,30.225,12.867,14.578,21.422,14.289
03-21,20.4,27.9,26.067,51.0,17.633,31.733,23.033,44.12,30.44,25.12,18.04,22.28,14.147,21.977,26.911,23.95,20.676,17.111,26.725,18.44
03-22,19.32,33.333,20.8,43.567,9.28,39.133,39.034,31.318,23.88,21.04,39.857,30.952,22.432,8.395,23.978,16.85,30.229,15.911,24.143,14.217
03-23,39.28,41.52,29.3,27.133,36.304,37.759,28.444,31.55,21.72,31.6,33.409,27.842,15.372,5.2,18.154,20.972,31.057,26.132,20.697,11.22
03-24,40.52,33.793,16.533,37.462,44.538,26.2,45.6,30.68,13.0,37.833,22.08,35.52,26.302,14.267,22.771,28.05,18.0,28.538,18.794,9.54
03-25,38.6,28.4,22.556,21.44,41.467,22.0,28.933,24.88,13.2,29.95,28.263,35.667,25.575,22.927,28.405,26.229,11.229,17.432,18.4,15.125
03-26,31.52,39.4,32.333,35.692,40.8,21.069,22.1,36.1,28.143,22.35,33.667,31.333,15.816,29.689,22.622,16.844,7.286,14.7,21.35,13.289
03-27,22.48,26.667,30.241,40.897,36.375,26.92,30.5,30.304,28.556,24.0,29.042,20.64,24.553,29.884,17.105,21.114,9.886,19.125,22.424,15.822
03-28,33.48,20.36,21.067,28.071,34.833,41.6,34.692,38.16,26.263,19.4,21.76,36.458,23.4,17.545,22.487,25.956,10.938,13.55,14.956,17.444
03-29,33.2,26.36,17.3,41.733,19.517,55.7,36.567,34.24,34.0,23.55,37.7,28.5,24.439,14.644,16.825,16.775,20.633,13.206,12.533,20.368
03-30,38.12,26.767,18.567,29.9,32.897,39.067,36.933,35.95,26.6,28.133,20.227,32.083,26.22,14.644,17.457,18.486,13.69,21.475,10.95,18.111
03-31,41.0,46.5,10.333,65.833,37.966,32.9,29.15,26.56,22.842,45.579,24.222,29.409,24.435,12.932,27.459,25.556,21.438,26.45,9.45,13.667
04-01,41.0,31.5,25.9,80.9,50.654,31.773,29.233,21.12,23.15,27.143,16.091,28.955,20.311,23.178,26.243,24.889,13.3,8.933,9.375,12.605
04-02,33.7,38.867,29.433,77.133,49.536,42.733,22.96,26.0,31.913,35.389,11.56,19.12,7.854,18.667,27.707,25.289,8.914,5.422,15.5,21.902
04-03,24.12,42.733,37.522,47.931,25.481,29.867,23.76,35.05,27.35,22.739,26.261,17.36,10.021,11.667,23.111,14.889,18.143,17.8,12.7,15.024
04-04,55.111,52.56,29.95,45.467,48.5,38.321,25.296,37.5,28.286,28.12,17.32,23.095,13.442,26.295,15.756,9.8,21.941,11.7,14.1,14.902
04-05,16.433,48.567,27.375,34.467,21.167,35.8,39.704,18.55,22.136,23.167,30.864,20.12,20.72,29.167,13.844,18.511,26.821,26.525,14.59,13.722
04-06,46.033,29.821,27.357,31.0,40.65,35.042,38.133,16.1,29.96,23.0,31.571,25.474,30.625,18.667,8.0,20.889,31.0,29.3,21.135,11.711
04-07,18.083,30.9,16.077,37.4,22.733,41.48,37.3,21.85,20.36,51.75,32.04,28.429,8.102,16.7,20.356,33.075,25.514,26.75,19.2,9.489
04-08,27.28,27.6,17.724,37.875,25.8,43.321,15.967,11.5,22.25,27.32,39.708,25.05,15.729,19.121,13.422,29.022,35.125,20.659,11.475,18.171
04-09,14.222,36.464,28.586,44.367,28.033,45.2,26.367,16.76,31.348,26.167,23.65,27.84,16.62,16.029,18.622,24.911,25.872,13.714,13.2,15.415
04-10,11.05,37.633,29.414,65.55,11.533,19.033,26.433,19.76,33.65,20.652,28.375,21.708,22.867,20.644,27.075,25.0,24.0,23.275,12.684,20.356
04-11,25.81,29.267,34.462,40.2,13.2,35.824,30.0,36.8,40.08,16.48,20.0,23.5,22.776,16.605,24.533,23.044,15.444,18.556,19.829,11.978
04-12,27.444,26.44,33.167,40.36,8.1,41.792,29.0,21.273,14.889,17.12,30.76,30.333,24.103,17.927,21.222,17.156,21.644,13.39,15.514,11.333
04-13,31.3,31.12,27.167,29.52,13.321,46.04,18.6,14.25,21.08,28.136,14.478,32.208,21.245,9.689,17.05,23.878,20.444,15.15,13.147,9.978
04-14,25.75,24.107,19.133,42.276,35.222,35.346,12.433,39.6,9.52,31.778,23.917,28.96,21.234,9.22,22.95,17.178,19.318,10.95,8.088,15.4
04-15,36.52,24.4,27.828,40.933,48.321,47.897,20.6,29.48,20.2,23.0,23.56,28.12,24.52,20.972,18.0,20.543,14.784,10.971,13.4,21.39
04-16,26.32,37.474,27.133,34.231,25.069,49.4,17.04,34.1,40.08,19.455,32.636,21.32,13.653,24.356,19.044,28.6,16.875,10.657,19.5,17.467
04-17,24.68,39.138,33.1,31.1,37.433,32.567,33.926,43.095,32.773,26.762,36.64,24.4,22.08,29.56,13.689,28.227,13.05,17.2,17.778,16.067
04-18,23.6,15.8,39.148,14.24,25.1,39.259,31.24,28.9,34.833,30.16,27.24,35.522,15.238,22.167,14.211,23.4,15.175,17.85,14.425,8.933
04-19,40.833,30.533,34.63,18.96,27.867,40.045,27.107,41.0,36.333,26.72,35.16,35.7,32.36,20.1,17.067,9.477,25.8,19.444,15.135,7.6
04-20,35.367,29.214,30.52,20.16,41.852,33.318,34.167,34.105,28.583,19.947,35.533,28.833,25.596,21.041,14.182,28.703,23.583,18.822,19.65,12.727
04-21,25.3,25.9,21.44,39.483,42.357,38.885,31.714,23.8,16.333,27.8,39.75,22.56,21.087,15.681,18.81,21.311,29.741,17.972,15.775,9.511
04-22,8.042,27.96,38.68,42.44,46.517,32.533,27.36,20.48,27.35,32.32,53.136,14.24,15.34,24.14,18.978,25.703,18.429,15.775,12.325,15.067
04-23,21.2,34.9,29.5,44.593,30.76,31.724,20.36,28.292,27.529,26.0,41.0,16.52,9.857,22.349,29.789,25.441,20.886,10.368,24.05,19.333
04-24,18.1,25.433,23.35,42.458,29.586,23.111,25.36,41.16,28.375,25.0,27.28,15.16,18.837,23.417,27.5,15.634,36.769,22.025,24.444,17.775
04-25,27.167,20.931,31.04,46.536,36.433,20.172,37.2,22.52,33.52,25.2,12.609,17.667,19.844,21.674,25.4,15.778,7.675,15.047,21.974,20.375
04-26,36.867,32.233,26.5,41.733,28.667,21.9,28.3,31.958,37.652,19.625,19.3,24.417,13.13,31.022,20.05,13.311,26.868,17.233,24.273,16.333
04-27,30.4,41.733,18.633,33.867,32.857,42.643,36.1,53.812,28.84,27.083,19.6,31.92,24.617,26.388,8.15,18.75,15.414,31.689,20.156,21.556
04-28,35.28,46.533,14.964,51.107,20.481,39.2,39.433,57.44,19.333,22.0,24.565,18.833,31.311,13.66,18.133,33.889,17.1,13.444,19.067,15.256
04-29,34.1,29.067,30.31,57.407,60.538,32.926,27.033,21.417,19.5,33.16,20.217,32.696,31.622,21.681,22.971,34.318,23.289,7.578,15.311,21.692
04-30,37.033,50.067,30.3,50.2,35.885,40.433,25.133,32.739,44.043,27.88,21.4,22.45,20.911,12.776,33.756,21.256,8.833,14.933,23.2,21.422
05-01,23.7,33.65,16.741,34.7,42.731,28.367,22.067,20.56,36.684,23.28,16.35,15.5,25.649,17.68,16.929,14.978,18.244,16.511,12.267,16.444
05-02,28.4,51.0,22.75,32.267,28.3,27.667,32.565,31.476,21.2,21.76,25.85,26.842,16.667,26.149,21.816,23.85,19.356,28.294,21.089,16.889
05-03,39.333,52.391,26.692,34.2,17.667,23.292,32.462,26.13,24.87,13.88,35.65,14.619,26.027,26.755,23.275,15.85,26.727,22.711,15.343,16.909
05-04,27.897,41.88,19.633,28.767,52.375,42.625,35.92,29.318,23.04,22.48,30.467,37.32,27.364,16.94,18.933,20.486,29.3,19.375,23.947,16.286
05-05,42.8,52.08,12.533,33.767,57.367,32.233,34.2,28.36,12.042,23.6,29.1,33.048,24.463,15.62,25.316,22.278,24.625,21.956,10.622,10.556
05-06,50.733,25.333,25.966,35.367,67.4,43.36,35.08,22.2,32.75,20.875,39.95,30.76,19.667,28.068,21.917,26.95,22.868,19.978,12.475,11.089
05-07,39.333,34.56,26.593,37.88,53.966,33.467,25.0,32.1,27.588,22.957,40.0,25.92,17.591,25.24,54.844,28.25,20.952,14.578,16.167,15.675
05-08,23.2,35.04,31.115,42.923,48.276,25.533,34.423,22.611,39.2,24.0,39.85,16.7,26.533,20.872,27.594,23.205,14.111,18.22,26.583,9.514
05-09,35.633,22.167,25.038,51.233,41.8,37.571,37.767,37.36,19.333,28.16,22.643,33.158,25.733,27.556,31.175,23.689,14.356,29.15,16.475,8.222
05-10,33.333,28.767,26.233,44.5,36.433,27.3,32.556,27.72,43.042,16.12,37.182,23.905,25.732,26.229,20.8,15.289,20.625,26.05,19.025,9.659
05-11,33.333,36.467,33.32,23.067,37.8,34.483,14.25,24.28,34.72,18.435,31.143,30.667,22.154,23.714,15.711,23.619,18.933,21.097,19.857,13.4
05-12,38.133,25.24,19.24,26.433,40.862,34.292,30.714,21.64,16.56,22.429,36.385,27.9,21.333,17.911,24.844,17.267,22.867,25.971,15.375,13.578
05-13,46.138,22.68,21.261,32.407,39.917,42.545,28.04,19.304,30.818,26.81,34.0,31.524,20.222,18.955,27.951,32.222,24.675,18.35,11.925,20.848
05-14,30.92,35.933,17.69,37.136,31.609,38.0,20.16,23.615,23.143,31.32,38.0,32.64,11.711,22.902,13.884,20.756,14.976,14.629,19.525,25.889
05-15,12.3,28.167,45.333,30.633,34.833,27.88,15.962,27.042,24.286,26.739,32.333,23.125,12.825,25.72,16.05,26.488,18.05,20.763,17.343,18.075
05-16,11.05,20.407,36.5,39.793,22.867,30.655,19.885,27.12,18.136,24.16,20.417,17.588,18.366,27.9,28.822,23.8,18.025,19.0,19.886,20.175
05-17,27.034,27.2,41.233,26.233,24.2,29.143,36.931,31.864,31.0,10.04,48.083,24.238,20.727,21.3,27.364,17.556,13.864,17.267,15.486,19.975
05-18,35.857,32.233,18.167,18.567,37.304,32.214,23.967,33.28,37.957,22.4,38.182,20.5,27.561,23.5,19.244,21.0,23.325,19.932,18.912,12.95
05-19,32.2,35.233,16.833,33.966,27.778,28.333,36.32,34.92,22.32,21.909,29.75,22.211,19.844,14.531,27.3,26.385,23.676,18.889,12.971,8.556
05-20,35.4,26.533,26.621,30.2,24.933,25.2,24.867,31.96,25.32,42.12,34.8,27.292,23.422,24.605,32.818,19.5,24.158,17.422,13.686,13.395
05-21,24.867,25.167,36.464,20.8,39.32,24.2,18.267,26.091,35.87,27.542,26.722,22.6,17.156,19.526,29.825,28.615,28.2,11.675,21.469,16.432
05-22,17.333,18.267,33.833,24.167,39.208,21.1,28.714,32.545,28.217,22.88,30.8,17.0,12.205,21.419,23.6,22.211,17.05,16.6,17.2,17.029
05-23,21.32,20.767,30.3,20.333,25.467,33.929,30.667,35.565,19.68,25.56,21.35,23.0,14.952,25.929,25.3,26.425,14.3,19.229,22.12,18.0
05-24,33.958,37.333,35.393,32.333,15.4,29.241,25.733,29.6,27.2,17.2,26.35,32.55,21.171,23.143,18.5,17.543,13.441,12.857,21.919,17.333
05-25,39.25,22.962,24.033,24.8,40.333,39.625,28.276,39.96,28.56,29.583,24.6,25.381,23.628,16.133,18.225,23.061,28.0,24.75,14.237,13.675
05-26,27.2,16.84,13.567,40.565,28.6,35.0,30.793,21.32,17.625,27.0,32.5,26.2,23.822,15.578,23.946,18.0,22.086,20.781,12.725,8.25
05-27,29.2,14.76,19.929,24.68,26.103,48.957,26.0,19.44,25.429,29.56,22.7,29.091,26.659,26.818,27.421,25.425,22.028,14.343,11.625,17.184
05-28,28.6,31.4,23.8,21.24,35.071,33.167,18.8,20.25,25.6,29.067,43.55,22.783,11.689,25.477,29.6,24.943,25.225,15.5,16.606,12.886
05-29,20.28,29.103,23.533,19.92,30.107,29.857,29.433,22.619,15.75,32.042,24.1,15.0,22.778,22.702,27.528,28.615,20.2,13.433,12.944,15.286
05-30,25.36,30.2,27.808,33.615,18.7,26.64,49.037,24.727,16.792,21.84,22.9,23.64,27.5,15.435,25.385,22.333,16.1,15.829,23.118,15.267
05-31,47.214,27.9,23.833,26.591,22.154,26.654,23.897,14.429,21.2,17.88,37.647,14.6,21.929,12.638,17.351,15.622,24.925,17.833,16.026,9.655
06-01,34.333,24.8,45.28,25.32,24.0,24.52,27.5,28.72,22.44,29.0,37.2,16.25,21.744,13.689,9.231,21.333,26.075,17.875,19.05,8.675
06-02,32.333,26.1,26.556,37.0,24.81,30.56,26.591,22.84,12.44,31.737,30.9,21.261,18.756,7.78,14.725,27.733,32.714,13.025,8.675,6.025
06-03,26.167,15.633,40.045,37.25,35.467,37.56,35.52,18.72,14.0,24.25,29.056,25.238,26.267,11.0,11.475,23.75,26.567,19.514,7.154,12.15
06-04,16.667,31.2,32.444,41.4,29.8,24.367,23.24,29.864,19.261,20.04,31.158,19.083,16.733,21.17,12.462,21.909,29.3,15.6,10.641,18.343
06-05,18.967,23.0,32.96,38.05,29.52,21.333,20.6,35.04,26.44,18.0,24.25,11.52,23.829,22.0,12.85,28.5,22.75,16.531,23.545,13.857
06-06,32.833,38.633,19.625,33.909,24.52,29.393,27.05,31.68,24.44,22.2,18.85,17.125,28.275,25.36,13.083,20.8,13.2,23.649,18.778,20.175
06-07,20.233,40.034,24.111,32.4,17.24,29.923,20.25,24.6,23.667,17.44,25.833,28.2,22.227,24.911,11.889,14.625,30.833,27.75,19.395,20.0
06-08,23.733,36.44,33.2,25.04,15.32,32.714,25.08,28.84,30.96,27.526,24.591,26.909,21.405,20.1,13.477,19.3,26.257,14.487,15.85,14.356
06-09,37.931,29.56,14.55,49.682,15.385,29.407,32.435,28.04,22.28,27.261,29.682,28.938,23.289,15.449,26.415,21.275,28.622,18.775,18.35,8.022
06-10,39.458,20.0,39.0,49.632,42.857,41.5,32.6,16.72,30.208,29.16,28.0,27.0,20.625,27.617,18.929,26.512,29.475,32.05,13.525,8.756
06-11,40.96,32.625,30.588,40.276,39.286,28.067,21.0,29.08,15.938,17.64,28.545,23.12,14.92,31.273,21.955,25.911,28.182,12.775,17.486,8.2
06-12,25.667,19.9,26.1,44.741,34.167,18.667,32.429,23.042,19.84,33.043,17.0,17.56,23.42,22.69,24.825,23.6,29.533,13.731,27.558,18.0
06-13,22.933,32.867,38.7,33.069,35.933,35.724,24.3,25.125,27.708,24.083,12.875,26.44,15.0,26.714,17.978,20.911,14.489,16.719,20.05,12.324
06-14,24.48,40.733,28.15,35.133,19.8,17.5,21.45,24.8,21.8,19.2,20.125,23.24,19.833,32.289,21.2,11.467,20.487,11.364,21.889,15.133
