Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
06-15,31.9,34.3,24.429,31.577,33.964,19.1,37.36,49.833,30.76,22.32,23.84,25.6,20.128,29.349,14.9,17.289,22.9,14.571,24.25,14.311
06-16,40.12,14.8,20.8,34.381,26.964,23.889,38.583,29.72,19.25,25.111,24.13,24.952,15.52,18.089,21.353,17.25,8.525,16.421,17.467,10.622
06-17,34.233,12.52,19.565,25.64,29.393,23.048,31.88,20.68,35.348,32.952,21.3,22.84,15.4,19.143,18.024,23.649,14.7,14.171,10.2,13.511
06-18,39.4,19.458,26.7,27.92,32.483,22.0,19.68,30.435,29.667,19.762,14.76,18.28,14.84,20.25,21.122,22.875,19.375,11.775,20.14,14.429
06-19,26.0,29.211,24.438,29.636,35.433,17.64,31.16,34.25,23.591,16.696,14.84,16.12,22.872,17.512,22.978,19.706,14.25,11.15,14.585,19.279
06-20,26.633,26.091,14.16,37.87,34.3,12.95,24.72,42.458,25.522,19.56,13.16,11.783,33.317,14.477,26.35,20.05,9.275,10.865,19.5,19.34
06-21,30.6,35.033,15.333,25.333,22.467,17.033,31.32,36.88,26.12,11.652,18.24,16.056,24.36,22.575,18.533,20.769,11.4,12.667,23.644,15.68
06-22,25.037,39.333,14.48,19.52,29.769,18.16,27.208,37.12,21.4,31.167,16.958,9.4,18.604,13.444,14.667,25.737,11.447,15.295,17.267,15.3
06-23,19.48,24.0,18.421,31.667,35.767,19.944,20.19,39.625,15.72,18.222,26.32,28.278,20.7,14.614,27.41,21.057,18.143,16.089,16.65,12.089
06-24,28.08,16.3,41.421,25.125,29.12,22.286,12.52,22.4,33.6,31.81,20.739,32.062,21.178,23.325,31.1,15.0,22.978,12.844,14.564,22.98
06-25,22.92,26.179,28.0,26.385,37.889,24.84,9.12,36.632,21.368,32.333,15.15,29.0,13.267,23.622,28.875,24.455,34.31,14.022,27.758,25.085
06-26,19.8,21.44,40.654,17.4,34.1,16.72,15.04,33.3,29.85,24.292,16.16,20.2,12.025,18.243,27.694,19.075,20.533,17.775,22.333,20.386
06-27,27.133,25.25,41.897,16.767,20.05,19.52,16.95,24.958,22.444,21.56,15.583,21.88,15.062,22.419,28.179,32.275,16.5,20.205,18.317,10.227
06-28,20.0,31.737,51.276,24.8,21.95,21.227,14.5,25.96,25.611,19.667,20.826,14.08,29.32,22.477,15.867,18.367,16.422,19.214,18.045,10.708
06-29,27.034,38.44,38.467,23.967,28.65,27.364,15.76,29.667,23.24,25.429,12.167,11.48,18.386,23.6,16.022,25.767,11.829,21.39,23.955,11.94
06-30,44.741,27.0,24.2,43.3,37.0,25.45,35.087,31.44,21.32,23.2,19.762,23.24,30.327,17.533,15.81,22.6,17.581,17.15,18.667,11.184
07-01,25.267,23.64,38.519,47.074,19.615,31.44,30.52,20.6,27.08,24.87,20.0,12.872,26.08,23.375,17.85,24.233,23.472,19.689,12.733,14.806
07-02,22.267,30.28,40.033,39.64,20.464,23.28,25.72,36.0,29.455,29.32,19.76,19.25,19.12,20.227,23.275,30.867,23.425,13.422,15.6,21.667
07-03,20.6,26.633,38.818,53.92,29.933,19.4,28.08,33.75,33.68,23.706,17.76,12.6,21.86,16.109,21.351,35.148,22.725,17.089,18.326,18.234
07-04,23.448,23.233,55.0,50.08,23.1,31.8,34.24,34.727,43.625,19.04,15.04,29.556,22.891,23.064,13.5,21.886,18.4,21.114,22.978,19.76
07-05,28.759,24.6,41.48,45.852,20.533,16.87,36.88,24.389,41.88,13.16,30.2,20.917,25.958,21.06,11.45,15.143,27.875,21.805,10.625,19.477
07-06,31.9,26.467,38.167,29.786,28.074,24.783,33.04,25.556,29.84,24.32,29.773,15.325,22.356,8.48,18.8,26.971,19.4,18.714,13.467,12.06
07-07,29.6,23.367,25.88,31.68,16.464,18.05,16.0,27.696,23.16,31.188,34.136,20.257,19.562,10.58,29.559,29.7,24.159,13.875,10.756,10.592
07-08,27.533,19.6,24.84,43.92,34.786,21.955,18.32,21.12,24.708,29.476,31.125,31.75,18.8,26.36,24.3,23.55,20.286,14.156,12.956,17.245
07-09,17.2,36.567,50.45,35.741,24.897,35.0,14.0,30.72,21.842,21.48,26.2,24.658,11.78,19.867,18.818,19.8,25.955,16.289,19.622,18.783
07-10,14.733,27.577,31.583,24.967,28.621,20.72,26.56,25.478,22.08,12.75,16.0,20.029,12.711,18.468,29.69,22.9,13.4,25.156,16.457,17.717
07-11,20.2,26.667,39.435,25.2,14.767,23.727,25.727,18.364,32.4,15.81,14.68,12.7,22.918,16.622,25.649,12.575,18.925,30.5,24.634,25.2
07-12,17.111,30.067,32.474,23.367,15.3,24.28,26.333,24.773,25.12,7.304,28.12,17.394,23.81,19.543,17.615,12.45,19.929,27.024,18.442,20.848
07-13,23.133,30.542,39.0,18.767,30.269,16.08,30.211,22.045,28.4,23.87,17.864,16.714,17.208,20.51,13.2,26.55,32.881,20.067,16.697,14.6
07-14,28.267,33.767,45.32,28.214,25.6,28.8,30.0,25.52,20.68,18.389,20.28,19.769,22.783,14.875,19.839,26.615,20.886,15.902,21.818,12.844
07-15,30.68,18.867,33.52,34.48,21.767,18.0,30.64,17.04,28.4,22.478,22.0,19.225,28.94,17.341,22.378,24.919,25.8,14.133,14.943,19.432
07-16,27.48,25.517,38.0,34.148,23.379,15.44,14.28,15.545,20.15,24.84,20.182,17.684,18.1,20.119,27.977,23.025,23.289,11.578,18.657,11.159
07-17,16.36,27.759,37.571,30.593,39.267,12.36,14.92,34.08,26.389,31.091,17.64,13.375,21.978,19.245,29.841,21.575,18.933,23.359,18.257,20.526
07-18,26.6,21.655,36.048,20.786,23.233,18.957,23.174,20.0,27.28,24.48,11.52,21.857,28.091,18.702,34.432,24.1,14.511,21.711,19.867,18.575
07-19,21.909,24.536,39.92,37.833,26.4,26.652,17.174,33.0,35.24,17.4,14.917,19.975,30.255,19.8,18.111,14.625,17.353,22.405,20.07,17.171
07-20,17.36,26.033,36.8,27.333,20.321,34.1,11.667,31.6,24.591,24.5,17.957,13.875,24.42,18.44,18.026,23.806,11.325,19.067,17.667,16.837
07-21,26.2,32.571,17.652,38.154,34.357,30.179,18.32,26.84,8.632,23.182,15.28,21.8,17.889,16.0,17.372,22.125,10.436,23.585,12.889,9.179
07-22,22.84,13.64,25.087,37.522,31.367,22.571,18.32,19.28,18.55,23.32,18.96,25.394,20.449,23.204,16.5,22.919,16.444,16.978,14.756,16.111
07-23,20.0,23.917,28.304,36.533,36.467,16.207,21.48,25.08,42.045,24.75,27.125,24.4,12.8,14.489,12.575,25.225,16.822,16.133,20.533,15.853
07-24,14.24,21.368,36.083,36.621,30.533,15.567,28.381,28.118,26.381,29.714,26.12,12.206,23.68,20.062,19.605,27.206,10.267,27.889,15.721,17.889
07-25,17.0,31.174,37.261,28.367,23.4,27.357,14.15,29.526,29.045,20.048,33.12,15.829,22.936,20.188,26.923,25.486,14.956,32.067,17.325,18.925
07-26,22.76,28.87,38.391,22.867,10.233,31.067,31.727,33.625,27.261,15.48,34.619,22.034,28.045,20.925,19.086,14.467,17.351,19.829,21.439,19.667
07-27,24.478,25.621,36.95,21.6,20.0,37.556,20.476,38.56,30.44,29.714,18.913,20.161,26.283,21.12,14.175,21.353,21.533,21.625,22.1,14.875
07-28,25.52,34.64,25.56,42.042,25.481,25.63,27.25,25.64,25.696,21.091,21.955,24.909,26.46,15.0,14.784,20.2,23.756,23.794,17.622,11.952
07-29,24.96,29.76,44.4,43.655,43.567,32.4,29.28,16.08,27.714,38.739,27.5,17.12,16.24,22.804,24.175,21.086,22.489,19.75,12.022,17.343
07-30,32.2,27.25,38.84,29.933,37.2,25.033,16.565,24.708,22.0,22.524,18.25,18.0,14.48,19.837,15.853,16.771,23.636,13.128,17.795,17.675
07-31,18.0,32.375,35.208,37.464,39.889,22.633,27.652,29.524,24.96,22.478,27.96,6.943,26.64,20.457,23.514,19.45,14.844,13.711,20.073,20.129
08-01,18.6,17.933,34.8,46.552,29.167,32.345,33.76,30.6,29.56,22.6,21.84,13.914,20.644,21.429,24.062,21.487,17.556,20.212,11.356,18.969
08-02,21.045,20.31,60.64,60.033,18.444,47.467,27.292,22.48,25.56,10.75,20.8,11.0,24.425,16.439,13.867,16.59,18.795,17.867,10.273,22.125
08-03,14.905,31.783,38.24,33.6,28.462,44.793,29.458,34.76,20.652,17.417,19.44,22.75,20.8,18.66,12.933,24.676,19.133,17.829,14.05,17.667
08-04,15.333,32.2,28.28,33.778,30.133,20.208,36.16,25.76,18.32,22.227,16.773,14.061,21.224,12.54,15.267,25.156,22.048,21.027,16.8,13.833
08-05,18.52,16.367,33.0,48.148,36.739,22.966,27.2,20.35,20.333,22.625,24.619,26.941,23.042,23.174,19.487,18.543,15.025,18.588,11.644,23.815
08-06,16.68,22.722,35.739,40.571,22.111,20.167,21.36,15.955,25.087,22.92,20.95,20.629,11.52,24.143,21.0,23.852,11.822,8.6,16.325,28.133
08-07,17.76,27.955,32.36,31.655,31.267,23.833,29.32,26.278,22.84,34.263,34.1,10.467,18.766,22.0,21.806,24.513,17.067,12.548,17.091,25.257
08-08,23.12,24.318,24.75,38.267,25.733,26.32,25.2,25.88,23.6,24.087,14.467,23.767,18.917,20.812,34.421,23.625,11.089,11.65,18.558,20.2
08-09,19.067,22.786,21.87,30.433,19.433,33.259,16.095,38.087,33.375,18.36,21.176,20.321,16.7,22.46,24.0,18.475,20.125,9.921,18.125,24.294
08-10,23.933,29.767,36.2,24.3,31.172,31.067,33.739,25.96,21.286,15.44,31.24,17.469,14.957,13.74,8.825,19.0,29.0,18.325,22.867,8.914
08-11,16.69,26.633,20.0,31.542,24.833,35.393,45.0,18.28,17.04,23.895,22.125,15.375,19.932,12.4,14.692,16.513,24.178,20.75,19.814,13.412
08-12,23.767,19.467,36.261,36.812,31.462,46.4,41.4,22.24,21.64,15.292,34.45,19.974,23.778,18.76,15.075,10.35,24.45,16.7,17.4,17.088
08-13,22.333,37.15,40.04,30.739,30.679,25.867,23.28,11.167,22.44,23.042,9.957,20.4,15.289,11.08,14.133,15.525,25.267,12.447,24.625,22.286
08-14,22.067,26.875,42.267,28.731,22.6,13.167,25.35,14.048,34.062,23.44,14.76,11.675,15.688,13.312,21.55,21.175,20.044,19.1,22.911,18.923
08-15,38.517,26.1,37.533,25.462,17.32,34.357,30.04,19.28,33.368,28.273,16.44,16.949,8.225,16.909,20.077,17.182,16.978,19.812,17.171,20.625
08-16,34.5,27.571,36.56,25.667,14.76,23.286,29.16,19.789,35.905,19.64,20.056,19.75,22.857,19.333,14.6,15.425,16.222,15.675,22.975,19.025
08-17,22.52,35.0,35.48,20.167,25.55,19.862,34.2,23.68,28.68,22.88,20.318,21.7,22.816,11.8,13.075,21.657,13.409,24.425,19.368,18.0
08-18,23.727,34.84,33.2,32.038,22.867,21.2,22.667,24.88,24.48,21.667,22.52,19.606,12.487,11.156,26.923,23.846,20.07,18.861,15.103,14.175
08-19,26.833,24.88,30.632,33.08,32.87,19.321,37.04,19.84,34.96,27.952,28.48,20.378,26.163,14.721,25.575,21.771,10.737,14.125,11.45,10.9
08-20,23.333,30.963,22.24,41.074,34.633,18.033,21.52,32.826,45.826,22.625,22.25,18.875,11.96,22.956,22.5,28.026,15.85,8.425,17.378,12.833
08-21,16.552,25.966,35.0,53.958,40.267,17.8,22.52,27.083,28.72,18.125,20.6,10.564,23.756,24.878,17.949,30.778,23.0,13.45,16.774,18.795
08-22,37.828,14.577,16.96,26.174,25.88,18.138,31.68,20.5,28.682,21.12,10.4,13.514,30.957,21.929,21.486,23.267,17.114,12.811,10.2,19.711
08-23,41.1,14.353,17.429,33.37,21.84,18.08,19.48,25.083,20.304,14.68,16.88,20.325,39.026,14.744,16.025,16.176,22.171,13.917,17.7,18.318
08-24,23.0,16.111,25.56,18.28,33.8,28.4,39.0,22.0,29.16,20.5,30.8,22.765,24.085,13.42,16.0,20.433,21.879,14.36,17.3,21.909
08-25,28.6,27.367,13.72,24.792,32.652,35.586,36.833,25.4,24.0,18.4,34.24,19.647,25.979,7.48,18.838,12.0,26.057,31.667,17.15,17.756
08-26,22.067,20.6,28.583,38.379,28.593,25.067,28.04,18.4,33.32,27.5,18.667,23.618,23.286,16.84,16.436,11.057,23.833,20.467,11.444,26.289
08-27,23.533,33.462,36.583,29.724,31.52,31.9,19.85,10.909,42.235,21.85,25.364,15.267,14.837,9.52,17.457,17.188,31.629,14.829,18.267,21.372
08-28,19.12,29.036,20.2,36.3,24.9,17.367,21.72,20.64,42.458,19.05,23.5,12.767,17.583,15.0,16.677,18.531,19.0,19.629,20.022,15.31
08-29,33.067,38.769,16.625,33.833,30.286,31.4,17.429,23.84,20.13,32.5,19.16,15.273,16.804,13.186,17.4,15.971,12.0,22.677,26.667,18.068
08-30,16.167,32.217,27.68,26.567,22.033,44.704,26.864,16.5,31.909,24.95,23.913,19.629,19.592,24.28,13.235,12.25,20.6,20.229,17.667,18.556
08-31,23.2,26.433,28.4,16.133,23.714,44.633,29.16,21.095,20.32,26.8,16.833,16.6,18.87,19.42,10.971,28.278,23.2,21.886,19.578,14.886
09-01,22.821,35.48,10.65,26.667,26.0,34.655,20.87,22.16,17.12,26.053,26.32,23.444,18.3,9.74,16.759,24.763,18.72,20.714,19.022,11.282
09-02,22.533,21.4,18.053,29.37,27.3,32.24,24.6,13.32,25.625,29.609,19.952,25.433,15.224,18.62,25.057,26.5,17.593,14.967,14.889,13.789
09-03,24.0,23.5,34.391,28.571,33.375,28.367,10.48,32.045,27.25,28.4,13.92,22.733,11.8,21.868,25.759,26.0,19.229,12.1,21.629,12.05
09-04,16.367,30.4,27.864,41.433,42.5,14.267,19.56,31.5,34.591,35.792,15.08,24.133,21.595,18.091,28.484,29.429,14.286,22.625,22.311,19.724
09-05,27.167,17.217,29.76,42.367,32.2,22.25,24.773,32.455,18.25,36.76,13.6,14.962,24.605,18.311,23.088,20.2,12.229,25.56,22.303,18.179
09-06,14.174,29.667,37.56,45.414,20.733,19.393,20.727,25.68,19.4,25.917,34.75,21.227,27.286,21.521,13.0,12.743,26.464,26.227,17.548,16.025
09-07,17.88,27.76,39.2,31.267,34.393,22.276,35.84,25.9,15.28,27.05,24.0,28.242,17.551,30.936,7.971,22.571,22.615,14.68,17.049,16.641
09-08,24.72,40.4,25.32,46.522,17.667,27.207,40.368,28.04,14.6,28.917,23.4,32.25,23.04,24.18,10.912,24.286,20.857,16.276,16.721,12.973
09-09,26.36,14.4,25.478,33.667,16.917,38.292,24.84,13.375,34.913,36.0,31.952,25.886,20.2,28.975,13.182,23.447,17.829,16.767,15.553,22.2
09-10,27.56,10.2,37.565,33.233,21.222,44.767,22.773,17.895,41.278,27.714,27.375,27.767,9.7,32.298,22.704,24.378,28.1,11.4,18.444,18.744
09-11,20.96,27.72,31.04,33.033,23.889,31.233,27.458,18.9,34.773,43.36,24.28,14.4,14.48,12.707,18.231,26.314,23.923,16.867,21.111,15.421
09-12,35.88,16.542,37.6,50.393,20.96,36.778,17.32,22.2,35.304,29.84,10.04,18.556,16.681,11.175,22.536,27.4,11.026,27.333,23.667,15.649
09-13,22.72,19.136,31.138,38.333,17.64,33.417,22.72,25.25,33.136,22.083,11.24,18.323,27.02,16.609,23.057,16.971,19.658,32.364,24.0,15.757
09-14,28.84,15.24,25.767,16.3,48.0,42.633,8.458,23.105,29.208,41.348,14.304,23.133,34.562,23.62,10.371,25.257,16.75,24.0,24.657,12.55
09-15,27.84,21.467,15.815,17.3,41.138,37.367,16.4,13.6,32.64,31.32,14.04,33.743,20.84,9.98,11.152,23.975,20.088,17.12,17.333,9.7
09-16,26.8,12.533,15.933,10.667,39.259,18.333,19.68,10.25,25.64,12.48,7.8,12.629,13.14,15.94,6.486,12.897,14.143,14.96,13.378,9.125
09-17,16.6,14.571,44.591,30.038,15.5,20.9,20.44,30.316,12.8,33.895,14.6,14.943,12.5,26.209,11.967,27.189,8.629,7.84,21.089,18.256
09-18,14.25,27.933,36.633,38.077,27.4,20.933,30.44,43.65,16.056,28.133,23.44,11.829,24.837,16.9,15.879,28.667,15.543,13.48,24.644,15.0
09-19,26.4,16.074,28.533,37.2,34.233,20.286,18.25,27.529,18.714,17.75,8.96,22.067,14.26,15.833,20.067,18.5,10.857,11.889,20.769,17.743
09-20,34.263,25.607,33.9,27.467,19.633,16.536,20.45,17.941,22.56,15.85,18.81,17.242,13.18,26.256,20.257,11.7,11.8,16.12,16.975,21.457
09-21,12.64,18.786,20.333,22.0,30.667,19.074,63.273,24.375,20.28,29.81,28.045,17.706,12.404,18.822,11.086,18.0,14.086,18.367,22.25,12.385
09-22,12.632,12.3,11.867,46.727,31.125,29.759,43.87,35.737,15.24,17.95,27.917,17.645,22.612,13.429,11.382,11.743,11.562,14.5,15.467,9.8
09-23,21.391,15.2,23.16,23.536,27.467,48.233,42.44,32.2,20.625,17.6,27.333,24.154,18.46,25.523,10.286,16.05,21.8,20.167,8.975,19.875
09-24,26.6,22.957,18.933,26.607,34.767,34.167,14.95,26.267,13.708,13.92,17.35,20.086,10.333,19.071,11.5,14.568,29.564,8.933,18.725,18.629
09-25,21.4,19.217,40.9,40.071,37.259,36.6,23.417,46.68,16.105,19.72,16.2,18.571,12.119,16.84,13.867,15.275,21.771,19.259,17.676,23.85
09-26,13.083,35.308,29.933,35.269,26.133,28.364,19.64,27.3,20.87,16.8,13.05,24.833,14.929,15.7,11.414,21.771,16.95,21.815,17.175,22.429
09-27,15.04,21.92,35.393,47.4,22.933,14.333,29.333,15.176,22.85,16.44,17.375,20.758,19.047,11.755,9.7,15.811,12.806,22.545,21.575,16.152
09-28,24.52,28.033,31.4,15.667,50.692,32.467,35.174,27.333,43.52,18.955,16.867,34.118,25.898,22.96,6.5,26.7,16.244,16.886,13.343,14.875
09-29,31.0,24.12,23.9,24.167,44.481,23.233,25.348,33.1,25.56,27.0,27.318,25.258,23.104,13.939,10.067,24.974,17.907,17.176,14.95,9.2
09-30,41.76,18.64,38.0,30.074,23.276,26.733,34.04,20.5,41.32,26.04,23.348,15.4,23.408,27.5,16.731,18.121,14.385,13.314,11.0,18.825
10-01,44.08,24.636,38.655,35.0,40.231,23.733,25.4,13.118,30.75,31.565,23.64,12.3,17.109,19.279,16.686,18.0,15.8,8.743,12.182,18.325
10-02,30.36,36.704,34.69,27.241,44.7,17.48,27.217,18.08,37.68,33.28,14.8,11.575,22.447,19.479,18.943,14.65,16.267,13.765,11.7,13.711
10-03,48.36,38.5,32.6,24.207,18.767,17.28,29.28,35.72,28.381,30.28,9.68,19.303,12.28,30.449,24.114,27.825,12.711,15.171,11.675,13.944
10-04,50.792,21.217,26.367,26.333,9.967,17.679,15.25,36.227,36.08,18.04,19.08,18.9,18.78,30.356,19.5,24.175,27.133,16.152,12.625,16.75
10-05,57.696,29.783,25.333,12.733,15.556,17.679,23.294,43.609,32.76,16.545,18.65,32.216,28.682,26.956,13.9,25.45,24.436,10.939,16.091,13.718
10-06,53.8,33.28,13.1,32.692,23.643,35.75,22.273,39.76,19.4,49.8,18.7,31.154,25.523,20.111,18.128,18.3,16.976,9.229,20.3,10.775
10-07,54.96,13.96,21.852,50.067,26.929,38.0,24.92,20.36,36.76,39.571,22.526,33.41,19.8,14.905,13.5,29.947,16.475,24.057,19.275,8.789
10-08,41.0,31.261,42.037,54.231,41.567,27.6,24.64,23.913,18.167,16.44,32.938,37.229,15.267,24.0,25.925,27.243,15.971,13.088,23.275,15.714
10-09,17.0,25.037,38.933,40.533,27.071,28.833,38.111,19.76,16.76,28.0,32.96,22.324,12.023,28.357,16.5,27.75,8.525,24.829,16.571,11.933
10-10,24.24,45.87,24.0,26.567,27.867,40.593,48.15,14.2,14.818,26.68,24.36,27.441,16.682,22.196,24.368,10.025,12.425,14.611,23.2,18.216
10-11,40.92,29.955,28.458,25.4,25.68,27.208,25.65,13.583,40.45,18.92,34.227,15.382,20.244,20.209,30.575,13.475,15.0,12.541,19.667,18.375
10-12,38.32,31.591,33.12,23.033,45.214,30.28,36.222,25.409,24.455,30.333,20.5,24.371,18.341,25.244,17.41,17.2,15.688,16.343,17.333,12.0
10-13,34.08,27.76,12.12,39.24,51.862,30.76,34.263,39.92,23.8,23.045,14.042,20.241,15.409,10.634,28.675,15.829,21.371,14.343,19.0,12.615
10-14,29.955,23.867,22.16,42.0,33.4,19.967,28.16,22.24,13.7,26.81,16.792,13.083,16.044,14.628,13.15,19.457,11.6,16.425,11.756,17.351
10-15,42.32,30.2,37.304,33.692,40.536,15.333,8.32,36.12,21.529,33.48,43.68,15.314,17.467,20.553,19.325,14.2,20.229,17.1,19.667,23.325
10-16,37.96,19.1,48.417,41.741,40.5,17.2,9.429,48.04,44.0,21.714,36.36,15.143,37.075,28.263,34.172,15.552,22.514,13.15,20.075,17.103
10-17,51.96,20.679,27.556,14.4,51.367,17.667,38.208,45.318,21.176,12.04,25.6,25.103,34.312,35.946,26.775,16.35,17.229,15.6,17.125,15.625
10-18,34.28,28.889,35.724,15.067,26.167,26.038,36.04,36.64,19.81,12.84,37.375,15.758,23.658,30.756,15.975,12.625,30.286,25.41,16.658,19.05
10-19,18.571,34.033,38.267,13.2,41.577,53.667,45.84,35.48,21.84,34.3,37.0,16.769,23.917,25.394,7.875,15.6,27.2,33.75,15.475,16.425
10-20,24.84,36.567,25.867,31.808,37.741,48.0,37.571,21.833,16.32,35.68,29.222,42.269,24.649,22.7,10.371,26.1,24.3,23.575,14.775,4.85
10-21,58.12,36.067,31.333,32.227,34.067,38.233,35.52,21.96,18.96,29.474,27.16,24.4,19.15,25.286,14.325,30.8,17.5,26.175,10.143,16.0
10-22,43.16,55.615,47.7,23.353,48.448,20.345,17.2,31.95,50.333,41.682,37.174,20.8,11.85,20.171,11.0,22.781,15.711,13.3,13.814,13.611
10-23,33.64,43.111,40.828,38.7,45.923,27.633,16.16,26.474,59.667,45.0,36.32,16.8,37.775,18.217,12.975,14.333,15.425,14.206,16.917,17.212
10-24,29.286,45.467,41.414,48.55,38.1,24.333,42.84,25.7,28.783,41.0,20.12,12.967,29.026,23.333,10.485,9.943,11.6,13.152,22.111,23.8
10-25,22.238,19.464,34.034,34.08,30.7,40.069,42.045,42.4,36.4,29.1,33.409,29.406,17.25,26.592,9.65,16.057,16.306,15.516,21.205,22.083
10-26,50.632,16.464,37.9,32.68,38.333,75.464,40.833,43.36,42.56,44.111,36.667,41.135,37.325,14.867,15.077,34.156,16.8,44.154,23.556,24.8
10-27,50.875,17.44,25.889,25.68,39.15,32.48,37.68,19.958,36.28,31.889,33.64,47.0,34.441,11.4,30.5,34.4,22.25,28.128,20.511,13.625
10-28,57.909,16.0,51.792,31.72,43.16,25.724,21.28,18.08,18.381,12.619,19.56,22.138,16.45,23.6,25.125,42.571,13.767,27.225,10.8,28.25
10-29,51.95,19.0,39.409,47.5,28.955,20.767,42.292,18.333,16.958,24.25,23.44,22.229,19.45,25.28,33.969,35.706,17.067,17.375,15.795,19.886
10-30,29.0,25.72,35.464,28.25,40.464,17.433,36.08,37.25,47.727,37.091,26.2,18.743,31.194,17.18,26.846,10.559,12.103,26.743,24.556,23.514
10-31,50.533,41.091,31.833,54.769,37.333,31.8,41.24,40.96,47.789,22.72,24.76,17.206,28.121,24.58,13.872,10.367,12.6,27.911,26.622,14.629
11-01,53.0,38.071,16.5,26.633,33.733,13.714,50.048,36.12,29.429,21.72,28.92,51.057,31.974,25.94,11.4,20.5,26.379,27.111,28.675,22.525
11-02,41.15,27.72,24.56,25.167,39.1,21.7,26.48,27.56,18.12,19.76,21.24,33.971,27.975,14.571,11.525,16.467,21.686,15.744,21.044,20.375
11-03,27.067,21.6,12.96,46.233,27.2,51.13,14.909,19.12,15.2,27.5,27.75,27.643,43.265,24.844,30.179,22.367,22.225,18.089,17.6,9.822
11-04,38.944,11.5,12.2,38.867,33.103,64.483,19.84,8.2,33.333,18.0,15.52,29.857,27.343,27.78,41.8,32.96,15.075,20.889,19.045,22.326
11-05,35.28,18.84,28.444,44.2,35.519,40.4,33.88,45.909,33.1,14.235,23.882,29.364,24.257,21.614,18.231,19.0,12.2,21.8,14.711,23.349
11-06,32.84,34.2,21.967,69.0,22.893,30.533,50.24,36.208,41.8,21.095,28.917,23.514,26.543,21.217,19.528,28.286,11.8,37.943,32.571,15.422
11-07,28.917,32.103,56.276,53.5,44.333,30.32,37.167,20.955,33.833,22.16,18.68,34.125,18.4,15.467,33.658,20.086,14.025,21.15,25.0,17.775
11-08,26.6,38.24,41.6,30.3,43.8,19.64,49.818,53.429,38.4,28.16,42.5,29.194,21.943,18.976,15.6,11.688,23.079,24.452,23.8,11.265
11-09,41.55,19.241,45.7,11.933,71.923,27.962,58.52,63.292,32.88,33.24,45.56,28.886,28.171,28.74,11.675,22.265,29.743,28.405,22.031,10.1
11-10,45.05,16.067,28.467,17.857,78.2,16.76,60.227,47.72,27.042,26.368,50.6,27.424,29.281,14.82,26.125,23.771,21.613,30.7,20.029,15.325
11-11,60.76,19.2,35.958,24.0,76.357,23.5,30.0,34.72,37.68,24.059,50.44,41.417,38.75,15.489,22.919,28.114,31.353,19.275,18.265,18.925
11-12,53.55,27.48,20.643,46.087,58.286,41.467,25.68,55.96,37.417,56.273,53.56,32.943,29.256,14.62,20.474,20.743,29.133,16.125,19.848,14.65
11-13,33.55,29.133,26.111,24.826,56.654,21.571,42.636,47.312,57.095,55.455,47.32,30.886,20.821,19.26,24.95,13.971,20.111,9.342,33.967,9.525
11-14,51.167,43.125,69.52,22.48,45.1,57.0,47.273,71.857,26.95,43.0,31.44,31.353,18.825,45.9,34.432,16.133,19.289,10.103,25.675,14.956
11-15,40.52,53.852,48.409,51.08,27.2,51.923,38.8,18.625,71.5,37.96,20.917,26.552,17.625,33.92,28.422,11.971,30.8,28.727,37.59,17.875
11-16,59.36,35.357,30.533,36.56,44.714,19.96,51.565,32.478,14.417,33.44,37.619,38.345,19.429,21.06,20.956,22.257,25.9,28.675,34.95,24.022
11-17,59.88,19.6,28.9,38.609,43.105,24.3,37.72,40.48,32.16,35.3,45.667,19.0,28.086,26.44,22.5,26.37,32.5,31.733,27.171,15.953
11-18,51.76,23.867,65.333,50.222,42.435,53.2,40.6,33.0,32.44,42.1,27.35,26.067,15.103,17.9,25.658,30.235,45.425,28.844,28.6,18.067
11-19,48.56,41.31,41.69,33.08,45.8,54.867,32.4,23.4,40.045,45.292,38.143,31.179,18.875,27.217,36.027,41.314,27.15,8.133,28.65,22.932
11-20,31.68,30.346,45.6,70.2,56.115,36.6,16.64,53.6,43.81,46.81,27.16,26.225,12.25,30.225,31.083,30.343,16.175,21.911,41.4,20.268
11-21,36.2,43.741,20.48,70.25,39.12,42.333,17.68,62.81,57.65,39.6,30.08,25.175,25.306,29.217,43.718,27.844,10.75,25.974,33.179,18.675
11-22,23.0,29.407,29.586,58.3,42.48,34.074,58.045,63.619,19.682,23.0,42.2,30.308,26.825,39.643,22.4,11.8,22.525,14.0,30.85,21.146
11-23,63.292,37.174,43.533,45.467,70.833,60.667,61.762,55.5,21.32,41.273,41.65,14.447,31.528,14.023,22.538,39.5,27.575,28.757,36.129,21.533
11-24,57.36,42.8,51.933,39.586,37.074,66.1,76.125,27.32,32.68,53.667,47.773,22.564,31.125,30.295,39.175,36.286,26.615,39.182,31.6,18.125
11-25,45.16,34.56,73.963,53.7,66.321,41.37,62.84,6.8,49.261,24.238,44.08,35.385,14.225,30.911,27.8,39.765,35.057,34.2,12.2,25.235
11-26,40.4,47.955,68.103,53.9,75.88,29.833,53.0,41.52,18.88,22.0,38.684,28.541,27.725,22.163,23.75,46.867,39.0,10.111,30.425,20.978
