Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
02-24,2.993,2.587,1.968,1.576,0.959,1.113,1.225,1.115,0.627,1.37,0.925,0.882,0.689,0.427,0.61,0.903,0.863,0.512,0.405,0.196
02-25,2.99,1.983,2.325,1.647,1.404,1.711,0.867,1.04,1.16,1.225,1.417,1.09,1.025,0.442,0.8,0.56,0.81,0.566,0.235,0.48
02-26,2.847,3.443,1.718,1.841,1.817,0.746,0.423,1.375,1.188,1.243,1.234,0.9,0.812,0.416,0.646,0.497,0.753,0.304,0.312,0.36
02-27,1.267,3.04,2.017,1.773,1.456,0.577,1.776,1.385,1.029,1.323,1.143,0.74,0.7,0.59,0.604,0.65,0.616,0.582,0.5,0.322
02-28,2.343,3.353,1.41,1.624,1.483,0.915,1.323,1.362,1.441,1.127,0.72,0.7,1.087,1.063,0.793,0.51,0.41,0.477,0.366,0.315
03-01,2.593,3.177,1.431,1.363,0.99,1.012,1.046,1.316,0.977,0.53,0.693,0.788,0.833,1.137,0.813,0.627,0.603,0.574,0.277,0.282
03-02,2.243,2.387,1.34,0.97,2.11,1.173,0.986,1.328,0.947,0.996,1.179,1.026,0.842,0.507,0.53,0.777,0.749,0.435,0.477,0.212
03-03,2.297,2.5,1.207,1.227,1.507,0.7,1.323,1.256,0.707,0.977,1.425,0.928,0.982,0.59,0.684,0.988,0.625,0.492,0.326,0.171
03-04,2.503,2.418,1.545,1.3,1.155,1.45,1.407,0.608,0.62,1.207,1.039,0.786,0.737,1.03,0.389,0.893,0.75,0.518,0.223,0.37
03-05,1.793,2.203,1.783,1.429,1.03,1.36,0.983,1.391,0.725,1.07,1.218,0.675,0.443,0.913,0.413,0.49,0.426,0.485,0.373,0.431
03-06,1.283,3.224,1.981,1.692,1.648,0.712,1.3,1.117,0.697,1.09,1.69,0.5,0.668,1.092,0.66,0.823,0.39,0.531,0.307,0.443
03-07,3.367,2.683,1.746,1.5,1.097,0.552,1.1,1.312,0.627,0.99,0.9,0.6,0.919,0.88,0.553,0.746,0.422,0.511,0.369,0.362
03-08,2.237,2.607,1.993,1.46,1.028,0.528,1.513,1.308,0.747,0.74,0.912,0.518,0.68,0.962,0.467,0.623,0.367,0.515,0.569,0.267
03-09,2.563,2.623,1.396,0.936,0.617,0.671,1.343,1.16,1.11,0.867,0.627,0.678,0.73,0.788,0.407,0.729,0.258,0.723,0.358,0.22
03-10,1.937,2.83,0.904,1.596,0.872,1.407,1.54,1.862,0.47,0.812,0.6,0.474,0.716,0.5,0.363,0.571,0.352,0.663,0.377,0.217
03-11,2.173,1.988,1.918,1.73,1.361,0.957,1.553,1.024,0.735,0.825,0.711,1.044,0.724,0.53,0.263,0.529,0.24,0.489,0.25,0.306
03-12,1.47,3.208,1.288,1.413,1.313,1.097,1.137,1.377,1.182,0.848,1.057,0.816,0.57,0.492,0.81,0.368,0.3,0.43,0.402,0.318
03-13,1.297,2.5,1.94,1.393,1.425,0.54,1.207,1.572,1.112,1.148,1.05,0.688,0.633,0.861,0.896,0.406,0.542,0.567,0.443,0.277
03-14,1.827,2.543,1.59,1.841,1.504,0.807,0.924,1.076,0.907,0.86,0.573,0.744,0.669,0.804,0.689,0.477,0.529,0.586,0.563,0.309
03-15,1.621,2.432,2.038,1.22,1.148,0.908,1.48,0.988,0.896,0.593,0.504,0.672,0.579,1.331,0.657,0.667,0.691,0.639,0.305,0.392
03-16,1.413,2.382,1.497,0.877,1.604,0.577,1.14,1.254,0.96,0.58,0.682,0.708,0.805,0.755,0.275,0.49,0.568,0.595,0.483,0.349
03-17,1.677,2.035,1.148,1.357,1.876,0.557,1.038,0.812,0.603,0.556,1.156,0.846,0.825,0.387,0.427,0.673,0.663,0.518,0.322,0.38
03-18,2.057,1.98,1.462,1.25,1.655,1.085,0.93,1.008,0.454,0.827,1.119,0.81,0.72,0.54,0.323,0.667,0.575,0.497,0.249,0.189
03-19,2.357,2.417,1.862,1.5,1.404,1.313,0.333,1.044,0.696,0.86,0.61,0.66,0.65,0.79,0.79,0.643,0.334,0.418,0.238,0.296
03-20,1.527,2.568,1.224,1.859,1.112,0.94,0.807,1.196,0.98,0.596,0.632,0.513,0.443,0.783,0.897,0.837,0.27,0.388,0.389,0.227
03-21,1.862,1.997,1.293,1.75,0.81,0.957,0.613,1.362,0.853,0.653,0.772,0.443,0.331,0.679,0.783,0.574,0.472,0.452,0.512,0.364
03-22,1.58,2.267,1.227,1.627,0.576,1.19,1.2,1.118,0.617,0.58,1.176,0.735,0.6,0.368,0.647,0.517,0.67,0.43,0.418,0.272
03-23,2.54,2.647,1.557,1.21,1.317,1.186,0.878,1.21,0.587,0.846,0.959,0.588,0.441,0.305,0.49,0.657,0.71,0.514,0.397,0.193
03-24,2.353,2.362,1.01,1.685,1.576,0.907,1.35,1.084,0.58,0.871,0.838,0.727,0.658,0.632,0.688,0.806,0.443,0.603,0.25,0.177
03-25,2.22,1.957,1.307,1.1,1.523,0.757,0.933,0.932,0.629,0.812,0.752,0.796,0.651,0.774,0.72,0.66,0.335,0.387,0.28,0.24
03-26,2.147,2.567,1.514,1.164,1.397,0.841,0.693,1.245,0.915,0.66,0.977,0.759,0.411,1.0,0.696,0.483,0.255,0.422,0.383,0.173
03-27,1.64,2.183,1.586,1.458,1.258,0.9,0.973,1.07,0.844,0.7,0.793,0.59,0.553,0.971,0.478,0.664,0.262,0.472,0.359,0.247
03-28,2.197,2.077,1.546,1.221,1.303,1.136,1.138,1.176,0.872,0.604,0.667,0.879,0.552,0.652,0.552,0.653,0.316,0.35,0.293,0.238
03-29,2.12,2.352,1.214,1.35,0.924,1.735,1.103,1.056,0.843,0.624,1.0,0.721,0.6,0.533,0.533,0.502,0.503,0.305,0.276,0.283
03-30,2.5,2.373,1.382,1.317,1.341,1.16,1.083,1.0,0.893,0.765,0.632,0.704,0.656,0.553,0.556,0.511,0.39,0.422,0.278,0.344
03-31,2.463,3.056,1.093,1.917,1.73,0.917,1.035,0.876,0.862,1.035,0.655,0.63,0.656,0.503,0.737,0.656,0.496,0.51,0.184,0.253
04-01,2.287,2.264,1.793,2.287,2.023,0.871,0.943,0.765,0.837,0.647,0.515,0.674,0.54,0.743,0.7,0.707,0.372,0.247,0.176,0.216
04-02,2.143,2.692,1.857,2.31,1.771,1.227,0.688,0.862,0.784,0.785,0.423,0.43,0.26,0.548,0.767,0.74,0.34,0.18,0.319,0.332
04-03,1.61,2.756,2.374,1.697,1.119,0.81,0.62,1.235,0.764,0.504,0.668,0.51,0.372,0.403,0.673,0.46,0.43,0.413,0.242,0.223
04-04,2.82,2.97,2.048,1.663,1.95,1.121,0.707,1.25,0.795,0.55,0.533,0.554,0.4,0.8,0.483,0.291,0.597,0.287,0.292,0.214
04-05,1.387,2.808,2.025,1.333,1.03,1.077,1.026,0.72,0.696,0.485,0.77,0.483,0.543,0.95,0.473,0.511,0.622,0.608,0.343,0.171
04-06,2.443,2.488,1.796,1.13,1.695,1.058,0.967,0.57,0.993,0.517,0.838,0.592,0.713,0.697,0.313,0.558,0.753,0.752,0.388,0.142
04-07,1.864,2.368,1.256,1.307,1.297,1.224,0.979,0.795,0.62,1.003,0.85,0.592,0.19,0.684,0.593,0.737,0.665,0.597,0.324,0.172
04-08,2.217,2.16,1.462,1.275,1.08,1.1,0.427,0.54,0.686,0.56,1.048,0.544,0.376,0.626,0.497,0.729,0.77,0.443,0.192,0.3
04-09,1.967,2.32,2.0,1.693,1.007,1.32,0.757,0.788,0.857,0.521,0.681,0.497,0.443,0.496,0.55,0.616,0.757,0.385,0.245,0.242
04-10,1.324,2.17,1.91,2.15,0.55,0.528,0.753,0.824,0.844,0.414,0.707,0.454,0.566,0.66,0.758,0.589,0.694,0.513,0.28,0.329
04-11,2.077,2.03,1.962,1.52,0.657,0.871,0.785,1.005,1.13,0.36,0.583,0.38,0.574,0.461,0.713,0.653,0.556,0.46,0.412,0.206
04-12,1.773,1.883,1.753,1.357,0.533,1.296,0.703,0.68,0.613,0.37,0.86,0.59,0.638,0.548,0.673,0.562,0.629,0.318,0.28,0.148
04-13,1.87,1.923,1.527,0.973,0.7,1.172,0.523,0.613,0.87,0.596,0.464,0.59,0.56,0.396,0.676,0.717,0.638,0.378,0.227,0.2
04-14,1.708,2.122,1.237,1.283,1.259,0.944,0.31,1.33,0.531,0.643,0.661,0.548,0.559,0.387,0.74,0.518,0.618,0.312,0.086,0.318
04-15,2.629,2.11,1.562,1.173,1.525,1.5,0.527,1.04,0.837,0.564,0.627,0.652,0.648,0.76,0.656,0.609,0.476,0.289,0.286,0.297
04-16,2.287,1.913,1.61,1.112,0.982,1.857,0.483,1.007,1.145,0.433,0.793,0.5,0.39,0.887,0.624,0.765,0.5,0.291,0.379,0.23
04-17,1.811,2.347,1.92,0.987,1.3,1.108,0.925,1.031,0.956,0.646,0.876,0.524,0.55,0.957,0.463,0.775,0.424,0.457,0.338,0.215
04-18,1.696,1.5,1.931,0.64,0.957,1.314,0.852,0.66,0.983,0.713,0.7,0.729,0.382,0.796,0.492,0.592,0.531,0.477,0.295,0.14
04-19,1.811,2.263,1.93,0.816,0.95,1.378,0.854,1.0,1.0,0.667,0.879,0.64,0.747,0.767,0.556,0.356,0.689,0.418,0.228,0.175
04-20,1.952,2.05,1.66,0.82,1.463,1.236,1.11,0.99,0.972,0.554,0.715,0.552,0.65,0.79,0.504,0.677,0.702,0.394,0.342,0.138
04-21,1.337,1.967,1.212,1.431,1.393,1.112,1.029,0.824,0.627,0.593,0.875,0.417,0.512,0.641,0.504,0.644,0.778,0.41,0.292,0.15
04-22,0.948,1.894,1.944,1.644,1.597,1.033,0.797,0.624,0.793,0.657,1.085,0.227,0.362,0.843,0.623,0.719,0.616,0.336,0.3,0.222
04-23,1.533,2.136,1.888,1.741,1.272,1.062,0.536,0.925,0.91,0.504,0.847,0.303,0.211,0.896,0.893,0.656,0.696,0.307,0.517,0.305
04-24,1.3,1.771,1.58,1.63,1.255,0.841,0.825,1.244,0.974,0.55,0.637,0.267,0.335,0.886,0.768,0.517,0.848,0.514,0.423,0.267
04-25,1.693,1.667,1.616,1.718,1.507,0.728,1.08,0.72,0.964,0.573,0.329,0.317,0.397,0.893,0.761,0.504,0.4,0.477,0.313,0.251
04-26,2.308,1.932,1.667,1.587,1.22,0.759,0.77,0.996,1.133,0.5,0.444,0.5,0.322,1.079,0.74,0.511,0.713,0.365,0.425,0.218
04-27,2.26,3.232,1.307,1.277,1.318,1.118,1.053,1.7,0.983,0.641,0.513,0.55,0.518,0.873,0.387,0.539,0.528,0.636,0.36,0.327
04-28,2.471,3.024,0.91,1.775,1.044,1.157,1.22,1.632,0.821,0.533,0.629,0.403,0.647,0.544,0.618,0.783,0.458,0.384,0.355,0.237
04-29,2.713,2.048,1.679,1.893,2.152,1.089,0.88,0.836,0.924,0.697,0.474,0.737,0.764,0.819,0.8,1.02,0.638,0.236,0.347,0.408
04-30,2.69,2.74,1.717,1.797,1.408,1.237,0.827,1.004,1.304,0.593,0.585,0.596,0.629,0.476,1.037,0.649,0.387,0.347,0.49,0.368
05-01,2.45,2.212,1.28,1.317,1.688,1.01,0.657,0.7,0.995,0.404,0.465,0.444,0.673,0.633,0.596,0.5,0.53,0.436,0.187,0.237
05-02,2.742,2.674,1.596,1.293,1.283,1.077,0.874,0.952,0.636,0.452,0.73,0.708,0.484,0.904,0.66,0.64,0.588,0.58,0.364,0.222
05-03,2.54,2.937,1.7,1.367,0.923,0.77,0.888,0.791,0.743,0.304,0.855,0.454,0.635,1.073,0.776,0.525,0.7,0.645,0.308,0.21
05-04,2.413,2.504,1.383,1.23,1.992,1.113,1.016,0.941,0.712,0.484,0.69,0.863,0.675,0.86,0.68,0.6,0.936,0.589,0.42,0.216
05-05,2.16,2.757,1.037,1.257,1.983,0.937,1.008,0.868,0.492,0.48,0.678,0.659,0.558,0.667,0.746,0.625,0.742,0.568,0.184,0.205
05-06,2.248,1.817,1.657,1.49,2.183,1.448,1.244,0.7,0.804,0.479,0.945,0.64,0.467,0.971,0.729,0.748,0.637,0.404,0.234,0.138
05-07,2.184,2.16,1.673,1.424,2.142,1.197,0.82,0.79,0.833,0.532,0.926,0.607,0.451,0.913,1.71,0.733,0.551,0.408,0.298,0.203
05-08,1.496,2.15,1.827,1.777,1.875,0.973,1.081,0.539,1.148,0.547,0.89,0.425,0.605,0.796,1.095,0.614,0.372,0.504,0.563,0.15
05-09,1.788,1.793,1.405,1.97,1.66,1.275,1.107,1.012,0.714,0.633,0.758,0.847,0.655,0.907,0.852,0.618,0.418,0.706,0.286,0.138
05-10,1.936,2.027,1.488,1.783,1.523,1.063,1.0,0.788,1.148,0.477,0.731,0.59,0.709,0.873,0.664,0.54,0.592,0.642,0.27,0.11
05-11,1.69,2.283,1.64,1.073,1.483,1.152,0.45,0.696,0.993,0.546,0.816,0.794,0.659,0.866,0.608,0.65,0.568,0.526,0.324,0.169
05-12,2.033,1.957,1.024,1.24,1.597,1.162,0.957,0.624,0.562,0.535,0.872,0.765,0.647,0.917,0.876,0.542,0.658,0.634,0.266,0.238
05-13,2.176,1.807,1.178,1.315,1.525,1.495,0.844,0.478,0.97,0.588,0.82,0.724,0.626,0.775,0.85,0.86,0.649,0.45,0.252,0.332
05-14,1.897,2.253,1.41,1.465,1.344,1.421,0.516,0.615,0.817,0.623,0.759,0.808,0.397,0.904,0.539,0.605,0.471,0.536,0.296,0.447
05-15,1.057,2.125,2.167,1.357,1.371,1.088,0.408,0.571,0.75,0.589,0.795,0.638,0.374,0.99,0.56,0.705,0.576,0.542,0.214,0.26
05-16,1.285,1.983,1.871,1.621,0.947,1.088,0.523,0.592,0.617,0.504,0.559,0.542,0.497,0.99,0.737,0.669,0.564,0.534,0.271,0.342
05-17,1.645,1.956,2.113,1.24,0.963,1.014,1.245,0.85,0.912,0.223,0.923,0.748,0.512,0.733,0.707,0.619,0.467,0.53,0.208,0.275
05-18,2.189,2.09,1.023,0.94,1.491,1.104,0.713,0.846,1.239,0.495,0.631,0.644,0.768,0.847,0.533,0.615,0.622,0.584,0.224,0.165
05-19,1.896,1.873,0.9,1.369,1.132,0.908,1.028,0.94,0.763,0.444,0.724,0.654,0.463,0.669,0.703,0.777,0.645,0.496,0.2,0.14
05-20,1.91,1.68,1.203,1.24,1.07,0.897,0.75,0.924,0.847,0.82,0.79,0.732,0.543,0.83,0.863,0.605,0.63,0.462,0.232,0.221
05-21,1.65,1.788,1.704,1.05,1.4,0.88,0.523,0.759,1.532,0.59,0.706,0.563,0.389,0.759,0.863,0.748,0.671,0.512,0.339,0.3
05-22,1.307,1.519,1.45,1.15,1.421,0.713,0.811,0.859,0.804,0.483,0.717,0.44,0.341,0.807,0.787,0.742,0.547,0.524,0.269,0.234
05-23,1.464,1.8,1.39,1.037,1.043,1.185,0.812,0.935,0.58,0.537,0.467,0.552,0.413,0.981,0.88,0.684,0.504,0.504,0.394,0.272
05-24,2.155,2.22,1.596,1.483,0.73,0.972,0.661,0.848,0.677,0.33,0.685,0.66,0.494,0.9,0.67,0.542,0.515,0.479,0.366,0.274
05-25,2.217,1.492,1.23,1.13,1.352,1.165,0.683,1.088,0.73,0.624,0.635,0.611,0.612,0.77,0.687,0.602,0.702,0.686,0.191,0.21
05-26,1.767,1.155,0.757,1.639,1.021,1.008,0.886,0.68,0.524,0.527,0.825,0.581,0.617,0.773,0.856,0.517,0.531,0.524,0.143,0.127
05-27,1.963,0.987,1.071,1.112,0.937,1.613,0.82,0.584,0.815,0.504,0.585,0.644,0.621,1.09,0.985,0.722,0.647,0.467,0.163,0.217
05-28,1.953,1.757,1.163,0.988,1.332,1.113,0.676,0.567,0.737,0.51,1.05,0.496,0.351,0.955,1.063,0.759,0.66,0.515,0.268,0.202
05-29,1.808,1.896,1.1,0.968,1.377,1.004,1.012,0.629,0.414,0.617,0.635,0.363,0.551,0.897,0.896,0.805,0.533,0.465,0.159,0.265
05-30,1.616,1.908,1.269,1.552,1.023,0.932,1.495,0.695,0.404,0.397,0.59,0.597,0.536,0.723,0.903,0.62,0.529,0.457,0.246,0.25
05-31,2.6,2.237,1.233,1.322,0.783,0.896,0.729,0.467,0.6,0.313,0.8,0.413,0.494,0.633,0.681,0.524,0.68,0.486,0.22,0.221
06-01,2.42,2.05,1.87,1.252,0.972,0.928,0.895,0.72,0.64,0.564,0.81,0.366,0.515,0.712,0.484,0.604,0.662,0.518,0.312,0.163
06-02,2.277,2.143,1.143,1.928,1.3,1.019,0.795,0.624,0.38,0.575,0.805,0.386,0.477,0.484,0.6,0.696,0.724,0.42,0.13,0.149
06-03,1.867,2.093,1.565,2.332,1.524,1.313,1.156,0.516,0.41,0.369,0.721,0.517,0.714,0.5,0.52,0.648,0.627,0.475,0.116,0.297
06-04,1.493,1.975,1.528,2.052,1.18,0.943,0.664,0.723,0.5,0.262,0.774,0.366,0.431,0.767,0.562,0.589,0.678,0.411,0.176,0.307
06-05,1.941,1.996,1.4,2.217,1.597,0.86,0.77,0.972,0.727,0.239,0.62,0.263,0.63,0.673,0.628,0.691,0.416,0.448,0.303,0.204
06-06,2.723,2.453,0.884,1.419,1.19,1.043,0.895,0.82,0.71,0.343,0.473,0.307,0.7,0.72,0.695,0.627,0.384,0.507,0.297,0.36
06-07,1.507,2.533,1.244,1.44,0.91,1.165,0.592,0.684,0.724,0.316,0.655,0.5,0.55,0.732,0.732,0.54,0.675,0.59,0.297,0.327
06-08,1.877,2.963,1.548,1.185,0.95,1.057,0.62,0.84,1.063,0.417,0.656,0.581,0.544,0.687,0.736,0.485,0.673,0.402,0.28,0.26
06-09,2.431,2.29,0.748,2.132,0.996,0.959,0.93,0.892,0.883,0.459,0.743,0.538,0.589,0.572,1.112,0.53,0.594,0.474,0.292,0.145
06-10,2.67,1.646,1.556,2.005,1.739,1.275,0.895,0.52,1.048,0.523,0.68,0.536,0.526,0.89,0.82,0.712,0.602,0.61,0.252,0.111
06-11,2.517,2.358,1.418,1.72,1.483,1.117,0.56,0.72,0.6,0.297,0.774,0.466,0.36,1.083,0.892,0.669,0.63,0.362,0.269,0.172
06-12,1.917,1.997,1.096,1.985,1.287,0.721,0.9,0.592,0.597,0.661,0.548,0.436,0.547,0.752,0.92,0.667,0.698,0.378,0.423,0.309
06-13,1.737,2.5,1.64,1.825,1.43,1.176,0.545,0.704,0.956,0.448,0.452,0.612,0.353,0.948,0.704,0.633,0.432,0.425,0.295,0.206
06-14,1.793,2.82,1.308,1.953,0.773,0.573,0.64,0.62,0.717,0.348,0.571,0.53,0.553,0.927,0.812,0.4,0.498,0.37,0.411,0.255
