Date,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
06-15,2.314,2.507,1.343,1.681,1.218,0.853,1.06,1.296,0.86,0.448,0.716,0.619,0.537,0.952,0.64,0.542,0.571,0.431,0.444,0.222
06-16,2.983,1.368,0.93,1.267,1.064,0.95,1.204,0.992,0.579,0.465,0.783,0.592,0.452,0.64,0.83,0.461,0.269,0.444,0.28,0.187
06-17,2.577,1.16,0.829,1.18,1.232,0.764,1.144,0.704,0.839,0.646,0.742,0.5,0.595,0.585,0.696,0.702,0.396,0.329,0.169,0.22
06-18,2.697,1.471,1.032,1.208,1.376,0.868,0.732,0.987,0.818,0.481,0.627,0.377,0.53,0.596,0.826,0.716,0.491,0.314,0.371,0.197
06-19,1.747,1.971,0.959,1.255,1.407,0.692,1.076,1.004,0.62,0.352,0.493,0.36,0.67,0.583,0.73,0.624,0.391,0.289,0.262,0.261
06-20,1.833,2.323,0.807,1.409,1.447,0.715,0.909,1.292,0.544,0.473,0.497,0.386,0.871,0.667,0.908,0.578,0.298,0.304,0.295,0.329
06-21,1.99,2.43,0.9,1.437,1.05,0.776,0.932,1.056,0.517,0.264,0.59,0.513,0.872,0.94,0.693,0.639,0.413,0.358,0.418,0.211
06-22,2.121,2.525,1.0,1.052,1.304,0.868,0.733,1.008,0.48,0.6,0.641,0.323,0.512,0.573,0.672,0.772,0.437,0.451,0.337,0.244
06-23,1.781,1.98,1.303,1.324,1.413,0.962,0.681,1.075,0.385,0.361,0.78,0.776,0.571,0.577,0.972,0.563,0.496,0.43,0.213,0.202
06-24,1.677,1.517,1.629,1.139,1.392,1.156,0.5,0.588,0.79,0.562,0.652,0.752,0.587,0.858,1.024,0.495,0.551,0.408,0.198,0.512
06-25,1.54,1.968,1.25,1.157,1.744,1.355,0.336,0.932,0.633,0.555,0.39,0.672,0.397,0.85,0.923,0.676,0.794,0.46,0.37,0.524
06-26,1.133,2.23,1.385,0.98,1.764,0.905,0.488,0.84,0.676,0.49,0.55,0.5,0.312,0.577,0.938,0.608,0.586,0.518,0.363,0.382
06-27,1.51,2.415,1.431,0.943,1.093,1.025,0.456,0.737,0.42,0.387,0.472,0.553,0.341,0.693,0.983,0.9,0.516,0.6,0.3,0.203
06-28,1.27,2.419,1.786,1.22,1.187,1.042,0.405,0.765,0.574,0.345,0.614,0.323,0.725,0.65,0.577,0.536,0.496,0.52,0.285,0.219
06-29,1.59,2.7,1.443,1.16,1.253,1.204,0.612,0.926,0.597,0.469,0.43,0.437,0.482,0.7,0.593,0.791,0.369,0.506,0.356,0.227
06-30,2.617,2.139,1.117,1.69,1.627,1.004,1.643,1.13,0.523,0.44,0.604,1.527,0.822,0.512,0.727,0.633,0.488,0.416,0.256,0.258
07-01,1.717,1.773,1.791,1.811,0.846,1.06,1.128,0.68,0.75,0.532,0.707,0.532,0.692,0.655,0.667,0.826,0.629,0.464,0.187,0.257
07-02,1.63,2.087,1.636,1.46,0.879,0.884,0.904,1.058,0.867,0.643,0.676,0.586,0.507,0.676,0.883,1.02,0.638,0.409,0.213,0.379
07-03,1.396,1.848,1.535,1.982,1.133,0.7,0.948,1.115,0.803,0.579,0.617,0.351,0.588,0.646,0.787,0.952,0.548,0.489,0.233,0.292
07-04,1.614,1.813,1.833,1.653,1.067,1.06,1.28,1.015,1.132,0.437,0.563,0.829,0.521,0.811,0.527,0.58,0.448,0.495,0.336,0.365
07-05,1.893,1.707,1.492,1.759,0.88,0.713,1.335,0.787,1.029,0.263,0.924,0.581,0.579,0.947,0.393,0.585,0.604,0.475,0.196,0.4
07-06,1.967,1.797,1.455,1.264,1.119,0.961,1.27,0.729,0.813,0.5,0.944,0.386,0.57,0.363,0.647,0.815,0.444,0.472,0.264,0.21
07-07,1.927,1.68,0.85,1.689,0.782,0.96,0.684,0.865,0.661,0.614,0.981,0.574,0.458,0.479,1.047,0.814,0.538,0.363,0.166,0.215
07-08,1.967,1.529,1.08,1.981,1.257,1.009,0.62,0.665,0.928,0.496,0.897,0.924,0.442,0.957,0.837,0.638,0.502,0.42,0.236,0.349
07-09,1.517,2.424,1.648,1.316,1.025,1.312,0.64,0.975,0.825,0.38,0.983,0.658,0.267,0.69,0.72,0.592,0.629,0.503,0.373,0.4
07-10,1.329,1.908,1.058,1.053,1.145,0.892,1.088,0.825,0.883,0.286,0.71,0.667,0.262,0.687,0.99,0.687,0.396,0.571,0.274,0.303
07-11,1.724,1.927,1.1,1.1,0.777,1.023,0.845,0.676,0.936,0.419,0.61,0.357,0.575,0.7,0.913,0.433,0.518,0.648,0.363,0.335
07-12,1.476,1.99,0.959,0.98,0.91,1.024,0.943,0.818,0.684,0.143,0.821,0.52,0.649,0.9,0.507,0.438,0.519,0.567,0.3,0.28
07-13,1.91,2.104,1.384,0.773,1.369,0.864,0.981,0.706,0.836,0.539,0.567,0.458,0.44,0.769,0.48,0.7,0.811,0.495,0.221,0.154
07-14,1.95,2.344,1.888,1.08,1.03,1.116,0.928,1.025,0.608,0.378,0.67,0.711,0.605,0.696,0.6,0.635,0.564,0.418,0.286,0.217
07-15,2.016,2.09,1.542,1.2,0.913,0.777,1.056,0.66,0.776,0.439,0.529,0.549,0.88,0.833,0.733,0.605,0.655,0.325,0.24,0.413
07-16,1.904,1.968,1.216,1.341,0.969,0.73,0.488,0.676,0.596,0.457,0.585,0.55,0.476,0.823,0.927,0.598,0.552,0.325,0.268,0.209
07-17,1.222,2.773,1.283,1.341,1.433,0.547,0.735,1.244,0.713,0.633,0.47,0.42,0.556,0.659,1.02,0.591,0.468,0.529,0.232,0.343
07-18,1.676,2.148,1.119,1.057,1.083,0.776,1.104,0.88,0.627,0.483,0.337,0.613,0.588,0.748,1.197,0.644,0.43,0.45,0.293,0.33
07-19,1.656,2.2,1.372,1.547,1.117,1.186,0.665,1.065,0.85,0.329,0.403,0.471,0.712,0.737,0.508,0.511,0.495,0.537,0.36,0.309
07-20,1.429,2.37,1.352,1.047,1.064,1.32,0.633,0.892,0.583,0.512,0.529,0.334,0.562,0.693,0.56,0.681,0.36,0.469,0.248,0.289
07-21,2.024,2.787,0.724,1.55,1.376,1.371,0.956,0.8,0.325,0.4,0.497,0.493,0.403,0.687,0.557,0.56,0.306,0.556,0.192,0.157
07-22,1.8,2.093,1.109,1.435,1.327,0.986,0.972,0.616,0.56,0.429,0.68,0.625,0.518,0.772,0.569,0.603,0.458,0.416,0.202,0.334
07-23,1.5,2.696,1.143,1.39,1.507,0.934,0.964,0.76,0.942,0.52,0.819,0.627,0.309,0.554,0.49,0.697,0.492,0.38,0.257,0.262
07-24,1.144,2.086,1.162,1.417,1.28,0.977,1.505,0.882,0.562,0.515,1.17,0.324,0.529,0.661,0.71,0.82,0.3,0.638,0.195,0.298
07-25,1.392,2.159,1.304,1.197,1.143,1.138,0.69,0.896,0.79,0.477,0.963,0.393,0.529,0.693,0.921,0.703,0.432,0.669,0.172,0.329
07-26,1.84,2.079,1.338,1.17,0.597,1.228,1.182,0.888,0.787,0.333,1.077,0.507,0.664,0.836,0.553,0.51,0.477,0.44,0.254,0.398
07-27,2.352,1.992,1.42,0.932,1.0,1.607,0.867,1.02,0.693,0.55,0.607,0.538,0.658,0.738,0.57,0.627,0.552,0.445,0.325,0.263
07-28,2.262,1.66,0.96,1.583,1.107,1.004,1.042,0.74,0.614,0.41,0.696,0.633,0.667,0.716,0.574,0.543,0.62,0.505,0.251,0.195
07-29,2.092,1.44,1.448,1.81,1.747,1.443,1.164,0.484,0.481,0.711,0.779,0.508,0.393,0.88,0.807,0.56,0.507,0.395,0.189,0.3
07-30,2.884,1.568,1.448,1.417,1.427,1.253,0.752,0.621,0.297,0.358,0.521,0.61,0.349,0.743,0.631,0.489,0.571,0.362,0.267,0.285
07-31,1.53,2.013,1.367,1.714,1.578,1.117,1.083,0.895,0.479,0.411,0.683,0.237,0.64,0.573,0.787,0.53,0.45,0.29,0.307,0.342
08-01,1.774,1.484,1.328,2.062,1.323,1.355,1.156,0.744,0.619,0.468,0.577,0.39,0.476,0.746,0.717,0.52,0.52,0.408,0.167,0.266
08-02,1.779,1.279,2.55,2.393,0.837,1.48,1.08,0.54,0.554,0.171,0.527,0.431,0.569,0.544,0.433,0.51,0.547,0.372,0.162,0.312
08-03,1.018,1.693,1.2,1.43,1.196,1.463,1.346,0.793,0.511,0.315,0.567,0.818,0.418,0.737,0.45,0.608,0.544,0.333,0.25,0.21
08-04,1.29,1.823,0.985,1.519,1.39,1.0,1.388,0.75,0.397,0.426,0.526,0.648,0.456,0.583,0.56,0.579,0.566,0.46,0.3,0.204
08-05,1.896,1.152,1.17,1.874,1.709,1.0,1.416,0.56,0.436,0.403,0.724,0.9,0.552,0.821,0.731,0.582,0.416,0.41,0.222,0.341
08-06,1.504,1.367,1.326,1.714,1.093,0.973,0.848,0.477,0.605,0.413,0.695,0.75,0.284,0.746,0.737,0.625,0.376,0.224,0.308,0.397
08-07,1.292,1.685,1.296,1.397,1.347,0.907,1.2,0.739,0.504,0.676,0.868,0.458,0.402,0.83,0.931,0.636,0.48,0.336,0.293,0.377
08-08,1.573,1.874,0.979,1.573,1.147,1.019,0.96,0.692,0.65,0.457,0.305,0.748,0.391,0.786,1.004,0.6,0.37,0.284,0.323,0.29
08-09,1.25,1.054,0.926,1.4,0.953,1.059,0.9,0.84,0.904,0.4,0.605,0.704,0.316,0.723,0.747,0.518,0.528,0.249,0.314,0.372
08-10,2.183,1.43,1.412,1.217,1.257,1.013,1.261,0.66,0.581,0.393,0.797,0.622,0.383,0.523,0.44,0.476,0.757,0.478,0.382,0.09
08-11,1.488,1.613,0.828,1.545,1.2,1.236,1.794,0.46,0.496,0.446,0.673,0.549,0.647,0.543,0.6,0.49,0.594,0.466,0.269,0.236
08-12,1.673,1.243,1.387,1.619,1.427,1.543,1.435,0.563,0.612,0.368,0.948,0.644,0.734,0.727,0.727,0.388,0.584,0.351,0.253,0.34
08-13,1.824,1.62,1.516,1.546,1.236,1.107,0.925,0.435,0.6,0.508,0.508,0.707,0.431,0.5,0.64,0.56,0.564,0.273,0.428,0.432
08-14,1.673,1.742,1.584,1.45,1.123,0.7,0.89,0.467,0.748,0.517,0.507,0.423,0.405,0.586,0.813,0.74,0.508,0.373,0.349,0.352
08-15,2.443,1.67,1.6,1.185,0.85,1.314,0.965,0.573,0.833,0.637,0.52,0.579,0.303,0.603,0.741,0.485,0.526,0.478,0.325,0.333
08-16,2.333,1.732,1.444,1.29,0.743,0.857,1.01,0.708,0.792,0.557,0.543,0.603,0.781,0.68,0.573,0.504,0.483,0.29,0.456,0.323
08-17,1.528,2.108,1.468,1.097,0.995,0.903,1.22,0.727,0.613,0.6,0.67,0.651,0.706,0.543,0.61,0.658,0.412,0.444,0.329,0.32
08-18,1.714,2.081,1.252,1.577,1.047,0.857,0.65,0.68,0.463,0.507,0.753,0.539,0.493,0.52,0.98,0.631,0.602,0.434,0.261,0.337
08-19,1.65,1.41,1.111,1.4,1.5,0.821,1.265,0.507,0.7,0.615,0.907,0.609,0.908,0.574,1.021,0.62,0.36,0.34,0.204,0.21
08-20,1.904,1.4,0.996,1.674,1.547,0.853,0.72,0.918,0.904,0.486,0.786,0.549,0.498,0.697,0.81,0.768,0.432,0.246,0.379,0.24
08-21,1.26,1.379,1.396,2.646,1.71,0.837,0.7,0.672,0.575,0.424,0.667,0.371,0.867,0.92,0.683,0.725,0.514,0.32,0.283,0.288
08-22,3.027,1.096,0.78,1.378,1.424,0.9,0.92,1.108,0.635,0.45,0.443,0.476,1.105,0.788,0.779,0.606,0.433,0.314,0.217,0.271
08-23,2.8,0.857,0.824,1.511,1.112,1.208,0.72,0.731,0.421,0.303,0.663,0.691,1.092,0.542,0.613,0.505,0.551,0.351,0.343,0.293
08-24,1.608,1.132,1.052,0.932,1.57,1.303,1.522,0.722,0.557,0.376,1.012,0.676,0.78,0.573,0.71,0.569,0.542,0.297,0.314,0.333
08-25,1.827,1.843,0.616,1.088,1.496,1.234,1.469,0.783,0.47,0.37,1.037,0.576,0.8,0.41,0.72,0.402,0.66,0.649,0.273,0.327
08-26,1.5,1.5,1.042,1.655,1.348,1.062,1.165,0.557,0.727,0.58,0.6,0.683,0.723,0.743,0.656,0.353,0.565,0.492,0.234,0.47
08-27,1.563,2.004,1.329,1.308,1.3,1.332,0.845,0.474,0.905,0.571,0.815,0.48,0.527,0.49,0.676,0.458,0.67,0.345,0.389,0.437
08-28,1.537,1.629,0.99,1.436,1.237,0.852,0.77,0.557,0.962,0.53,0.7,0.397,0.556,0.583,0.628,0.498,0.443,0.44,0.359,0.221
08-29,1.97,2.056,0.958,1.457,1.333,1.112,0.686,0.686,0.517,0.887,0.677,0.494,0.549,0.52,0.7,0.515,0.386,0.489,0.532,0.35
08-30,1.18,1.862,1.156,1.167,1.133,1.541,0.9,0.527,0.744,0.613,0.857,0.611,0.577,0.867,0.61,0.48,0.57,0.542,0.33,0.345
08-31,1.664,1.693,1.244,0.763,1.232,1.517,1.1,0.703,0.534,0.708,0.821,0.609,0.541,0.81,0.695,0.847,0.6,0.494,0.428,0.225
09-01,1.604,1.903,0.55,1.183,1.247,1.234,0.757,0.783,0.403,0.645,0.95,0.628,0.628,0.477,0.781,0.697,0.472,0.521,0.345,0.205
09-02,1.487,1.424,0.747,1.25,1.25,1.096,0.84,0.44,0.586,0.68,0.71,0.726,0.521,0.74,1.005,0.776,0.49,0.32,0.291,0.27
09-03,1.597,1.815,1.283,1.114,1.558,1.087,0.352,0.885,0.607,0.644,0.58,0.674,0.44,0.825,1.264,0.813,0.591,0.27,0.479,0.19
09-04,1.297,1.746,1.064,1.673,1.75,0.69,0.628,0.785,0.726,0.772,0.584,0.703,0.586,0.704,1.07,0.808,0.462,0.488,0.447,0.372
09-05,2.021,1.207,1.276,2.023,1.53,0.904,0.832,0.811,0.319,0.873,0.648,0.425,0.608,0.643,0.995,0.706,0.47,0.577,0.452,0.355
09-06,0.988,1.711,1.416,1.92,1.117,0.686,0.65,0.627,0.4,0.645,1.23,0.657,0.643,0.825,0.53,0.49,0.74,0.657,0.293,0.293
09-07,1.092,1.863,1.716,1.463,1.511,0.828,1.144,0.988,0.307,0.74,0.695,0.677,0.43,1.415,0.425,0.638,0.578,0.387,0.293,0.268
09-08,1.46,2.27,1.096,2.004,0.897,1.031,1.295,0.767,0.397,0.814,0.752,0.71,0.538,1.047,0.579,0.615,0.544,0.474,0.244,0.25
09-09,1.767,1.02,1.057,1.433,0.929,1.396,0.904,0.372,0.854,0.867,0.815,0.64,0.52,1.104,0.637,0.647,0.484,0.543,0.234,0.39
09-10,2.112,0.974,1.582,1.433,1.007,1.593,0.777,0.52,0.996,0.727,0.672,0.623,0.302,1.223,0.905,0.67,0.625,0.403,0.318,0.353
09-11,1.312,1.721,1.717,1.283,1.068,1.06,0.862,0.523,0.7,1.107,0.627,0.43,0.438,0.54,0.756,0.659,0.52,0.44,0.344,0.3
09-12,2.24,1.167,2.064,1.982,1.092,1.215,0.588,0.617,0.72,0.74,0.476,0.537,0.505,0.537,0.917,0.643,0.398,0.551,0.44,0.322
09-13,1.408,1.161,1.825,1.623,0.924,1.188,0.76,0.612,0.63,0.51,0.481,0.447,0.736,0.74,0.86,0.524,0.59,0.685,0.467,0.327
09-14,1.71,1.364,1.296,0.87,1.867,1.447,0.429,0.587,0.524,0.971,0.543,0.494,0.867,0.96,0.7,0.729,0.524,0.519,0.371,0.26
09-15,2.073,1.217,0.841,0.907,1.628,1.34,0.664,0.412,0.783,0.743,0.557,0.694,0.593,0.592,0.637,0.732,0.554,0.35,0.242,0.203
09-16,1.71,0.891,0.692,0.543,1.581,0.733,0.612,0.273,0.453,0.24,0.293,0.363,0.416,0.692,0.375,0.421,0.445,0.314,0.2,0.153
09-17,1.17,0.964,1.83,1.35,0.763,0.867,0.66,0.538,0.213,0.863,0.59,0.406,0.389,1.037,0.7,0.797,0.378,0.234,0.353,0.366
09-18,1.01,1.697,1.503,1.665,1.31,0.8,0.836,0.726,0.463,0.784,0.757,0.291,0.666,0.72,0.63,0.821,0.518,0.357,0.447,0.278
09-19,1.78,1.281,1.16,1.657,1.417,0.771,0.739,0.529,0.612,0.48,0.373,0.497,0.367,0.712,1.027,0.554,0.41,0.387,0.397,0.368
09-20,2.529,1.564,1.527,1.377,0.97,0.829,0.852,0.327,0.689,0.41,0.631,0.448,0.358,0.989,0.867,0.529,0.418,0.38,0.32,0.395
09-21,1.923,1.464,1.077,1.073,1.243,0.937,1.945,0.387,0.652,0.757,0.741,0.418,0.35,0.728,0.72,0.666,0.448,0.466,0.395,0.177
09-22,1.648,1.58,0.7,1.818,1.375,1.166,1.4,0.624,0.664,0.495,0.826,0.433,0.555,0.637,0.653,0.423,0.406,0.397,0.227,0.225
09-23,1.623,1.364,1.012,1.196,1.23,1.488,1.296,0.507,0.729,0.554,0.783,0.703,0.524,1.014,0.587,0.514,0.584,0.389,0.129,0.365
09-24,1.767,2.043,1.033,1.245,1.357,1.272,0.47,0.657,0.537,0.487,0.66,0.477,0.335,0.741,0.575,0.534,0.695,0.237,0.357,0.338
09-25,1.383,2.371,1.627,1.629,1.459,1.332,0.7,0.94,0.542,0.643,0.62,0.454,0.341,0.613,0.635,0.586,0.61,0.472,0.335,0.503
09-26,0.945,2.063,1.617,1.619,1.253,1.119,0.7,0.613,0.824,0.64,0.436,0.526,0.435,0.81,0.637,0.68,0.553,0.556,0.291,0.447
09-27,1.124,1.586,1.779,2.217,1.157,0.937,0.857,0.422,0.7,0.5,0.626,0.489,0.539,0.617,0.48,0.576,0.427,0.516,0.371,0.293
09-28,1.808,1.883,1.303,1.04,2.242,1.27,1.139,0.93,1.24,0.581,0.52,0.682,0.682,0.963,0.44,0.74,0.626,0.423,0.266,0.326
09-29,1.49,1.503,1.02,1.32,2.052,1.1,0.922,0.918,0.703,0.8,0.752,0.484,0.681,0.659,0.54,0.676,0.621,0.472,0.293,0.243
09-30,1.82,1.232,1.462,1.581,1.245,1.233,1.216,0.547,0.97,0.767,0.618,0.383,0.695,1.056,0.85,0.535,0.55,0.438,0.213,0.503
10-01,2.117,1.436,1.728,1.374,1.623,1.133,0.936,0.356,0.667,0.807,0.637,0.402,0.534,0.643,0.597,0.5,0.557,0.298,0.218,0.487
10-02,1.44,1.767,1.407,1.097,1.74,0.973,1.009,0.327,0.8,0.892,0.473,0.35,0.631,0.625,0.712,0.42,0.555,0.4,0.217,0.283
10-03,2.19,2.142,1.343,1.059,0.92,1.067,1.084,0.679,0.585,0.78,0.4,0.518,0.396,0.997,0.909,0.594,0.498,0.375,0.225,0.234
10-04,1.976,1.472,1.22,1.427,0.597,1.064,0.684,0.696,0.787,0.576,0.57,0.547,0.522,0.907,0.704,0.629,0.72,0.456,0.215,0.34
10-05,2.192,2.073,1.343,0.64,0.807,1.254,1.02,0.886,0.74,0.453,0.548,0.918,0.677,0.85,0.7,0.711,0.652,0.276,0.273,0.286
10-06,1.94,2.062,0.673,1.304,1.229,1.585,0.891,0.773,0.54,1.01,0.597,0.844,0.645,0.633,0.726,0.48,0.469,0.232,0.383,0.234
10-07,2.17,1.317,1.111,1.973,1.443,1.877,0.928,0.4,0.877,0.959,0.624,0.977,0.551,0.615,0.592,0.72,0.48,0.397,0.417,0.194
10-08,1.917,1.642,1.745,2.05,1.703,1.283,0.872,0.511,0.603,0.443,0.835,1.028,0.469,0.803,0.813,0.678,0.455,0.308,0.47,0.291
10-09,0.887,1.755,1.52,1.55,1.425,1.207,0.911,0.433,0.623,0.741,0.887,0.726,0.414,0.94,0.653,0.703,0.332,0.541,0.272,0.244
10-10,1.463,2.438,1.084,1.327,1.533,1.404,1.265,0.356,0.386,0.657,0.757,0.885,0.498,0.842,0.8,0.343,0.465,0.309,0.448,0.378
10-11,1.647,2.459,1.348,1.267,1.153,1.196,0.629,0.272,1.04,0.473,0.919,0.532,0.62,0.865,0.98,0.44,0.463,0.27,0.4,0.343
10-12,1.637,1.912,1.413,0.993,1.786,1.288,1.083,0.481,0.723,0.731,0.603,0.686,0.493,0.947,0.73,0.5,0.487,0.337,0.304,0.191
10-13,1.423,1.757,0.618,1.708,2.234,1.148,1.136,0.72,0.72,0.581,0.433,0.517,0.477,0.462,1.02,0.506,0.556,0.327,0.267,0.268
10-14,1.396,1.6,1.18,1.709,1.623,0.927,1.148,0.367,0.46,0.712,0.479,0.366,0.527,0.6,0.567,0.589,0.34,0.338,0.173,0.303
10-15,1.973,1.726,1.579,1.4,1.471,0.773,0.468,0.61,0.515,0.817,1.043,0.471,0.567,0.748,0.657,0.486,0.527,0.425,0.456,0.426
10-16,1.7,1.64,1.888,1.518,1.636,0.81,0.743,0.777,1.061,0.588,0.9,0.469,0.87,0.871,0.963,0.517,0.516,0.3,0.42,0.329
10-17,2.197,1.486,1.067,0.805,1.967,0.886,1.424,0.827,0.689,0.347,0.727,0.662,0.866,1.092,0.887,0.603,0.462,0.314,0.38,0.419
10-18,1.541,1.881,1.6,0.885,1.07,1.156,1.384,0.857,0.748,0.34,0.945,0.414,0.576,1.04,0.63,0.54,0.678,0.565,0.378,0.266
10-19,1.048,1.989,1.59,0.75,1.669,1.693,1.868,0.877,0.752,0.804,0.964,0.419,0.569,0.765,0.404,0.57,0.582,0.643,0.332,0.294
10-20,1.362,2.058,0.96,1.365,1.515,1.437,1.224,0.659,0.512,0.819,0.917,0.838,0.627,0.828,0.45,0.745,0.508,0.482,0.298,0.06
10-21,2.327,1.85,1.423,1.4,1.33,1.297,1.16,0.48,0.532,0.783,0.727,0.5,0.503,0.975,0.524,0.832,0.472,0.464,0.22,0.286
10-22,1.943,2.6,1.587,0.833,1.6,0.866,0.548,0.776,1.0,0.904,0.846,0.525,0.365,0.7,0.424,0.654,0.458,0.287,0.262,0.266
10-23,1.443,2.319,1.537,1.287,1.588,1.067,0.68,0.843,1.35,1.079,0.897,0.38,0.905,0.703,0.472,0.56,0.48,0.314,0.317,0.297
10-24,1.258,2.313,1.497,1.51,1.497,0.917,1.368,0.612,0.568,1.036,0.61,0.293,0.713,0.771,0.422,0.388,0.434,0.261,0.366,0.43
10-25,1.044,1.323,1.521,1.177,1.22,1.662,1.2,0.86,0.892,0.724,0.846,0.63,0.482,0.769,0.332,0.502,0.493,0.277,0.371,0.416
10-26,1.996,1.472,1.613,1.043,1.4,2.917,1.368,0.91,0.94,1.086,0.842,0.813,0.848,0.583,0.513,1.014,0.467,0.738,0.388,0.437
10-27,1.923,1.327,1.111,0.987,1.588,1.35,1.176,0.471,0.72,0.891,0.93,1.017,0.809,0.5,0.84,0.867,0.522,0.441,0.442,0.223
10-28,2.181,1.277,1.888,1.055,1.553,1.22,0.788,0.529,0.476,0.581,0.617,0.448,0.491,0.79,0.67,1.178,0.407,0.447,0.24,0.493
10-29,2.144,1.358,1.617,1.609,1.107,1.043,1.004,0.356,0.362,0.76,0.717,0.46,0.589,0.842,0.788,0.895,0.489,0.32,0.332,0.3
10-30,1.264,1.642,1.411,1.136,1.493,0.86,0.94,0.813,1.059,1.033,0.87,0.371,0.847,0.673,0.705,0.436,0.362,0.549,0.524,0.376
10-31,2.252,1.988,1.437,1.931,1.493,1.267,1.028,0.722,1.095,0.807,0.72,0.332,0.739,1.01,0.489,0.434,0.436,0.544,0.524,0.209
11-01,2.167,1.918,0.88,1.177,1.403,0.782,1.271,0.676,0.743,0.68,0.828,0.949,0.764,0.91,0.375,0.62,0.757,0.556,0.533,0.39
11-02,1.924,1.419,1.163,1.037,1.61,0.95,0.632,0.683,0.664,0.61,0.653,0.64,0.668,0.631,0.445,0.514,0.612,0.354,0.394,0.38
11-03,1.409,1.396,1.06,1.82,1.127,1.673,0.673,0.527,0.408,0.824,0.817,0.511,0.956,0.873,0.895,0.64,0.553,0.33,0.314,0.174
11-04,1.733,1.389,1.024,1.54,1.424,1.927,0.74,0.267,0.868,0.67,0.523,0.64,0.757,0.983,1.2,0.863,0.524,0.3,0.396,0.437
11-05,1.78,1.82,1.241,1.68,1.278,1.573,0.9,1.093,0.73,0.414,0.818,0.686,0.669,0.729,0.58,0.549,0.402,0.414,0.251,0.421
11-06,1.673,2.169,1.517,2.132,1.043,1.227,1.716,0.846,1.022,0.627,0.821,0.5,0.834,0.671,0.625,0.715,0.378,0.653,0.605,0.265
11-07,1.542,1.964,1.986,1.85,1.457,1.383,1.042,0.43,0.829,0.657,0.623,0.8,0.571,0.58,0.945,0.557,0.433,0.384,0.421,0.313
11-08,1.779,1.973,1.76,1.427,1.42,1.032,1.405,1.177,0.96,0.797,1.063,0.731,0.514,0.62,0.5,0.457,0.565,0.463,0.346,0.156
11-09,1.941,1.414,1.753,0.637,2.154,1.396,1.56,1.352,0.852,0.817,1.069,0.65,0.68,0.92,0.44,0.656,0.712,0.574,0.322,0.162
11-10,2.367,1.368,1.113,0.954,2.23,0.948,1.923,1.043,0.758,0.624,1.2,0.737,0.678,0.603,0.92,0.63,0.628,0.611,0.343,0.325
11-11,2.417,1.364,1.479,1.147,2.2,1.213,1.092,0.76,1.052,0.709,1.228,1.02,0.89,0.6,0.745,0.668,0.797,0.376,0.389,0.385
11-12,2.288,1.896,1.118,1.652,1.75,1.633,1.012,1.127,0.971,1.204,1.422,0.721,0.774,0.573,0.753,0.589,0.852,0.347,0.337,0.257
11-13,1.645,1.92,1.23,1.289,1.777,1.013,1.495,0.99,1.486,1.286,1.156,0.766,0.503,0.683,0.83,0.509,0.548,0.2,0.571,0.167
11-14,2.235,2.445,2.276,1.047,1.673,1.919,1.614,1.55,0.7,1.048,1.08,0.747,0.513,1.533,1.092,0.497,0.538,0.27,0.974,0.312
11-15,1.945,2.886,1.85,1.923,1.124,1.658,1.332,0.51,1.664,0.964,0.808,0.61,0.55,1.03,0.816,0.432,0.728,0.526,0.781,0.293
11-16,2.553,2.14,1.517,1.397,1.804,0.993,1.622,0.767,0.471,0.824,0.905,0.859,0.549,0.757,0.752,0.64,0.65,0.491,0.607,0.392
11-17,2.723,1.663,1.323,1.662,1.753,1.043,1.116,0.903,0.852,0.845,0.938,0.448,0.731,0.957,0.672,0.669,0.946,0.606,0.385,0.279
11-18,2.44,1.541,2.233,1.785,1.522,1.75,1.368,0.793,0.844,0.815,0.7,0.593,0.474,0.577,0.9,0.726,0.888,0.446,0.471,0.302
11-19,2.4,2.207,1.714,1.367,1.475,1.733,1.044,0.51,0.991,0.974,0.969,0.7,0.563,0.973,1.057,0.921,0.642,0.208,0.409,0.44
11-20,1.807,1.667,1.288,1.77,1.742,1.297,0.62,1.307,1.01,0.908,0.73,0.65,0.388,0.984,0.9,0.746,0.384,0.444,0.662,0.333
11-21,1.56,2.593,0.873,2.32,1.447,1.633,0.58,1.608,1.452,0.9,0.747,0.552,0.672,0.907,1.328,0.711,0.346,0.496,0.584,0.294
11-22,1.541,2.079,1.172,1.663,1.383,0.981,1.505,1.438,0.768,0.533,0.953,0.7,0.722,1.204,0.683,0.423,0.56,0.287,0.54,0.314
11-23,2.677,2.382,1.56,1.453,2.435,1.64,1.712,1.256,0.748,0.848,1.071,0.339,0.881,0.587,0.707,0.986,0.614,0.498,0.65,0.31
11-24,2.96,2.333,1.707,1.3,1.486,1.823,1.915,0.773,1.0,1.024,1.044,0.492,0.812,0.99,1.131,0.873,0.564,0.66,0.54,0.337
11-25,2.89,1.903,2.156,1.75,2.087,1.159,1.656,0.247,1.396,0.712,1.04,0.77,0.423,1.043,0.757,0.887,0.649,0.54,0.202,0.358
11-26,3.007,2.427,2.576,1.753,2.335,0.98,1.32,1.013,0.696,0.66,0.763,0.684,0.703,0.715,0.693,1.072,0.776,0.216,0.58,0.312
